P,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
CLHat,10.277222211999105,0.013174993380690442,0.8444949379769191,8.671814433469562,9.735086447786063,10.23985362546046,10.79750835094858,12.036029350316209,4108.594590465536,0.9993002499117277
QHat,10.17479718847615,0.031134115281794397,1.9893098650299232,6.625349590080771,8.75954572642959,10.102979636064468,11.40731413330887,14.495423315561455,4082.5528383864594,0.9993728943970225
V1Hat,45.61343967899983,0.03085896360994425,1.9492897549131665,41.76868446247212,44.35460705226728,45.609398580127504,46.915002734519334,49.349889736000755,3990.1583203803852,1.0001488790047455
V2Hat,50.654814047789515,0.04726514953259367,2.8439042794515137,45.04189715916697,48.720096491779316,50.62577045332175,52.58140470747655,56.14831393166423,3620.327649107123,0.9999856180849493
omega[1],0.10154340858087425,8.858459928378329e-4,0.0575594748902645,0.04008034581682274,0.06571631833144528,0.08777805985206913,0.12036374219003267,0.24321548471298277,4221.989963623955,1.0000213099281
omega[2],0.7786730244963381,0.007567588689216251,0.4288442516899482,0.2346472731084662,0.4916439986001391,0.6878630849720933,0.9620976392839373,1.8747888468779128,3211.3241648522194,0.999994215580944
omega[3],0.01983001227385425,4.332585791406572e-4,0.0245424730243708,3.518444255630634e-4,0.0051220184413782645,0.012210647209068549,0.02565987759786093,0.08076671848200016,3208.7974392125666,1.0005831292416525
omega[4],0.21640117326523076,0.006321522244670714,0.27857705648791714,0.005274463623628732,0.05317900578286583,0.12605740493789291,0.26965230382772487,0.9829610112903203,1941.991610559036,1.0006396664053256
b1,0.14234241525152164,3.431460360687762e-4,0.011033865891075453,0.12300896600310965,0.1345377187517986,0.14145705676705306,0.14915464775605136,0.16741137937751607,1033.9449810467336,1.0036713038426563
b2,0.03450868786466768,5.53616524125373e-5,0.0034673437378485395,0.028415963563013166,0.032018081554266435,0.034257003061166996,0.036629245255992,0.042188791267543116,3922.6152033663416,0.9994129261111063
"logtheta[1,1]",1.6420544987080758,0.0013107566059366016,0.0811457170632725,1.465519740277534,1.5943536464345225,1.6468333082624815,1.6956198628696315,1.7835722740269955,3832.543513667975,1.0021200387871199
"logtheta[1,2]",2.431612683052837,0.011724716682764253,0.5406030548320242,1.2823305955202424,2.101358104197665,2.4605749868713387,2.7929888594794634,3.4344713143207843,2125.9462327350348,0.9993951248932843
"logtheta[1,3]",3.7391888535375033,0.0021264444969220048,0.1341554441448374,3.421160886009871,3.6721644429981266,3.761977089608341,3.8285556372978937,3.9437863241143085,3980.2330336560135,1.0001460659792463
"logtheta[1,4]",3.860572891297756,0.006525422686305943,0.3641278904054737,3.0431063858521576,3.6794882439014494,3.8883243294157497,4.075509570371026,4.5387753611204,3113.7991309235713,1.002111410996677
"logtheta[2,1]",2.565634654614404,7.844237798643294e-4,0.047127894715308344,2.4758864734219994,2.5384884305931172,2.5683598847513363,2.5961927692984244,2.6479892652379378,3609.5625931622667,0.9994411971430893
