iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,5.28839,0.03239,21.4506,0.146254,6.88546,0.391451,26.5003,0.190379
2,5.29569,0.0298842,21.4164,0.127739,6.89441,0.345593,26.4558,0.165539
3,5.29989,0.0280108,21.4224,0.120233,6.93421,0.332949,26.4789,0.154236
4,5.3034,0.0280331,21.3612,0.118205,7.06657,0.336177,26.3808,0.150564
5,5.30335,0.0275397,21.3342,0.117784,7.11732,0.336426,26.3282,0.149675
6,5.30503,0.026861,21.3032,0.117638,7.13331,0.333428,26.2748,0.149537
7,5.30429,0.0262138,21.2779,0.1167,7.12604,0.330316,26.2378,0.148577
8,5.3065,0.0258226,21.2609,0.115217,7.16635,0.328488,26.2096,0.146768
9,5.3077,0.025605,21.2404,0.113491,7.22522,0.328761,26.1655,0.144645
10,5.30849,0.0257482,21.2184,0.112227,7.27168,0.330826,26.1298,0.142994
11,5.30942,0.0260233,21.2045,0.110819,7.29486,0.326442,26.1112,0.141556
12,5.30912,0.0262813,21.1975,0.109873,7.27275,0.322895,26.1068,0.140498
13,5.31143,0.0265482,21.1813,0.108607,7.30226,0.321361,26.0817,0.138877
14,5.31159,0.0263524,21.1786,0.107735,7.30883,0.321088,26.0788,0.13774
15,5.31195,0.0260862,21.1826,0.10685,7.31002,0.320001,26.0865,0.136471
16,5.31181,0.0258925,21.1841,0.10585,7.30745,0.31902,26.0899,0.13518
17,5.31245,0.0258182,21.1871,0.105452,7.29625,0.318166,26.0992,0.134477
18,5.3138,0.0257494,21.1937,0.104784,7.2995,0.317307,26.1081,0.133753
19,5.31395,0.0256032,21.2018,0.104206,7.30979,0.316268,26.1163,0.133018
20,5.31582,0.0254718,21.2081,0.103742,7.32168,0.314704,26.1249,0.132329
21,5.31658,0.0254647,21.2121,0.10316,7.33538,0.314516,26.1293,0.131552
22,5.317,0.0254895,21.2158,0.102638,7.34255,0.314564,26.133,0.130872
23,5.31778,0.0254857,21.22,0.102107,7.34813,0.3139,26.1412,0.130236
24,5.31848,0.025449,21.2231,0.101647,7.33946,0.311872,26.1452,0.12972
25,5.31842,0.0254692,21.2291,0.101731,7.32994,0.312469,26.1533,0.129638
26,5.31838,0.0254526,21.2382,0.101917,7.31978,0.313936,26.1683,0.129877
27,5.31803,0.0254461,21.2451,0.102003,7.31239,0.313306,26.1787,0.13007
28,5.31903,0.0255044,21.2516,0.102116,7.30638,0.312832,26.1906,0.130298
29,5.31988,0.0254668,21.2627,0.10274,7.30545,0.313672,26.2089,0.131147
30,5.32022,0.025464,21.2666,0.103264,7.3193,0.315211,26.2162,0.13183
