parameter,value,se_lin,rse_lin
Cl_pop,5.17067142887883,0.350548346301295,6.77955176852739
V1_pop,20.5795134465399,1.68100925414084,8.16836247614721
Q_pop,6.03956197407861,1.12083084101238,18.5581478561344
V2_pop,23.0188683958962,3.23277811942986,14.044035805019
omega_Cl,0.252233207459986,0.0481721544407798,19.0982602671069
omega_V1,0.279728909364659,0.0615665988016036,22.0093800606588
omega_Q,0.603741844108625,0.146689647312844,24.2967501332327
omega_V2,0.328342439967811,0.144396400180303,43.97737928562
corr_V2_V1,0.970144557233643,0.229902614011694,23.6977687806917
a1,0.303518861954169,0.0222474341585191,7.32983578525621
a2,0.0617117747834206,0.00625852985621117,10.1415489639954
