iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,p_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1160,828.701,1,5.14749,21.0109,5.5134,25.8628,0.0409057,0.259278,0.20374,0.66534,0.209521,0.277642,0.0656947
1161,833.658,1,5.15702,20.8853,5.51948,26.6014,0.041417,0.256692,0.223225,0.657237,0.217885,0.277255,0.0655072
1162,836.173,1,5.15143,20.6646,5.58967,27.0751,0.0419347,0.254037,0.223232,0.715815,0.237956,0.280943,0.0639755
1163,838.821,1,5.15364,21.095,5.67977,26.7175,0.0440315,0.258594,0.21758,0.719238,0.249962,0.27735,0.0653513
1164,833.443,1,5.14157,21.4946,5.57393,27.2862,0.0459579,0.252731,0.214083,0.701027,0.267698,0.277792,0.0644742
1165,842.383,1,5.16652,21.2859,5.76234,27.9633,0.0413621,0.250962,0.218822,0.683276,0.300187,0.277349,0.0665319
1166,836.362,1,5.14268,21.1181,5.7983,28.1983,0.0452398,0.250258,0.22156,0.665976,0.311454,0.278745,0.0633136
1167,841.91,1,5.16037,21.1529,5.91636,28.2567,0.0429778,0.252628,0.233465,0.673317,0.303568,0.278197,0.0652319
1168,840.042,1,5.14013,21.1105,5.47604,27.8718,0.0408289,0.264132,0.248104,0.656268,0.295882,0.281186,0.0635292
1169,837.293,1,5.15684,21.6595,5.54795,27.5338,0.0403185,0.263475,0.241822,0.669287,0.289203,0.276747,0.0635678
1170,840.147,1,5.14506,21.4294,5.16145,27.2755,0.0410745,0.267591,0.243568,0.652341,0.28188,0.283036,0.0637257
1171,841.708,1,5.14246,21.5428,5.21012,27.1208,0.0467222,0.26524,0.237401,0.635823,0.274742,0.279517,0.0666219
1172,833.118,1,5.15292,21.5482,5.1019,25.9235,0.041466,0.260759,0.243969,0.619724,0.267786,0.280424,0.0646957
1173,837.302,1,5.16315,21.2754,5.39973,25.6948,0.0409477,0.265421,0.237792,0.616971,0.261005,0.2823,0.0648761
1174,836.864,1,5.14949,21.5446,5.434,26.6166,0.0404358,0.258701,0.257959,0.603286,0.254397,0.277444,0.0656817
1175,835.206,1,5.14256,21.357,5.41274,27.3458,0.0399304,0.258412,0.251941,0.632172,0.247955,0.278554,0.0643318
1176,838.111,1,5.1311,21.3469,5.1978,26.6606,0.0414278,0.253683,0.25517,0.662579,0.243886,0.283033,0.0634488
1177,832.944,1,5.15468,21.8311,5.22561,27.8793,0.0442759,0.252669,0.248709,0.645802,0.237711,0.273388,0.0651443
1178,823.194,1,5.1341,21.7845,5.11256,27.9679,0.0459363,0.253237,0.242412,0.62945,0.231692,0.276215,0.0623458
1179,832.487,1,5.11489,21.3264,5.1937,28.1663,0.0430653,0.258726,0.236274,0.684578,0.225825,0.28056,0.0640508
1180,829.041,1,5.17427,21.5129,5.55293,28.1533,0.040912,0.258674,0.230291,0.667244,0.220107,0.276221,0.0645396
1181,828.324,1,5.1619,21.2008,5.55598,28.4617,0.0450032,0.254967,0.245389,0.650349,0.214534,0.277719,0.0631409
1182,824.184,1,5.16514,21.2803,5.61723,27.1552,0.0438781,0.257349,0.239176,0.672532,0.209102,0.281746,0.0622734
1183,824.303,1,5.12328,21.4933,5.29142,26.8742,0.0433296,0.264885,0.253988,0.655503,0.210457,0.28822,0.0596004
1184,824.779,1,5.13004,21.4974,5.28413,26.3469,0.0422464,0.258178,0.247557,0.638906,0.21566,0.281554,0.062149
1185,827.138,1,5.15076,21.6518,5.36164,26.7802,0.0491114,0.25164,0.241288,0.622728,0.215561,0.276117,0.0645711
1186,820.574,1,5.13723,21.5882,5.20005,26.8744,0.0408239,0.257718,0.235179,0.608205,0.210103,0.275887,0.0625098
1187,822.191,1,5.16609,21.9032,5.06553,26.0392,0.0428651,0.252,0.229224,0.604226,0.204783,0.270766,0.0652686
1188,823.519,1,5.14508,21.7174,5.2482,26.0278,0.0466158,0.263435,0.22342,0.635846,0.199598,0.278455,0.0630901
1189,824.885,1,5.12174,21.0307,5.16006,26.6416,0.0439936,0.259395,0.23327,0.619746,0.194544,0.278726,0.0641231
1190,826.913,1,5.12727,21.3195,5.35319,27.2333,0.0434437,0.260725,0.235812,0.647198,0.189618,0.277413,0.0642758
1191,823.214,1,5.12085,21.0083,5.43472,26.8864,0.0412715,0.261211,0.229841,0.671202,0.184817,0.282423,0.062142
1192,827.069,1,5.11546,20.8983,5.44105,26.6862,0.0443669,0.262329,0.224022,0.731903,0.191756,0.282374,0.0623242
1193,817.044,1,5.13425,20.8908,5.37111,27.0934,0.0429804,0.2589,0.221066,0.713371,0.1869,0.279103,0.0615373
1194,821.79,1,5.1322,20.523,5.56565,27.1943,0.0440549,0.258227,0.215468,0.695308,0.182168,0.282536,0.0624565
1195,828.056,1,5.12707,21.0688,5.60415,26.8732,0.045707,0.259208,0.219067,0.699241,0.180166,0.28086,0.0640219
1196,831.998,1,5.16419,20.953,5.56407,26.9081,0.0417076,0.262382,0.223029,0.71575,0.200088,0.283715,0.06332
1197,824.726,1,5.15221,21.2485,5.31,28.235,0.0401436,0.256484,0.217381,0.697627,0.195022,0.285261,0.0624109
1198,826.565,1,5.15355,21.3877,5.4092,28.4376,0.0406454,0.261379,0.212124,0.679963,0.190084,0.280978,0.0641987
1199,827.302,1,5.1692,21.6789,5.3015,28.0481,0.0442019,0.26197,0.217564,0.662746,0.185271,0.282068,0.0645963
1200,821.725,1,5.14528,21.2018,5.28679,28.3615,0.0430968,0.255337,0.215826,0.645965,0.18058,0.279928,0.0639299
1201,825.753,1,5.13585,21.8431,5.16373,28.1933,0.04175,0.256237,0.21968,0.636191,0.176007,0.278218,0.0664318
1202,821.115,1,5.17412,21.9448,5.12814,28.8745,0.0427938,0.254973,0.219311,0.620082,0.171551,0.277495,0.0655591
1203,821.138,1,5.13524,21.865,5.27518,28.9725,0.0433287,0.250934,0.214391,0.669183,0.167207,0.276412,0.0662953
1204,823.716,1,5.15476,21.5297,5.51871,28.9119,0.0403499,0.251173,0.215402,0.652239,0.162973,0.27371,0.0667132
1205,822.992,1,5.16226,21.6211,5.12655,28.0365,0.0413586,0.25946,0.215846,0.657544,0.158847,0.282917,0.0641865
1206,825.101,1,5.14438,21.5395,5.35845,27.6436,0.0496303,0.258839,0.224992,0.648632,0.154824,0.278777,0.0655843
1207,836.744,1,5.15376,21.6605,5.34379,27.2154,0.0555239,0.255168,0.219295,0.682465,0.158692,0.282922,0.0677224
1208,828.897,1,5.13922,21.5462,5.06063,27.3933,0.0399078,0.253191,0.21582,0.665185,0.154674,0.271737,0.0691136
1209,824.628,1,5.12055,21.2584,5.16764,27.1592,0.0411549,0.256293,0.224795,0.657596,0.152556,0.282408,0.0656579
1210,829.762,1,5.14451,21.5239,5.21155,27.1805,0.0421838,0.253147,0.235796,0.711421,0.154315,0.280061,0.0656913
1211,823.935,1,5.13113,21.6364,5.21657,28.2668,0.0469295,0.253455,0.229826,0.712034,0.155332,0.279052,0.0641798
1212,819.389,1,5.11857,21.5308,5.1133,28.7794,0.0469295,0.256937,0.224007,0.69945,0.154558,0.279212,0.0631649
1213,828.612,1,5.14015,21.8543,5.11339,27.8277,0.044583,0.264878,0.223729,0.685536,0.173581,0.282526,0.06401
1214,833.764,1,5.11113,21.4641,4.90007,27.9715,0.0456976,0.261353,0.230142,0.683813,0.173206,0.286574,0.0647421
1215,821.744,1,5.13117,21.694,5.20166,27.1149,0.0431271,0.260674,0.234881,0.666967,0.16882,0.280052,0.0638208
1216,828.868,1,5.1351,21.1437,5.24044,27.9501,0.045553,0.254073,0.228934,0.701152,0.164545,0.276038,0.0674652
1217,828.882,1,5.12542,21.1429,5.24283,27.1772,0.0398589,0.249071,0.224972,0.732405,0.160379,0.274146,0.0675825
1218,831.391,1,5.14314,21.3328,5.24682,26.9221,0.0423501,0.255307,0.219276,0.73652,0.156318,0.283115,0.0667927
1219,825.786,1,5.1418,21.074,5.39956,26.0033,0.0420854,0.251516,0.221242,0.72314,0.170226,0.281214,0.0637075
1220,821.888,1,5.10026,20.9904,5.52055,26.5272,0.0452418,0.258756,0.21564,0.725781,0.165916,0.279519,0.0637153
1221,825.747,1,5.12395,21.3264,5.4132,27.7,0.0452418,0.264354,0.221385,0.710956,0.161715,0.286403,0.062939
1222,815.315,1,5.13884,21.6629,5.15979,28.0256,0.0446763,0.260273,0.234761,0.692954,0.15762,0.280477,0.0642027
1223,819.326,1,5.11766,21.8177,5.12442,28.0331,0.0438386,0.259355,0.228816,0.675408,0.153629,0.279712,0.064522
1224,812.481,1,5.12029,21.6385,5.2107,27.921,0.0416466,0.255703,0.223023,0.658306,0.149739,0.278385,0.0651135
1225,819.899,1,5.12849,21.8594,5.02489,27.8759,0.0400849,0.253221,0.225768,0.641637,0.145948,0.28003,0.0649571
1226,815.15,1,5.13273,21.9971,4.77938,27.9655,0.0400849,0.261814,0.237982,0.625391,0.142252,0.282423,0.0628515
1227,811.055,1,5.12087,22.0456,5.09125,28.5384,0.0450955,0.260811,0.236864,0.627675,0.13865,0.282172,0.0612678
1228,814.452,1,5.1346,21.9706,5.17359,28.3651,0.0470684,0.263272,0.252287,0.663524,0.135139,0.282869,0.0610557
1229,814.218,1,5.13039,21.919,5.00266,28.5237,0.044715,0.256606,0.259455,0.646724,0.131718,0.274656,0.0642525
1230,814.81,1,5.16744,21.2604,5.16207,28.2155,0.0408025,0.255092,0.252886,0.656544,0.128382,0.280753,0.062993
1231,810.659,1,5.1531,21.2978,5.20289,27.6871,0.0410575,0.260032,0.246483,0.652845,0.125132,0.281134,0.0618067
1232,806.707,1,5.16075,21.4963,5.19789,26.9223,0.0415707,0.256125,0.244376,0.67747,0.121963,0.277089,0.0613442
1233,815.088,1,5.12667,21.699,4.92678,27.3494,0.0446885,0.25843,0.246796,0.660316,0.129362,0.284358,0.0619993
1234,811.488,1,5.1322,22.0524,4.83864,27.8179,0.0435713,0.259111,0.240547,0.643596,0.140153,0.283783,0.0609649
1235,815.464,1,5.15155,21.944,4.83833,28.0385,0.0411204,0.259819,0.243474,0.6273,0.136923,0.278968,0.0634178
1236,808.271,1,5.16145,21.7306,5.22034,28.1339,0.0442044,0.264384,0.237309,0.611416,0.133456,0.278281,0.0621885
1237,805.146,1,5.1589,21.6696,5.16808,27.8881,0.0425468,0.261925,0.2313,0.595935,0.130077,0.279286,0.0619977
1238,808.118,1,5.14774,21.6819,5.13155,27.2718,0.041749,0.255793,0.225444,0.643371,0.126783,0.27523,0.0641275
1239,811.551,1,5.14908,21.0366,5.29285,27.2768,0.0474895,0.256381,0.219735,0.70396,0.12727,0.281196,0.0617726
1240,811.62,1,5.14083,21.0194,5.51623,27.1538,0.0427405,0.256556,0.222722,0.714349,0.130189,0.282289,0.0611258
1241,808.271,1,5.14643,21.4638,5.49661,27.4936,0.0446104,0.26208,0.218042,0.721382,0.146885,0.279358,0.0594945
1242,817.523,1,5.13891,21.2767,5.04963,28.4184,0.0421011,0.255444,0.231125,0.703116,0.153207,0.283289,0.0619286
1243,815.88,1,5.11077,20.8891,5.12723,28.4233,0.0442062,0.25124,0.225937,0.685312,0.149328,0.282644,0.0625027
1244,813.51,1,5.1118,20.631,5.30778,28.0258,0.0419959,0.250429,0.231799,0.689937,0.150042,0.28306,0.0604896
1245,807.61,1,5.1274,21.2042,5.32548,28.4008,0.0440956,0.255868,0.22593,0.723358,0.146243,0.281673,0.0608655
1246,813.422,1,5.12228,21.09,5.58217,28.6433,0.0446468,0.256562,0.220209,0.71428,0.14254,0.280029,0.0619038
1247,814.887,1,5.16011,20.9555,5.532,28.4949,0.0412983,0.255601,0.241861,0.740846,0.138931,0.278319,0.0619086
1248,817.391,1,5.14059,20.8688,5.61221,28.4216,0.0441376,0.263816,0.235737,0.781244,0.137261,0.284988,0.0607384
1249,819.392,1,5.13445,20.8329,5.78695,27.8614,0.0408273,0.261919,0.229768,0.761463,0.133786,0.284988,0.063114
1250,818.838,1,5.13551,20.7097,5.74081,27.6524,0.0520548,0.255287,0.22395,0.742182,0.133195,0.273989,0.0658884
1251,828.552,1,5.13628,20.829,5.53331,28.1985,0.0514041,0.262483,0.218279,0.723389,0.129822,0.282646,0.0662086
1252,827.622,1,5.10369,20.7423,5.40327,28.0514,0.0440147,0.265336,0.222803,0.743447,0.126535,0.285302,0.0661897
1253,827.975,1,5.14324,21.051,5.54987,28.3178,0.0407136,0.267807,0.217162,0.752759,0.127043,0.283895,0.0667825
1254,828.232,1,5.13293,21.0453,5.56471,28.2499,0.0493653,0.265385,0.211663,0.73682,0.132604,0.285692,0.0656819
1255,821.906,1,5.13201,21.2059,5.55249,27.5208,0.0404178,0.2649,0.21308,0.767099,0.129246,0.284294,0.0643635
1256,812.116,1,5.13409,21.3491,5.3392,27.2317,0.0419335,0.268147,0.224311,0.747675,0.125974,0.283322,0.0614794
1257,799.756,1,5.14716,21.2564,5.37194,26.9078,0.0429818,0.261358,0.220194,0.728744,0.122784,0.279266,0.0599701
1258,815.24,1,5.15286,21.3809,5.49162,26.9407,0.0440564,0.25474,0.214619,0.710292,0.123906,0.28185,0.0637862
1259,816.985,1,5.11337,20.9319,5.21888,26.2677,0.042955,0.252054,0.223042,0.695146,0.129488,0.281283,0.0635566
1260,813.83,1,5.12248,21.2111,5.2478,26.1139,0.0456397,0.259243,0.237506,0.677544,0.126209,0.279822,0.0629759
1261,819.205,1,5.12777,21.1562,5.24118,26.1234,0.0473511,0.254751,0.231492,0.679242,0.123013,0.285275,0.0639514
1262,813.963,1,5.10679,21.4685,4.9849,26.6771,0.0449836,0.260973,0.22563,0.662043,0.127936,0.281495,0.0632273
1263,820.481,1,5.14285,21.7605,4.93977,26.9262,0.0472328,0.254365,0.219917,0.650057,0.132101,0.277792,0.0661028
1264,820.413,1,5.15507,21.713,5.23039,26.8302,0.0442807,0.263007,0.229606,0.633597,0.128756,0.282271,0.0659159
1265,817.944,1,5.16311,21.4733,5.51322,26.9948,0.0404062,0.26298,0.223792,0.664654,0.127214,0.281564,0.0641909
1266,822.693,1,5.17285,21.7164,5.41879,26.8663,0.0404062,0.256322,0.218125,0.648442,0.12642,0.273848,0.0683169
1267,815.262,1,5.1965,21.9702,5.534,26.7513,0.0424265,0.259457,0.212602,0.632023,0.123219,0.275058,0.0675872
1268,813.6,1,5.19622,21.4413,5.59195,26.87,0.0424265,0.252887,0.211206,0.67074,0.120099,0.275136,0.0655677
1269,817.51,1,5.15448,21.5594,5.33034,26.9543,0.0434871,0.258387,0.213913,0.653757,0.129144,0.272319,0.0668939
1270,815.685,1,5.16989,21.3771,5.41431,26.871,0.0407692,0.264622,0.208496,0.637203,0.125874,0.282332,0.0653594
1271,822.375,1,5.16331,21.2848,5.52737,26.4897,0.0428076,0.261727,0.209356,0.636445,0.122687,0.283442,0.066555
1272,820.545,1,5.14613,21.3176,5.58408,26.7099,0.0428076,0.255099,0.213111,0.644749,0.135281,0.277317,0.0662737
1273,830.999,1,5.15924,21.3658,5.44829,26.5378,0.0422725,0.253882,0.233287,0.632765,0.142097,0.282157,0.0676594
1274,825.739,1,5.13935,21.2958,5.4846,27.079,0.0406873,0.262364,0.22738,0.628513,0.138712,0.280859,0.0670085
1275,812.192,1,5.13551,21.4393,5.25801,26.7287,0.0427217,0.255721,0.221623,0.612599,0.1352,0.278518,0.0643654
1276,821.019,1,5.15201,21.1797,5.44463,26.0831,0.0405856,0.250616,0.224225,0.621408,0.133618,0.278643,0.0663601
1277,823.885,1,5.14358,21.0511,5.47292,26.8283,0.0471808,0.245045,0.229731,0.61695,0.143512,0.276718,0.066912
1278,817.786,1,5.13631,20.9474,5.10426,27.0547,0.0427576,0.252816,0.239728,0.659692,0.139879,0.282101,0.0641435
1279,812.576,1,5.13985,21.3859,5.12074,26.8967,0.0416886,0.258604,0.233658,0.642988,0.13667,0.281073,0.0623184
1280,802.943,1,5.14747,21.5397,5.17032,26.1734,0.043252,0.254548,0.227742,0.641851,0.133209,0.281633,0.0611221
1281,812.624,1,5.17623,21.7526,5.30571,26.5176,0.0454146,0.259582,0.222248,0.643742,0.129836,0.281672,0.0628497
1282,813.001,1,5.16657,21.9729,5.15153,26.9159,0.0425761,0.254855,0.222614,0.627442,0.152424,0.275959,0.0632169
1283,817.258,1,5.15823,21.7238,5.32882,27.0246,0.0441727,0.261471,0.232888,0.645554,0.15256,0.283755,0.0615893
1284,816.73,1,5.13127,21.512,5.48603,26.0373,0.0430684,0.261698,0.226992,0.646064,0.148697,0.280413,0.0633399
1285,824.313,1,5.14462,21.7133,5.08571,26.2315,0.040915,0.260511,0.221244,0.630801,0.153357,0.283205,0.0653142
1286,820.639,1,5.17923,21.8755,5.19717,26.169,0.0424493,0.253915,0.215642,0.672412,0.155728,0.271931,0.0663364
1287,834.04,1,5.17126,21.6061,5.35696,26.7413,0.0453677,0.253777,0.210182,0.68265,0.161122,0.277725,0.068774
1288,829.255,1,5.15016,21.6216,5.13899,26.4644,0.0408309,0.260202,0.230086,0.682011,0.165605,0.280623,0.0653353
1289,824.178,1,5.14516,21.3539,5.2181,26.9597,0.0438933,0.257667,0.225955,0.704491,0.161412,0.284233,0.0640404
1290,822.818,1,5.12066,21.8396,5.22492,27.3818,0.0433446,0.256414,0.229906,0.686653,0.157325,0.278162,0.0646054
1291,829.251,1,5.1222,21.7115,5.21649,27.5808,0.04497,0.256387,0.237153,0.669267,0.170323,0.278653,0.0652863
1292,827.54,1,5.1446,21.4099,5.19118,28.1131,0.0430026,0.258363,0.236742,0.674637,0.16601,0.280512,0.0644668
1293,829.483,1,5.16994,21.6393,5.32211,27.2411,0.04139,0.255452,0.230748,0.73647,0.163425,0.27594,0.0665407
1294,825.783,1,5.16683,20.9958,5.70729,28.2102,0.0424247,0.257337,0.224905,0.717822,0.171427,0.278924,0.0648819
1295,819.601,1,5.15505,21.1475,5.66856,28.7688,0.0413641,0.262518,0.21921,0.699647,0.167087,0.27866,0.0632341
1296,819.354,1,5.14716,21.0066,5.64015,29.2049,0.0408471,0.258054,0.219129,0.756352,0.162903,0.280509,0.0615667
1297,816.319,1,5.14547,21.1996,5.57279,29.3122,0.0426341,0.254099,0.21358,0.7372,0.158778,0.280428,0.0622477
1298,814.521,1,5.15196,21.056,5.56466,29.2241,0.0399695,0.258033,0.224821,0.753198,0.154758,0.276947,0.0620229
1299,815.867,1,5.15397,21.1572,5.46681,29.5999,0.0424676,0.261559,0.235246,0.734126,0.150839,0.281096,0.0614031
1300,817.321,1,5.12172,21.0208,5.5381,29.6423,0.0416713,0.264981,0.229289,0.715538,0.14702,0.280606,0.0619047
1301,826.722,1,5.13777,21.0796,5.4446,28.7963,0.0442758,0.265016,0.231929,0.723758,0.151615,0.284215,0.0634021
1302,822.628,1,5.14542,21.1945,5.42114,28.927,0.042062,0.261095,0.226056,0.745386,0.147776,0.280102,0.0639836
1303,825.232,1,5.1552,20.7263,5.75399,28.8836,0.0399589,0.266464,0.220332,0.754155,0.144034,0.282684,0.0649757
1304,819.024,1,5.15752,20.5196,5.9904,29.1573,0.0409579,0.263308,0.214753,0.771475,0.140387,0.27893,0.06477
1305,808.03,1,5.18177,20.7278,6.03507,28.9497,0.0430057,0.25937,0.210352,0.75194,0.136832,0.275933,0.0623719
1306,820.682,1,5.14755,20.6257,6.0938,29.3333,0.0408555,0.260467,0.205026,0.7575,0.144391,0.281194,0.0634939
1307,825.184,1,5.15715,20.4305,5.94136,29.2851,0.0418768,0.2633,0.220034,0.748482,0.154845,0.283637,0.0630828
1308,823.319,1,5.16109,20.9667,5.6302,29.1546,0.0416151,0.260862,0.214463,0.747093,0.157821,0.280053,0.0634532
1309,824.013,1,5.1483,20.9786,5.73284,28.7517,0.0431757,0.258654,0.213395,0.750635,0.153825,0.280008,0.0648326
1310,835.186,1,5.15519,20.8083,5.76664,27.9174,0.0415566,0.25678,0.235323,0.789338,0.156826,0.279767,0.0663388
1311,821.519,1,5.17003,20.8174,5.89602,27.6491,0.0415566,0.26156,0.231065,0.769352,0.152855,0.284883,0.0630219
1312,822.779,1,5.14503,20.5068,5.64627,27.7163,0.0420761,0.259067,0.225214,0.749871,0.148985,0.278364,0.0646441
1313,820.018,1,5.1297,20.6749,5.64379,27.2603,0.0394463,0.259141,0.225901,0.730884,0.152327,0.27732,0.0632427
1314,827.332,1,5.1565,20.8499,5.93904,26.963,0.0424048,0.252579,0.220181,0.756342,0.152496,0.280477,0.0650563
1315,822.241,1,5.17967,21.1341,5.64657,26.3083,0.0410796,0.251491,0.219085,0.737191,0.148635,0.279289,0.0645515
1316,819.177,1,5.1796,21.2587,5.68803,26.1691,0.0410796,0.258371,0.213537,0.718525,0.144871,0.279898,0.0653801
1317,820.833,1,5.14437,21.1909,5.42731,27.2825,0.0415931,0.262755,0.223271,0.716849,0.142465,0.283526,0.0628197
1318,812.347,1,5.13756,20.794,5.81752,27.0645,0.0395135,0.26527,0.217617,0.706087,0.138858,0.283789,0.0622875
1319,810.782,1,5.14932,20.2278,5.9623,27.0903,0.0395135,0.260007,0.214558,0.759315,0.135342,0.283257,0.0621329
1320,822.176,1,5.15051,20.3015,6.00381,26.1067,0.0419831,0.257631,0.209125,0.770174,0.140627,0.280188,0.0642147
1321,830.129,1,5.16252,20.5036,6.48471,25.7425,0.0456566,0.25703,0.212043,0.819658,0.137066,0.281025,0.0666384
1322,826.192,1,5.11086,19.9217,6.19083,25.6909,0.0408056,0.259363,0.216362,0.883256,0.133596,0.281521,0.064491
1323,823.856,1,5.15115,20.2817,6.20271,25.8656,0.043866,0.261019,0.210884,0.860892,0.152834,0.278911,0.0638718
1324,820.532,1,5.16406,20.7838,6.19086,27.0819,0.0416727,0.255953,0.217136,0.839093,0.149683,0.276916,0.0635353
1325,823.538,1,5.1631,20.4765,5.88529,27.2659,0.0416727,0.255383,0.215237,0.817847,0.158999,0.277464,0.0643235
1326,825.398,1,5.15318,20.893,5.70179,26.7252,0.0416727,0.263634,0.215837,0.797139,0.154973,0.281257,0.0647422
1327,825.486,1,5.1734,20.3401,5.98491,25.9564,0.039589,0.256959,0.219304,0.776955,0.155914,0.276768,0.0652596
1328,823.815,1,5.16745,20.8964,5.6862,26.5935,0.0423108,0.254749,0.221724,0.757282,0.151966,0.282712,0.0640456
1329,827.261,1,5.14894,20.73,5.63775,27.179,0.0425752,0.253047,0.238313,0.757485,0.161775,0.284334,0.0627721
1330,821.098,1,5.16873,20.8314,5.63759,27.0813,0.0404465,0.255023,0.233565,0.738305,0.157679,0.278012,0.0635533
1331,815.147,1,5.16363,20.9631,5.72247,26.8411,0.0389297,0.26752,0.227651,0.719611,0.153686,0.281416,0.0623022
1332,829.913,1,5.15415,20.7359,5.43147,27.1214,0.0384431,0.260746,0.221886,0.715014,0.177742,0.280193,0.0652768
1333,823.931,1,5.1443,20.5955,5.63656,26.3272,0.0389236,0.255927,0.217497,0.721036,0.178882,0.279157,0.0631241
1334,822.252,1,5.14417,21.0465,5.44326,26.6039,0.0408698,0.25626,0.21604,0.704817,0.174352,0.282393,0.0628064
1335,822.415,1,5.16597,21.3437,5.30387,26.948,0.0401035,0.251908,0.225635,0.68697,0.169938,0.276307,0.0646663
1336,822.758,1,5.16777,21.3609,5.23356,26.211,0.0401035,0.251543,0.219922,0.685374,0.165635,0.275765,0.0660502
1337,820.169,1,5.13642,21.5588,5.39862,26.8423,0.0421087,0.256115,0.220922,0.672094,0.161441,0.276174,0.0642777
1338,815.308,1,5.1343,21.3721,5.20959,27.075,0.0415823,0.253985,0.220741,0.714986,0.157353,0.277844,0.0629288
1339,822.71,1,5.14837,21.3014,5.44947,26.9952,0.0415823,0.262499,0.215152,0.723385,0.172764,0.280761,0.0626129
1340,824.229,1,5.11311,21.0936,5.25986,27.1082,0.0441812,0.256961,0.221032,0.786104,0.168389,0.283645,0.0623927
1341,827.125,1,5.10495,21.0926,5.23507,27.6029,0.0408676,0.263398,0.223461,0.769523,0.171496,0.287943,0.061534
1342,817.478,1,5.145,21.3834,5.16418,27.8674,0.0406122,0.256729,0.22549,0.750038,0.167153,0.279361,0.0620122
1343,815.755,1,5.1051,21.4644,5.01444,28.0856,0.0428967,0.26047,0.233073,0.731047,0.162921,0.287089,0.0594609
1344,823.82,1,5.11918,21.5034,4.98872,28.6631,0.0445053,0.253874,0.234566,0.712536,0.171584,0.283928,0.0629969
1345,814.159,1,5.11889,21.2073,5.17808,28.0273,0.04228,0.254687,0.228627,0.694494,0.167239,0.280434,0.0608423
1346,815.165,1,5.1186,21.1415,5.08595,28.2293,0.040166,0.258879,0.228091,0.676909,0.163005,0.281077,0.0615375
1347,819.274,1,5.10218,21.696,4.9447,28.8421,0.0431785,0.25315,0.230711,0.65977,0.158878,0.280484,0.0640623
1348,819.805,1,5.12347,22.0981,4.80212,28.2949,0.0442579,0.252369,0.224869,0.643064,0.154855,0.280533,0.0645236
1349,825.93,1,5.17653,22.5367,4.9098,28.3886,0.0431515,0.25778,0.229913,0.626781,0.150934,0.279201,0.0664917
1350,822.465,1,5.15068,22.284,5.06987,28.4274,0.0428818,0.26054,0.23268,0.612043,0.147112,0.27606,0.0666225
1351,818.622,1,5.17517,22.0123,5.3089,28.0778,0.0452939,0.255258,0.226788,0.636612,0.150985,0.279903,0.0637133
1352,818.781,1,5.18611,21.6824,5.25979,28.4478,0.0447277,0.25348,0.222318,0.63746,0.147162,0.280599,0.0639002
1353,818.688,1,5.18701,21.7031,5.26257,27.5498,0.0410936,0.251022,0.222333,0.621319,0.155872,0.273607,0.0653954
1354,810.489,1,5.16765,21.7309,5.58695,27.4838,0.0436619,0.255953,0.216704,0.608584,0.151925,0.276247,0.0644565
1355,808.48,1,5.16815,21.4179,5.47054,27.2332,0.0450264,0.257283,0.211217,0.593174,0.148079,0.278081,0.0625715
1356,817.277,1,5.1443,21.6499,5.27653,26.7342,0.0464334,0.26011,0.224734,0.614221,0.154129,0.283067,0.0623853
1357,818.648,1,5.1497,21.6298,5.31645,26.9933,0.0406293,0.259457,0.219043,0.608864,0.159827,0.278483,0.0645162
1358,821.625,1,5.13747,21.5534,5.23901,27.8025,0.0426607,0.260798,0.216593,0.607891,0.167411,0.280169,0.064152
1359,822.69,1,5.1292,21.3139,5.36931,27.0328,0.0442605,0.257796,0.239552,0.667035,0.163172,0.279888,0.0641764
1360,818.336,1,5.14407,21.1854,5.73714,26.4065,0.0414942,0.261216,0.233487,0.66351,0.15904,0.28125,0.0627641
1361,828.171,1,5.14298,20.862,5.66799,26.0194,0.0404569,0.262022,0.227575,0.68432,0.176567,0.286137,0.0636723
1362,831.85,1,5.13542,21.2198,5.37244,25.6069,0.0424797,0.257997,0.227658,0.666992,0.188531,0.28372,0.0646456
1363,821.249,1,5.14194,21.2991,5.31328,25.2836,0.0427452,0.259848,0.244485,0.650104,0.183757,0.283442,0.0623967
1364,823.688,1,5.16375,21.3886,5.39138,25.4558,0.044081,0.259899,0.251247,0.633643,0.179104,0.280504,0.063096
1365,818.894,1,5.16241,21.5066,5.40642,25.891,0.0443565,0.253318,0.244885,0.634145,0.174569,0.281517,0.0622077
1366,822.656,1,5.169,21.8227,5.46289,26.8449,0.0432476,0.259662,0.242951,0.633427,0.180308,0.277004,0.0631277
1367,823.006,1,5.17277,21.8354,5.21654,26.8195,0.0421664,0.258965,0.249676,0.617389,0.180236,0.282626,0.0623663
1368,823.146,1,5.1698,21.937,5.10254,27.0974,0.0453289,0.257299,0.243354,0.61901,0.175673,0.278268,0.064376
1369,831.467,1,5.13867,21.6778,5.1795,27.2212,0.0430624,0.262007,0.237192,0.651246,0.171924,0.281208,0.065873
1370,831.971,1,5.13107,21.4448,5.27084,26.9149,0.044139,0.2555,0.238188,0.661227,0.191792,0.27537,0.065942
1371,815.176,1,5.12692,21.8568,4.99344,26.0072,0.0408286,0.256186,0.237125,0.644484,0.186936,0.275329,0.0634351
