iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1238.89,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1212.55,1,9.705,13.9775,47.4552,79.7786,0.95,0.95,0.285,0.285,0.920889,0.974679,1.12037,0.974679,0.974679,0.974679
3,1199.56,1,9.38623,12.8121,45.9321,90.6584,0.9025,0.9025,0.27075,0.27075,0.927328,0.95,1.092,0.95,1.007,0.95
4,1184.33,1,9.38537,13.0646,44.2956,74.2797,0.857375,0.857375,0.257212,0.257212,0.92929,0.925945,1.06435,0.925945,1.10238,0.925945
5,1162.43,1,9.55723,11.606,47.0995,70.2671,0.814506,0.814506,0.244352,0.244352,0.890809,0.9025,1.0374,0.9025,1.07447,0.9025
6,1145.97,1,9.6233,12.4076,44.0302,60.4947,0.773781,0.773781,0.232134,0.232134,0.893853,0.879648,1.01114,0.879648,1.04726,0.879648
7,1137.45,1,9.42928,11.684,45.3559,64.0355,0.735092,0.735092,0.220528,0.220528,0.900167,0.857375,0.985533,0.857375,1.13901,0.857375
8,1123.83,1,9.5024,12.1993,44.7922,57.9228,0.698337,0.698337,0.209501,0.209501,0.897102,0.835666,0.960578,0.835666,1.1135,0.835666
9,1108.32,1,9.35302,12.9903,44.1174,62.004,0.66342,0.66342,0.199026,0.199026,0.908835,0.814506,1.00173,0.814506,1.08531,0.814506
10,1078.48,1,9.59598,14.5195,41.6394,55.9295,0.630249,0.630249,0.189075,0.189075,0.907949,0.793882,0.976362,0.793882,1.05783,0.793882
11,1059.94,1,9.60442,14.1432,44.6701,51.5976,0.598737,0.598737,0.179621,0.179621,0.916759,0.773781,0.954495,0.773781,1.07314,0.773781
12,1051.82,1,9.4852,12.1189,44.0633,54.8083,0.5688,0.5688,0.17064,0.17064,0.933862,0.754188,1.00122,0.754188,1.05748,0.754188
13,1034.63,1,9.52901,11.3241,46.1936,58.1356,0.54036,0.54036,0.162108,0.162108,0.924404,0.735092,0.975868,0.735092,1.03071,0.735092
14,1030.68,1,9.58623,11.4144,46.153,58.3867,0.513342,0.513342,0.154003,0.154003,0.921557,0.716479,0.951158,0.716479,1.00461,0.716479
15,1015.63,1,9.46637,11.9498,46.2921,70.1847,0.487675,0.487675,0.146302,0.146302,0.915893,0.698337,0.97698,0.698337,0.979171,0.698337
16,1012.93,1,9.49018,12.4392,45.172,69.2547,0.463291,0.463291,0.138987,0.138987,0.930761,0.680655,0.976547,0.680655,0.954914,0.680655
17,991.13,1,9.33163,12.1147,44.2999,62.6587,0.440127,0.440127,0.132038,0.132038,0.923867,0.66342,1.04942,0.66342,0.930735,0.66342
18,989.753,1,9.38685,12.2134,45.1622,57.4171,0.41812,0.284019,0.125436,0.139484,0.918559,0.646622,1.02285,0.646622,0.910949,0.646622
19,984.24,1,9.44039,11.3084,44.762,58.2141,0.397214,0.264955,0.119164,0.144717,0.927641,0.630249,0.996952,0.630249,0.887884,0.630249
20,963.58,1,9.53059,11.826,44.7248,56.4132,0.0160379,0.245021,0.133096,0.142971,0.921156,0.614291,0.996951,0.614291,0.901448,0.614291
21,963.51,1,9.60086,10.8523,43.7373,62.2206,2.22045e-16,0.204812,0.130382,0.15505,0.926287,0.598737,0.989882,0.598737,0.878622,0.598737
22,952.526,1,9.47863,11.3926,44.3594,64.3841,2.10942e-16,0.179846,0.123863,0.159339,0.92887,0.583577,0.964981,0.583577,0.856375,0.583577
23,943.703,1,9.40428,12.6193,45.7081,57.4867,2.00395e-16,0.257784,0.117669,0.153509,0.922738,0.5688,0.969925,0.5688,0.874103,0.5688
