iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1506.62,1,7.8892,9.16311,10.2532,32.5461,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1493.71,1,4.69425,15.2554,16.772,48.7624,0.974679,0.974679,0.400748,0.998761,1.46202,1.46202,1.46202,1.16962
3,1488.25,1,4.76819,13.8485,16.8987,49.9578,0.95,0.95,0.53485,0.998761,1.425,1.425,1.425,1.14
4,1474.42,1,4.25089,19.572,15.7704,47.4844,0.925945,0.925945,0.52506,0.998761,1.38892,1.38892,1.38892,1.11113
5,1457.1,1,4.07596,17.5699,19.105,55.0397,0.9025,0.9025,0.562243,0.998761,1.35375,1.35375,1.35375,1.083
6,1451.14,1,4.13408,17.358,23.1692,64.5204,0.879648,0.879648,0.860032,0.998761,1.31947,1.42406,1.31947,1.05558
7,1442.27,1,4.22523,17.0961,24.851,68.0003,0.857375,0.857375,0.993778,0.998761,1.28606,1.388,1.28606,1.02885
8,1420.02,1,4.61108,17.5912,19.1579,54.5953,0.835666,0.835666,0.855674,0.998761,1.2535,1.35286,1.2535,1.0028
9,1407.34,1,4.76252,14.2634,21.0266,58.873,0.814506,0.814506,0.86679,0.998761,1.22176,1.3186,1.22176,0.977407
10,1394.85,1,5.02505,15.5123,20.8425,58.4785,0.793882,0.793882,0.731072,0.998761,1.19082,1.28522,1.19082,0.952659
11,1395.8,1,5.07322,12.4991,24.4379,65.8618,0.773781,0.773781,0.772703,0.998761,1.16067,1.29138,1.16067,0.928537
12,1372.18,1,4.72942,11.0156,22.9706,62.9413,0.754188,0.754188,0.74867,0.998761,1.13128,1.25868,1.13128,0.905026
13,1365.75,1,4.65666,15.5324,21.6969,59.6274,0.735092,0.735092,1.15862,0.998761,1.10264,1.22681,1.10264,0.88211
14,1360.27,1,4.55329,13.3618,19.8511,55.2142,0.716479,0.716479,0.85151,0.998761,1.07472,1.30465,1.07472,0.859775
15,1343.86,1,4.95459,16.9978,18.9741,53.1894,0.698337,0.698337,0.530812,0.998761,1.04751,1.27161,1.04751,0.838005
16,1335.13,1,5.04409,19.0155,17.6027,50.0177,0.680655,0.680655,0.582395,0.998761,1.02098,1.29308,1.02098,0.816786
17,1317.5,1,5.05755,19.2704,17.3804,49.8361,0.66342,0.66342,0.503161,0.998761,0.995131,1.28042,0.995131,0.796105
18,1309.85,1,5.16203,22.5327,19.6813,54.8758,0.646622,0.646622,0.506585,0.998761,0.969933,1.248,0.969933,0.775947
19,1293.84,1,5.10876,21.1611,18.1875,51.1321,0.630249,0.630249,0.634424,0.998761,0.945374,1.35574,0.945374,0.756299
20,1278.03,1,5.51831,19.5045,16.6465,47.5516,0.614291,0.614291,0.52712,0.998761,0.921437,1.32142,0.921437,0.737149
21,1269.66,1,5.51884,22.1732,14.5568,43.0661,0.598737,0.598737,0.354185,0.998761,0.898105,1.28796,0.898105,0.718484
22,1262.29,1,5.18995,16.6494,15.8258,46.3037,0.583577,0.583577,0.338924,0.998761,0.875365,1.25535,0.875365,0.700292
23,1254.63,1,5.00645,15.6512,17.0084,49.5978,0.5688,0.5688,0.560429,0.998761,0.8532,1.22356,0.8532,0.68256
24,1243.53,1,5.41025,13.5819,17.9212,51.3953,0.554398,0.554398,0.67489,0.998761,0.831597,1.19258,0.831597,0.665277
25,1234.26,1,5.35286,11.0009,18.0456,51.9225,0.54036,0.54036,0.693587,0.998761,0.81054,1.16238,0.81054,0.648432
26,1218.64,1,5.42125,12.541,18.4869,53.0582,0.526678,0.526678,0.462815,0.998761,0.790017,1.13295,0.790017,0.632013
