simulations,OFV
500,951.429
1000,948.953
1500,947.939
2000,948.035
2500,948.874
3000,948.987
3500,948.703
4000,948.986
4500,949.337
5000,949.24
5500,949.209
6000,949.103
6500,948.998
7000,948.616
7500,948.608
8000,948.82
8500,949.039
9000,948.816
9500,948.376
10000,948.209
10500,948.08
11000,948.175
11500,948.189
12000,948.245
12500,948.29
13000,947.969
13500,947.937
14000,947.859
14500,947.768
15000,947.851
15500,947.643
16000,947.779
16500,947.739
17000,947.748
17500,947.909
18000,947.882
18500,948.054
19000,947.912
19500,947.797
20000,947.598
20500,947.648
21000,947.375
21500,947.448
22000,947.579
22500,947.487
23000,947.355
23500,947.356
24000,947.404
24500,947.176
25000,947.241
25500,947.275
26000,947.203
26500,947.094
27000,946.988
27500,947.015
28000,947.112
28500,947.147
29000,947.243
29500,947.313
30000,947.375
