simulations,OFV
500,1498.84
1000,1499.62
1500,1498.99
2000,1498.29
2500,1499.64
3000,1499.9
3500,1499.3
4000,1499.4
4500,1499.76
5000,1499.57
5500,1499.62
6000,1499.86
6500,1499.56
7000,1499.36
7500,1499.73
8000,1499.87
8500,1500.22
9000,1500.14
9500,1499.97
10000,1499.62
10500,1499.6
11000,1499.82
11500,1499.76
12000,1499.09
12500,1498.5
13000,1498.57
13500,1498.68
14000,1498.75
14500,1498.84
15000,1498.97
15500,1498.9
16000,1499.06
16500,1498.98
17000,1499.08
17500,1499.2
18000,1499.08
18500,1499.27
19000,1499.07
19500,1499.02
20000,1498.92
20500,1498.94
21000,1498.61
21500,1498.69
22000,1498.79
22500,1498.56
23000,1498.56
23500,1498.6
24000,1498.65
24500,1498.5
25000,1498.61
25500,1498.69
26000,1498.52
26500,1498.38
27000,1498.34
27500,1498.36
28000,1498.46
28500,1498.46
29000,1498.57
29500,1498.68
30000,1498.77
