parameter,value,se_lin,rse_lin
Cl_pop,5.24822041673412,0.286854714022337,5.46575203106354
beta_Cl_logtCLCRMLMIN,0.589631711621125,0.235071005435837,39.8674292448648
V1_pop,22.1369351088444,1.97229294423097,8.90951224518419
Q_pop,5.03037982257582,1.12967133322386,22.4569788578194
V2_pop,13.4482422024305,1.62628980024045,12.0929544230437
omega_Cl,0.199750915522239,0.0388277820404119,19.4380996647242
omega_V1,0.2771881270511,0.0620256086968632,22.3767191462095
omega_Q,0.198717473079447,0.503484496007001,253.366997981959
omega_V2,0.208552029368314,0.163403350321468,78.3513595223229
corr_V2_V1,0.999,0.631814686621349,63.2447133755104
a1,0.291515834665242,0.021559870748248,7.39578032630921
a2,0.0902747292987478,0.00839009882355217,9.29396176396902
