parameter,value,se_lin,rse_lin
Cl_pop,5.16414523422015,0.350179624409633,6.7809793978909
V1_pop,20.6213589808523,1.63625179437396,7.93474278728808
Q_pop,6.08021434601689,1.10912707016396,18.2415784550513
V2_pop,24.631167797481,3.91726916034239,15.9037086367582
omega_Cl,0.252087976426579,0.0481874017174994,19.1153114085685
omega_V1,0.271942880708331,0.0599523814952978,22.045946317528
omega_Q,0.601217848786321,0.14316785855071,23.8129754197623
omega_V2,0.395773565315107,0.15220256068303,38.4569799556597
corr_V2_V1,0.999,0.160645145594895,16.0805951546442
a1,0.302300623568827,0.0221806167974744,7.33727126845453
a2,0.0638524170050332,0.00636435027165122,9.96728169451995
