Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
2.61953,0.209565,11.4104,0.0407127,2.09732,0.132135,15.9032,0.0277422,All
2.98878,0,13.8813,0.0532397,3.15143,0.0440451,29.0129,0.0253812,All
3.35802,0.146695,16.3521,0.0313175,4.20555,0.110113,42.1225,0.00885389,All
3.72727,0.0628694,18.823,0.0344492,5.25966,0.198203,55.2322,0.00708312,All
4.09652,0.0419129,21.2938,0.0657667,6.31378,0.110113,68.3418,0.00472208,All
4.46576,0.230521,23.7647,0.106479,7.36789,0.146817,81.4515,0.00413182,All
4.83501,0.377216,26.2356,0.0563715,8.42201,0.117454,94.5611,0.00413182,All
5.20426,0.419129,28.7064,0.0187905,9.47612,0.0807493,107.671,0,All
5.5735,0.481998,31.1773,0.0062635,10.5302,0.0220225,120.78,0,All
5.94275,0.29339,33.6481,0.0062635,11.5843,0.0440451,133.89,0,All
6.312,0.523911,36.119,0.00939525,12.6385,0.0146817,147,0,All
6.68124,0.146695,38.5898,0.00939525,13.6926,0.00734085,160.109,0.00059026,All
