iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1237.4,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1217.28,1,10.7677,12.8022,42.8684,95.0925,0.95,0.95,0.285,0.285,0.929775,0.974679,1.0969,0.974679,0.974679,0.974679
3,1205.89,1,10.1592,13.7525,41.8336,90.7431,0.9025,0.9025,0.27075,0.27075,0.938679,0.95,1.09959,0.95,1.097,0.95
4,1186.7,1,10.175,12.9949,44.38,83.4596,0.857375,0.857375,0.257212,0.257212,0.928455,0.925945,1.07174,0.925945,1.2321,0.925945
5,1160.65,1,10.1383,11.0873,45.8195,84.8695,0.814506,0.814506,0.244352,0.244352,0.90438,0.9025,1.04461,0.9025,1.20091,0.9025
6,1136.51,1,10.3955,12.1003,42.7002,85.136,0.773781,0.773781,0.232134,0.232134,0.901211,0.879648,1.01816,0.879648,1.1705,0.879648
7,1127.59,1,10.3676,10.9719,46.3451,76.9198,0.735092,0.735092,0.220528,0.220528,0.935292,0.857375,0.992376,0.857375,1.14086,0.857375
8,1100.92,1,10.3066,11.7032,48.2111,72.8172,0.698337,0.698337,0.209501,0.209501,0.948129,0.835666,0.967248,0.835666,1.11197,0.835666
9,1083.78,1,10.351,11.4125,47.1451,85.4091,0.66342,0.66342,0.199026,0.199026,0.940572,0.814506,0.942757,0.814506,1.19119,0.814506
10,1059.43,1,10.3958,10.3112,47.503,87.0567,0.630249,0.630249,0.189075,0.189075,0.970715,0.793882,0.918886,0.793882,1.18588,0.793882
11,1052.19,1,10.279,10.2953,47.2585,91.7488,0.598737,0.598737,0.179621,0.179621,0.954498,0.773781,0.934894,0.773781,1.15586,0.773781
12,1038.2,1,10.2133,10.053,47.4397,79.0099,0.5688,0.5688,0.17064,0.17064,0.967136,0.754188,0.9222,0.754188,1.22902,0.754188
13,1012.1,1,10.3266,11.3855,47.163,91.4771,0.54036,0.54036,0.162108,0.162108,0.956645,0.735092,0.89885,0.735092,1.1979,0.735092
14,997.864,1,10.3238,10.8384,46.9115,90.5303,0.513342,0.513342,0.154003,0.154003,0.956,0.716479,0.87609,0.716479,1.16757,0.716479
15,974.868,1,10.3428,11.6913,47.9583,104.861,0.487675,0.487675,0.146302,0.146302,0.956734,0.698337,0.853907,0.698337,1.13801,0.698337
16,968.038,1,10.2134,11.3649,47.9157,104.659,0.463291,0.463291,0.138987,0.138987,0.961153,0.680655,0.832286,0.680655,1.10919,0.680655
17,940.213,1,10.1096,12.0323,47.5353,105.895,0.440127,0.440127,0.132038,0.132038,0.958973,0.66342,0.811212,0.66342,1.0811,0.66342
18,929.674,1,10.1566,11.7485,48.816,107.533,0.41812,0.41812,0.125436,0.125436,0.967127,0.646622,0.790672,0.646622,1.08872,0.646622
19,910.982,1,10.2017,11.5912,48.6723,103.541,0.397214,0.397214,0.119164,0.119164,0.964972,0.630249,0.770651,0.630249,1.10644,0.630249
20,904.472,1,10.2098,11.4809,48.7185,95.7736,0.377354,0.377354,0.113206,0.113206,0.966901,0.614291,0.751138,0.614291,1.10108,0.614291
21,897.142,1,10.2464,11.4629,48.1726,94.3227,0.358486,0.456541,0.107546,0.102125,0.971934,0.598737,0.732119,0.598737,1.10336,0.598737
22,882.792,1,10.1732,11.3255,46.8227,98.8211,0.340562,0.409419,0.102168,0.101944,0.967135,0.583577,0.713581,0.583577,1.07542,0.583577
23,871.992,1,10.0063,11.5467,47.6655,103.007,0.323534,0.414058,0.0970601,0.0994735,0.95458,0.5688,0.695513,0.5688,1.17846,0.5688
24,864.416,1,10.0144,11.4326,47.0203,101.728,0.307357,0.440332,0.0922071,0.0973712,0.95238,0.554398,0.677902,0.554398,1.14862,0.554398
