simulations,OFV
500,939.671
1000,940.8
1500,940.373
2000,939.073
2500,940.348
3000,940.245
3500,940.227
4000,940.517
4500,940.854
5000,940.387
5500,940.45
6000,940.733
6500,940.491
7000,940.355
7500,940.596
8000,940.76
8500,941.084
9000,940.958
9500,940.913
10000,940.409
10500,940.175
11000,940.301
11500,940.319
12000,939.699
12500,939.288
13000,939.269
13500,939.311
14000,939.422
14500,939.269
15000,939.282
15500,939.359
16000,939.474
16500,939.365
17000,939.508
17500,939.616
18000,939.589
18500,939.66
19000,939.7
19500,939.735
20000,939.637
20500,939.58
21000,939.482
21500,939.487
22000,939.581
22500,939.616
23000,939.607
23500,939.513
24000,939.573
24500,939.588
25000,939.65
25500,939.613
26000,939.548
26500,939.575
27000,939.59
27500,939.634
28000,939.628
28500,939.587
29000,939.672
29500,939.726
30000,939.781
