iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,772.425,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,769.945,1,4.88491,1.43795,21.8237,5.69125,27.9265,1.46202,1.46202,0.974679,0.62,0.285
3,755.412,1,5.23034,1.94823,23.0713,6.8635,29.0174,1.425,1.425,1.04189,0.62,0.27075
4,743.936,1,5.18819,1.70408,20.3458,7.52115,28.2919,1.38892,1.38892,1.01551,0.62,0.257212
5,728.401,1,4.76367,2.54223,15.7661,7.36068,28.8224,1.35375,1.35375,0.989799,0.62,0.244352
6,716.054,1,5.20699,2.16603,15.4404,8.85148,27.7416,1.31947,1.31947,0.981548,0.62,0.232134
7,711.396,1,4.78459,2.24416,11.3584,9.74277,31.6427,1.28606,1.28606,0.956695,0.62,0.220528
8,703.654,1,5.10306,1.50668,9.87582,10.836,32.4338,1.2535,1.2535,0.932471,0.62,0.209501
9,695.683,1,4.96024,1.63469,10.0774,12.533,31.3696,1.22176,1.22176,0.90886,0.62,0.199026
10,683.442,1,4.9998,1.47846,10.7597,13.2934,28.3797,1.19082,1.19082,0.885847,0.62,0.189075
11,670.062,1,4.74125,2.00223,9.39036,12.3636,28.8674,1.16067,1.16067,0.863417,0.62,0.179621
12,654.273,1,4.83928,1.86518,10.3514,10.8666,27.6045,1.13128,1.13128,0.841555,0.62,0.17064
13,644.921,1,4.89994,1.55069,9.93861,13.0399,23.6795,1.10264,1.10264,0.820246,0.62,0.162108
14,634.5,1,4.88869,1.69419,10.1195,12.3298,23.4945,1.07472,1.07472,0.799477,0.62,0.154003
15,617.365,1,4.9288,1.34487,9.52016,11.5301,22.0995,1.04751,1.04751,0.779234,0.62,0.146302
16,610.906,1,4.91109,1.33585,9.77741,14.1647,21.8232,1.02098,1.02098,0.759503,0.62,0.138987
17,594.031,1,4.81492,1.51137,8.86932,14.6438,22.4711,0.995131,0.995131,0.740272,0.62,0.132038
18,586.749,1,4.9484,1.61637,9.04904,13.7362,23.2436,0.969933,0.969933,0.721528,0.62,0.125436
19,584.314,1,4.83441,1.57884,8.31172,13.7481,22.5717,0.945374,0.945374,0.703258,0.62,0.119164
20,567.49,1,4.81393,1.63676,8.58605,13.0144,21.6194,0.921437,0.921437,0.685452,0.62,0.113206
21,562.446,1,4.76368,1.76394,7.56242,12.9254,22.0248,0.898105,0.898105,0.668096,0.62,0.107546
22,553.572,1,4.705,1.82248,7.88468,13.6828,21.4054,0.875365,0.875365,0.653354,0.62,0.102168
23,539.173,1,4.69368,1.69178,7.59562,13.5888,21.0625,0.8532,0.8532,0.640612,0.62,0.0970601
24,529.125,1,4.93452,1.14469,7.41437,13.7253,20.8322,0.831597,0.831597,0.624392,0.62,0.0922071
25,519.766,1,4.82873,1.20209,7.13727,13.8378,20.9217,0.81054,0.81054,0.608582,0.62,0.0875967
