simulations, -2LL
1000,597.346
2000,596.522
3000,596.421
4000,596.352
5000,596.422
6000,596.237
7000,596.405
8000,596.386
9000,595.457
10000,595.434
11000,595.525
12000,595.616
13000,595.752
14000,595.824
15000,595.888
16000,595.98
17000,596.084
18000,596.15
19000,596.228
20000,596.219
21000,596.217
22000,596.29
23000,596.308
24000,596.3
25000,596.299
26000,596.181
27000,596.205
28000,596.17
29000,596.195
30000,596.206
