Cl_vs_Q2_abscissa,Cl_vs_Q2_spline,Cl_vs_Q2_regression,Cl_vs_Q3_abscissa,Cl_vs_Q3_spline,Cl_vs_Q3_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_V3_abscissa,Cl_vs_V3_spline,Cl_vs_V3_regression,Q2_vs_Cl_abscissa,Q2_vs_Cl_spline,Q2_vs_Cl_regression,Q2_vs_Q3_abscissa,Q2_vs_Q3_spline,Q2_vs_Q3_regression,Q2_vs_V1_abscissa,Q2_vs_V1_spline,Q2_vs_V1_regression,Q2_vs_V2_abscissa,Q2_vs_V2_spline,Q2_vs_V2_regression,Q2_vs_V3_abscissa,Q2_vs_V3_spline,Q2_vs_V3_regression,Q3_vs_Cl_abscissa,Q3_vs_Cl_spline,Q3_vs_Cl_regression,Q3_vs_Q2_abscissa,Q3_vs_Q2_spline,Q3_vs_Q2_regression,Q3_vs_V1_abscissa,Q3_vs_V1_spline,Q3_vs_V1_regression,Q3_vs_V2_abscissa,Q3_vs_V2_spline,Q3_vs_V2_regression,Q3_vs_V3_abscissa,Q3_vs_V3_spline,Q3_vs_V3_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q2_abscissa,V1_vs_Q2_spline,V1_vs_Q2_regression,V1_vs_Q3_abscissa,V1_vs_Q3_spline,V1_vs_Q3_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_V3_abscissa,V1_vs_V3_spline,V1_vs_V3_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q2_abscissa,V2_vs_Q2_spline,V2_vs_Q2_regression,V2_vs_Q3_abscissa,V2_vs_Q3_spline,V2_vs_Q3_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_V3_abscissa,V2_vs_V3_spline,V2_vs_V3_regression,V3_vs_Cl_abscissa,V3_vs_Cl_spline,V3_vs_Cl_regression,V3_vs_Q2_abscissa,V3_vs_Q2_spline,V3_vs_Q2_regression,V3_vs_Q3_abscissa,V3_vs_Q3_spline,V3_vs_Q3_regression,V3_vs_V1_abscissa,V3_vs_V1_spline,V3_vs_V1_regression,V3_vs_V2_abscissa,V3_vs_V2_spline,V3_vs_V2_regression
-1.95743,0.0912429,-0.024109,-12.0269,0.0554803,-0.0480523,-0.165412,-0.145985,-0.209118,-1.20172,-0.181457,-0.0405323,-15.2294,0.0675567,0.0905817,-0.663334,-0.0303053,-0.186849,-12.0269,-0.0516607,-0.0499041,-0.165412,0.398384,0.220025,-1.20172,-0.425733,-0.188401,-15.2294,0.196575,0.0849734,-0.663334,-3.03023,-1.86279,-1.95743,0.769926,-0.138502,-0.165412,1.47231,0.393716,-1.20172,-3.15886,0.168837,-15.2294,-0.505498,1.81844,-0.663334,-0.085833,-0.0883235,-1.95743,0.0363199,0.0146857,-12.0269,0.0269682,-0.000329719,-1.20172,-0.0413703,-0.0384384,-15.2294,0.00720129,0.0158429,-0.663334,-0.263228,-0.203043,-1.95743,-0.111987,-0.177997,-12.0269,-0.0249816,-0.119658,-0.165412,-0.302886,-0.263342,-15.2294,-0.0464132,-0.133953,-0.663334,1.98842,2.57855,-1.95743,-2.50766,0.755635,-12.0269,2.71796,1.72127,-0.165412,1.58266,1.69686,-1.20172,-3.1839,-0.0900357
-1.91231,0.0870531,-0.0232897,-11.6996,0.0485046,-0.0464545,-0.161464,-0.158075,-0.203741,-1.17633,-0.177089,-0.0393155,-14.8525,0.0657939,0.0886338,-0.651692,-0.0356233,-0.183864,-11.6996,-0.0450171,-0.0489334,-0.161464,0.361026,0.214314,-1.17633,-0.39737,-0.184296,-14.8525,0.174,0.0825472,-0.651692,-2.91352,-1.82881,-1.91231,0.830058,-0.132837,-0.161464,1.48327,0.386682,-1.17633,-2.95042,0.167348,-14.8525,-0.269803,1.77642,-0.651692,-0.0851801,-0.0868623,-1.91231,0.0360244,0.0142598,-11.6996,0.0244339,-0.000419612,-1.17633,-0.0410051,-0.0376202,-14.8525,0.00729756,0.0153644,-0.651692,-0.277817,-0.201655,-1.91231,-0.0869499,-0.176711,-11.6996,-0.046342,-0.119738,-0.161464,-0.288146,-0.259907,-14.8525,-0.0436353,-0.133675,-0.651692,2.0319,2.53636,-1.91231,-2.60502,0.741211,-11.6996,2.9213,1.67847,-0.161464,1.36239,1.65871,-1.17633,-2.98182,-0.0847572
-1.86719,0.082058,-0.0224703,-11.3724,0.0413709,-0.0448568,-0.157516,-0.170513,-0.198363,-1.15094,-0.172721,-0.0380986,-14.4755,0.0640311,0.0866859,-0.64005,-0.0458634,-0.180879,-11.3724,-0.0394359,-0.0479628,-0.157516,0.322483,0.208603,-1.15094,-0.369008,-0.18019,-14.4755,0.151425,0.0801211,-0.64005,-2.77825,-1.79484,-1.86719,0.874528,-0.127171,-0.157516,1.46339,0.379647,-1.15094,-2.74199,0.165859,-14.4755,-0.0341077,1.7344,-0.64005,-0.0844859,-0.0854011,-1.86719,0.0355898,0.0138338,-11.3724,0.0218858,-0.000509506,-1.15094,-0.04064,-0.036802,-14.4755,0.00739382,0.0148859,-0.64005,-0.287975,-0.200267,-1.86719,-0.0632341,-0.175426,-11.3724,-0.0674298,-0.119818,-0.157516,-0.272703,-0.256472,-14.4755,-0.0408574,-0.133397,-0.64005,2.03908,2.49417,-1.86719,-2.63805,0.726787,-11.3724,3.02573,1.63566,-0.157516,1.201,1.62057,-1.15094,-2.77974,-0.0794788
-1.82207,0.075262,-0.0216509,-11.0452,0.0341374,-0.043259,-0.153567,-0.18299,-0.192985,-1.12555,-0.168354,-0.0368818,-14.0986,0.0622683,0.084738,-0.628408,-0.0563014,-0.177894,-11.0452,-0.0362095,-0.0469921,-0.153567,0.283768,0.202892,-1.12555,-0.340645,-0.176085,-14.0986,0.12885,0.0776949,-0.628408,-2.64224,-1.76087,-1.82207,0.881209,-0.121506,-0.153567,1.43846,0.372613,-1.12555,-2.53355,0.164369,-14.0986,0.201587,1.69237,-0.628408,-0.08379,-0.0839399,-1.82207,0.0347986,0.0134078,-11.0452,0.0193719,-0.000599399,-1.12555,-0.0402749,-0.0359837,-14.0986,0.00749008,0.0144073,-0.628408,-0.297954,-0.198879,-1.82207,-0.0433883,-0.17414,-11.0452,-0.0864531,-0.119898,-0.153567,-0.25716,-0.253037,-14.0986,-0.0380795,-0.133119,-0.628408,2.0448,2.45199,-1.82207,-2.52448,0.712362,-11.0452,2.99006,1.59286,-0.153567,1.04925,1.58243,-1.12555,-2.57766,-0.0742003
-1.77695,0.0676285,-0.0208316,-10.7179,0.0268212,-0.0416613,-0.149619,-0.195308,-0.187607,-1.10016,-0.163986,-0.035665,-13.7217,0.0605055,0.0827901,-0.616766,-0.0686024,-0.17491,-10.7179,-0.0349345,-0.0460215,-0.149619,0.244664,0.197182,-1.10016,-0.312282,-0.17198,-13.7217,0.106275,0.0752688,-0.616766,-2.49966,-1.7269,-1.77695,0.870314,-0.11584,-0.149619,1.38906,0.365578,-1.10016,-2.32511,0.16288,-13.7217,0.437283,1.65035,-0.616766,-0.0830756,-0.0824786,-1.77695,0.0338416,0.0129819,-10.7179,0.0168864,-0.000689292,-1.10016,-0.0399097,-0.0351655,-13.7217,0.00758635,0.0139288,-0.616766,-0.306129,-0.197491,-1.77695,-0.0253425,-0.172854,-10.7179,-0.103766,-0.119978,-0.149619,-0.241433,-0.249601,-13.7217,-0.0353016,-0.132841,-0.616766,2.03651,2.4098,-1.77695,-2.34272,0.697938,-10.7179,2.83829,1.55006,-0.149619,0.944051,1.54429,-1.10016,-2.37557,-0.0689218
-1.73183,0.0599949,-0.0200122,-10.3907,0.0195049,-0.0400635,-0.14567,-0.207267,-0.18223,-1.07478,-0.159618,-0.0344482,-13.3448,0.0587426,0.0808422,-0.605124,-0.0846068,-0.171925,-10.3907,-0.0336594,-0.0450509,-0.14567,0.205679,0.191471,-1.07478,-0.28392,-0.167875,-13.3448,0.0837003,0.0728426,-0.605124,-2.34489,-1.69292,-1.73183,0.859418,-0.110174,-0.14567,1.32566,0.358544,-1.07478,-2.11667,0.161391,-13.3448,0.672978,1.60832,-0.605124,-0.0823193,-0.0810174,-1.73183,0.0328847,0.0125559,-10.3907,0.0144009,-0.000779185,-1.07478,-0.0395446,-0.0343473,-13.3448,0.00768261,0.0134502,-0.605124,-0.310482,-0.196103,-1.73183,-0.0072966,-0.171569,-10.3907,-0.121078,-0.120058,-0.14567,-0.225833,-0.246166,-13.3448,-0.0325238,-0.132563,-0.605124,1.99986,2.36761,-1.73183,-2.16097,0.683514,-10.3907,2.68651,1.50725,-0.14567,0.865388,1.50614,-1.07478,-2.17349,-0.0636433
-1.68671,0.0507173,-0.0191929,-10.0635,0.0121887,-0.0384658,-0.141722,-0.218291,-0.176852,-1.04939,-0.155251,-0.0332314,-12.9678,0.0552372,0.0788943,-0.593482,-0.101457,-0.16894,-10.0635,-0.0323844,-0.0440802,-0.141722,0.167465,0.18576,-1.04939,-0.255557,-0.163769,-12.9678,0.0556794,0.0704164,-0.593482,-2.18754,-1.65895,-1.68671,0.808269,-0.104509,-0.141722,1.24502,0.351509,-1.04939,-1.90824,0.159902,-12.9678,0.790007,1.5663,-0.593482,-0.0815522,-0.0795562,-1.68671,0.0315079,0.0121299,-10.0635,0.0119153,-0.000869078,-1.04939,-0.0391795,-0.0335291,-12.9678,0.00974597,0.0129717,-0.593482,-0.313907,-0.194715,-1.68671,0.00531261,-0.170283,-10.0635,-0.138391,-0.120138,-0.141722,-0.210814,-0.242731,-12.9678,-0.0392161,-0.132285,-0.593482,1.95662,2.32543,-1.68671,-1.8397,0.66909,-10.0635,2.53474,1.46445,-0.141722,0.819235,1.468,-1.04939,-1.97141,-0.0583648
-1.64159,0.0410994,-0.0183735,-9.73622,0.00487249,-0.036868,-0.137773,-0.229198,-0.171474,-1.024,-0.150883,-0.0320146,-12.5909,0.0516839,0.0769464,-0.58184,-0.119737,-0.165955,-9.73622,-0.0311094,-0.0431096,-0.137773,0.129352,0.18005,-1.024,-0.227194,-0.159664,-12.5909,0.0276508,0.0679903,-0.58184,-2.02679,-1.62498,-1.64159,0.748659,-0.098843,-0.137773,1.1624,0.344475,-1.024,-1.6998,0.158413,-12.5909,0.893176,1.52428,-0.58184,-0.0807608,-0.078095,-1.64159,0.0300421,0.011704,-9.73622,0.00942982,-0.000958972,-1.024,-0.0388143,-0.0327109,-12.5909,0.0119872,0.0124932,-0.58184,-0.315496,-0.193327,-1.64159,0.016754,-0.168998,-9.73622,-0.155703,-0.120218,-0.137773,-0.19587,-0.239296,-12.5909,-0.0470318,-0.132007,-0.58184,1.90167,2.28324,-1.64159,-1.48944,0.654665,-9.73622,2.38297,1.42164,-0.137773,0.776835,1.42986,-1.024,-1.76933,-0.0530863
-1.59647,0.0314333,-0.0175541,-9.40898,-0.00244373,-0.0352703,-0.133825,-0.236921,-0.166096,-0.998607,-0.146515,-0.0307978,-12.214,0.0482834,0.0749985,-0.570198,-0.139436,-0.162971,-9.40898,-0.0298343,-0.0421389,-0.133825,0.0948389,0.174339,-0.998607,-0.198832,-0.155559,-12.214,0.000440281,0.0655641,-0.570198,-1.86266,-1.59101,-1.59647,0.686198,-0.0931774,-0.133825,1.06132,0.33744,-0.998607,-1.49136,0.156923,-12.214,0.981204,1.48225,-0.570198,-0.0799453,-0.0766338,-1.59647,0.0285366,0.011278,-9.40898,0.0069443,-0.00104886,-0.998607,-0.0384492,-0.0318927,-12.214,0.0143544,0.0120146,-0.570198,-0.31526,-0.191939,-1.59647,0.0274838,-0.167712,-9.40898,-0.173015,-0.120297,-0.133825,-0.183432,-0.235861,-12.214,-0.0560975,-0.131729,-0.570198,1.83508,2.24105,-1.59647,-1.13343,0.640241,-9.40898,2.2312,1.37884,-0.133825,0.768447,1.39171,-0.998607,-1.56725,-0.0478079
-1.55135,0.0211913,-0.0167348,-9.08174,-0.00967631,-0.0336725,-0.129876,-0.24428,-0.160718,-0.973217,-0.142148,-0.029581,-11.837,0.0452024,0.0730506,-0.558556,-0.159959,-0.159986,-9.08174,-0.030227,-0.0411683,-0.129876,0.0607361,0.168628,-0.973217,-0.170469,-0.151453,-11.837,-0.0253181,0.063138,-0.558556,-1.69908,-1.55703,-1.55135,0.589739,-0.0875117,-0.129876,0.958149,0.330406,-0.973217,-1.28292,0.155434,-11.837,1.05704,1.44023,-0.558556,-0.0791005,-0.0751726,-1.55135,0.026558,0.0108521,-9.08174,0.00452298,-0.00113876,-0.973217,-0.0380841,-0.0310744,-11.837,0.0167575,0.0115361,-0.558556,-0.313278,-0.190551,-1.55135,0.0297277,-0.166427,-9.08174,-0.187966,-0.120377,-0.129876,-0.171281,-0.232426,-11.837,-0.0661918,-0.131451,-0.558556,1.76029,2.19887,-1.55135,-0.708971,0.625817,-9.08174,2.02892,1.33604,-0.129876,0.763938,1.35357,-0.973217,-1.36517,-0.0425294
-1.50623,0.0109493,-0.0159154,-8.7545,-0.0165796,-0.0320748,-0.125928,-0.251639,-0.155341,-0.947828,-0.13778,-0.0283641,-11.4601,0.042712,0.0711027,-0.546915,-0.181575,-0.157001,-8.7545,-0.0344223,-0.0401977,-0.125928,0.0266332,0.162917,-0.947828,-0.142107,-0.147348,-11.4601,-0.0485828,0.0607118,-0.546915,-1.53623,-1.52306,-1.50623,0.493279,-0.0818461,-0.125928,0.854973,0.323371,-0.947828,-1.07449,0.153945,-11.4601,1.1245,1.39821,-0.546915,-0.0782168,-0.0737114,-1.50623,0.0245794,0.0104261,-8.7545,0.00228391,-0.00122865,-0.947828,-0.037719,-0.0302562,-11.4601,0.0190618,0.0110575,-0.546915,-0.308976,-0.189162,-1.50623,0.0319717,-0.165141,-8.7545,-0.196726,-0.120457,-0.125928,-0.159129,-0.228991,-11.4601,-0.0770338,-0.131173,-0.546915,1.67458,2.15668,-1.50623,-0.284507,0.611392,-8.7545,1.75521,1.29323,-0.125928,0.75943,1.31543,-0.947828,-1.16309,-0.0372509
