Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression
-1.56511,0.0886211,0.0235781,-0.851674,-0.553379,-0.371846,-0.887632,-0.00602586,0.00410842,-0.734929,0.366963,0.111492,-0.851674,0.278071,-0.234269,-0.887632,-0.0140592,-0.0315726,-0.734929,-0.297277,-0.357179,-1.56511,0.0352551,-0.0923103,-0.887632,-0.34427,-0.255322,-0.734929,0.165572,0.017696,-1.56511,-0.00266122,-0.0183238,-0.851674,-0.139273,-0.359085
-1.53167,0.0894028,0.023026,-0.836127,-0.523113,-0.364974,-0.869023,0.00499859,0.00396671,-0.724469,0.343081,0.110294,-0.836127,0.210137,-0.229394,-0.869023,-0.0152725,-0.0303422,-0.724469,-0.312743,-0.352312,-1.53167,0.0561271,-0.0907189,-0.869023,-0.330836,-0.250361,-0.724469,0.145459,0.0175578,-1.53167,-0.000845261,-0.0177706,-0.836127,-0.144986,-0.352251
-1.49822,0.0901845,0.022474,-0.820581,-0.492846,-0.358103,-0.850414,0.016023,0.00382499,-0.714008,0.319101,0.109097,-0.820581,0.142204,-0.224518,-0.850414,-0.0164859,-0.0291118,-0.714008,-0.328094,-0.347445,-1.49822,0.0769992,-0.0891275,-0.850414,-0.317401,-0.245399,-0.714008,0.125392,0.0174195,-1.49822,0.000970696,-0.0172175,-0.820581,-0.150699,-0.345418
-1.46478,0.0883514,0.021922,-0.805034,-0.46258,-0.351231,-0.831806,0.0270475,0.00368328,-0.703548,0.292182,0.107899,-0.805034,0.0742701,-0.219642,-0.831806,-0.0176992,-0.0278814,-0.703548,-0.339917,-0.342579,-1.46478,0.0808351,-0.0875361,-0.831806,-0.303966,-0.240438,-0.703548,0.106797,0.0172813,-1.46478,0.00125037,-0.0166644,-0.805034,-0.156412,-0.338584
-1.43134,0.0863769,0.0213699,-0.789487,-0.432313,-0.34436,-0.813197,0.0380719,0.00354156,-0.693087,0.26443,0.106701,-0.789487,0.00633651,-0.214767,-0.813197,-0.0189125,-0.0266511,-0.693087,-0.350652,-0.337712,-1.43134,0.0837501,-0.0859447,-0.813197,-0.290532,-0.235476,-0.693087,0.0886786,0.0171431,-1.43134,0.00144701,-0.0161112,-0.789487,-0.162125,-0.33175
-1.39789,0.0836471,0.0208179,-0.77394,-0.402047,-0.337488,-0.794588,0.0490964,0.00339985,-0.682627,0.234769,0.105503,-0.77394,-0.061597,-0.209891,-0.794588,-0.0201258,-0.0254207,-0.682627,-0.358721,-0.332845,-1.39789,0.0820352,-0.0843533,-0.794588,-0.277097,-0.230515,-0.682627,0.071768,0.0170048,-1.39789,0.00121772,-0.0155581,-0.77394,-0.167839,-0.324916
-1.36445,0.0796651,0.0202659,-0.758394,-0.371781,-0.330616,-0.77598,0.0482572,0.00325813,-0.672166,0.204134,0.104305,-0.758394,-0.129531,-0.205015,-0.77598,-0.0171719,-0.0241903,-0.672166,-0.365242,-0.327978,-1.36445,0.0726448,-0.0827618,-0.77598,-0.27047,-0.225553,-0.672166,0.0556001,0.0168666,-1.36445,0.000282318,-0.015005,-0.758394,-0.173552,-0.318082
-1.33101,0.074671,0.0197138,-0.742847,-0.341514,-0.323745,-0.757371,0.0446181,0.00311642,-0.661706,0.172486,0.103107,-0.742847,-0.197464,-0.20014,-0.757371,-0.0132344,-0.0229599,-0.661706,-0.369918,-0.323112,-1.33101,0.0575001,-0.0811704,-0.757371,-0.26545,-0.220591,-0.661706,0.040363,0.0167283,-1.33101,-0.00119623,-0.0144518,-0.742847,-0.179265,-0.311249
-1.29756,0.06876,0.0191618,-0.7273,-0.311248,-0.316873,-0.738762,0.0409789,0.0029747,-0.651245,0.139387,0.10191,-0.7273,-0.265398,-0.195264,-0.738762,-0.00929693,-0.0217295,-0.651245,-0.371403,-0.318245,-1.29756,0.0375456,-0.079579,-0.738762,-0.26043,-0.21563,-0.651245,0.0268276,0.0165901,-1.29756,-0.00314214,-0.0138987,-0.7273,-0.184978,-0.304415
-1.26412,0.062282,0.0186098,-0.711753,-0.280982,-0.310002,-0.720153,0.0373398,0.00283299,-0.640785,0.106288,0.100712,-0.711753,-0.333331,-0.190388,-0.720153,-0.00535946,-0.0204991,-0.640785,-0.372887,-0.313378,-1.26412,0.0150373,-0.0779876,-0.720153,-0.25541,-0.210668,-0.640785,0.0132921,0.0164518,-1.26412,-0.00535128,-0.0133455,-0.711753,-0.190691,-0.297581
-1.23068,0.0553215,0.0180578,-0.696207,-0.250715,-0.30313,-0.701545,0.0302268,0.00269127,-0.630324,0.0731889,0.099514,-0.696207,-0.401265,-0.185513,-0.701545,-0.00046952,-0.0192688,-0.630324,-0.374372,-0.308512,-1.23068,-0.00964385,-0.0763962,-0.701545,-0.25228,-0.205707,-0.630324,-0.000243278,0.0163136,-1.23068,-0.00778438,-0.0127924,-0.696207,-0.196404,-0.290747
-1.19723,0.0479696,0.0175057,-0.68066,-0.220449,-0.296259,-0.682936,0.0197948,0.00254956,-0.619864,0.041715,0.0983161,-0.68066,-0.469198,-0.180637,-0.682936,0.00533044,-0.0180384,-0.619864,-0.370032,-0.303645,-1.19723,-0.0356758,-0.0748048,-0.682936,-0.250957,-0.200745,-0.619864,-0.00936115,0.0161754,-1.19723,-0.0103739,-0.0122393,-0.68066,-0.202117,-0.283913
-1.16379,0.0397141,0.0169537,-0.665113,-0.190183,-0.289387,-0.664327,0.00936279,0.00240784,-0.609403,0.0112107,0.0971183,-0.665113,-0.537132,-0.175761,-0.664327,0.0111304,-0.016808,-0.609403,-0.362217,-0.298778,-1.16379,-0.0627759,-0.0732134,-0.664327,-0.249633,-0.195784,-0.609403,-0.0158436,0.0160371,-1.16379,-0.013199,-0.0116861,-0.665113,-0.20783,-0.27708
-1.13034,0.0314587,0.0164017,-0.649566,-0.1616,-0.282515,-0.645718,-0.00106921,0.00226613,-0.598943,-0.0192936,0.0959205,-0.649566,-0.59623,-0.170886,-0.645718,0.0169304,-0.0155776,-0.598943,-0.354402,-0.293912,-1.13034,-0.0898761,-0.071622,-0.645718,-0.24831,-0.190822,-0.598943,-0.0223261,0.0158989,-1.13034,-0.016024,-0.011133,-0.649566,-0.212897,-0.270246
-1.0969,0.0232032,0.0158496,-0.63402,-0.148477,-0.275644,-0.62711,-0.0115012,0.00212441,-0.588482,-0.049798,0.0947227,-0.63402,-0.574212,-0.16601,-0.62711,0.0227303,-0.0143472,-0.588482,-0.346587,-0.289045,-1.0969,-0.116976,-0.0700306,-0.62711,-0.246987,-0.185861,-0.588482,-0.0288086,0.0157606,-1.0969,-0.0188491,-0.0105799,-0.63402,-0.212028,-0.263412
-1.06346,0.0148461,0.0152976,-0.618473,-0.135354,-0.268772,-0.608501,-0.0225623,0.0019827,-0.578022,-0.0803023,0.0935248,-0.618473,-0.552194,-0.161134,-0.608501,0.0279643,-0.0131169,-0.578022,-0.338772,-0.284178,-1.06346,-0.143117,-0.0684392,-0.608501,-0.245721,-0.180899,-0.578022,-0.0352911,0.0156224,-1.06346,-0.0216344,-0.0100267,-0.618473,-0.211158,-0.256578
-1.03001,0.00624192,0.0147456,-0.602926,-0.122878,-0.261901,-0.589892,-0.0335881,0.00184098,-0.567561,-0.110807,0.092327,-0.602926,-0.528084,-0.156259,-0.589892,0.0330577,-0.0118865,-0.567561,-0.330957,-0.279312,-1.03001,-0.166743,-0.0668478,-0.589892,-0.244387,-0.175937,-0.567561,-0.0417736,0.0154842,-1.03001,-0.0243121,-0.0094736,-0.602926,-0.210109,-0.249744
-0.99657,-0.00231507,0.0141936,-0.587379,-0.114625,-0.255029,-0.571283,-0.0446139,0.00169927,-0.5571,-0.141311,0.0911292,-0.587379,-0.491532,-0.151383,-0.571283,0.038151,-0.0106561,-0.5571,-0.323142,-0.274445,-0.99657,-0.187074,-0.0652564,-0.571283,-0.243052,-0.170976,-0.5571,-0.0482561,0.0153459,-0.99657,-0.026779,-0.00892047,-0.587379,-0.207946,-0.242911
-0.963126,-0.0107343,0.0136415,-0.571833,-0.107035,-0.248158,-0.552675,-0.0549347,0.00155755,-0.54664,-0.171815,0.0899313,-0.571833,-0.453539,-0.146507,-0.552675,0.0427496,-0.0094257,-0.54664,-0.315327,-0.269578,-0.963126,-0.203677,-0.063665,-0.552675,-0.241218,-0.166014,-0.54664,-0.0547386,0.0152077,-0.963126,-0.0289913,-0.00836733,-0.571833,-0.205634,-0.236077
-0.929682,-0.0189101,0.0130895,-0.556286,-0.102122,-0.241286,-0.534066,-0.0635734,0.00141584,-0.536179,-0.20232,0.0887335,-0.556286,-0.410287,-0.141632,-0.534066,0.046233,-0.00819532,-0.536179,-0.307511,-0.264711,-0.929682,-0.215464,-0.0620736,-0.534066,-0.238217,-0.161053,-0.536179,-0.0612211,0.0150694,-0.929682,-0.0308627,-0.0078142,-0.556286,-0.202754,-0.229243
