Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression
-0.978963,0.625799,0.545314,-0.6014,0.100911,0.0944379,-1.57831,0.304338,0.200974,-0.6014,-0.479344,-0.594182,-1.57831,0.0510019,0.0250074,-0.978963,-0.116118,-0.342661
-0.960402,0.492754,0.535181,-0.589133,0.124631,0.0925388,-1.5472,0.278496,0.197398,-0.589133,-0.4583,-0.581811,-1.5472,0.0465138,0.0246551,-0.960402,-0.133558,-0.336159
-0.941842,0.359709,0.525048,-0.576866,0.148351,0.0906396,-1.51609,0.256154,0.193822,-0.576866,-0.437257,-0.56944,-1.51609,0.0426118,0.0243028,-0.941842,-0.150997,-0.329656
-0.923281,0.226664,0.514916,-0.564599,0.172072,0.0887404,-1.48499,0.238183,0.190246,-0.564599,-0.416213,-0.557069,-1.48499,0.0394539,0.0239505,-0.923281,-0.168437,-0.323154
-0.90472,0.0936186,0.504783,-0.552332,0.193997,0.0868413,-1.45388,0.220211,0.186669,-0.552332,-0.395798,-0.544698,-1.45388,0.0362961,0.0235982,-0.90472,-0.185876,-0.316652
-0.886159,-0.0394264,0.49465,-0.540065,0.197077,0.0849421,-1.42277,0.20224,0.183093,-0.540065,-0.381984,-0.532327,-1.42277,0.0331382,0.0232458,-0.886159,-0.203316,-0.310149
-0.867599,-0.133346,0.484517,-0.527798,0.200158,0.083043,-1.39167,0.185305,0.179517,-0.527798,-0.36817,-0.519956,-1.39167,0.0301682,0.0228935,-0.867599,-0.214482,-0.303647
-0.849038,-0.186722,0.474384,-0.515531,0.203238,0.0811438,-1.36056,0.173097,0.175941,-0.515531,-0.354355,-0.507586,-1.36056,0.0280555,0.0225412,-0.849038,-0.219147,-0.297144
-0.830477,-0.240098,0.464251,-0.503264,0.206318,0.0792447,-1.32945,0.162924,0.172365,-0.503264,-0.340541,-0.495215,-1.32945,0.0263539,0.0221889,-0.830477,-0.223813,-0.290642
-0.811917,-0.27191,0.454119,-0.490996,0.205105,0.0773455,-1.29835,0.153647,0.168788,-0.490996,-0.328366,-0.482844,-1.29835,0.0248333,0.0218366,-0.811917,-0.225171,-0.28414
-0.793356,-0.269725,0.443986,-0.478729,0.19472,0.0754463,-1.26724,0.145185,0.165212,-0.478729,-0.319754,-0.470473,-1.26724,0.0234936,0.0214843,-0.793356,-0.221576,-0.277637
-0.774795,-0.262439,0.433853,-0.466462,0.184335,0.0735472,-1.23613,0.138364,0.161636,-0.466462,-0.311141,-0.458102,-1.23613,0.0225289,0.021132,-0.774795,-0.217247,-0.271135
-0.756234,-0.255154,0.42372,-0.454195,0.171059,0.071648,-1.20503,0.13267,0.15806,-0.454195,-0.303782,-0.445731,-1.20503,0.0218676,0.0207797,-0.756234,-0.212918,-0.264633
-0.737674,-0.247869,0.413587,-0.441928,0.153174,0.0697489,-1.17392,0.12731,0.154484,-0.441928,-0.298618,-0.43336,-1.17392,0.0213025,0.0204274,-0.737674,-0.208589,-0.25813
-0.719113,-0.225537,0.403455,-0.429661,0.134957,0.0678497,-1.14281,0.122793,0.150907,-0.429661,-0.293619,-0.420989,-1.14281,0.0210606,0.0200751,-0.719113,-0.202295,-0.251628
-0.700552,-0.190203,0.393322,-0.417394,0.116412,0.0659505,-1.11171,0.11861,0.147331,-0.417394,-0.288814,-0.408618,-1.11171,0.0210137,0.0197228,-0.700552,-0.194304,-0.245125
-0.681992,-0.143452,0.383189,-0.405127,0.0951677,0.0640514,-1.0806,0.114428,0.143755,-0.405127,-0.285603,-0.396248,-1.0806,0.0209669,0.0193704,-0.681992,-0.185173,-0.238623
-0.663431,-0.096455,0.373056,-0.39286,0.0730386,0.0621522,-1.04949,0.110278,0.140179,-0.39286,-0.283227,-0.383877,-1.04949,0.0210619,0.0190181,-0.663431,-0.176017,-0.232121
-0.64487,-0.0438377,0.362923,-0.380593,0.0504488,0.0602531,-1.01839,0.105886,0.136603,-0.380593,-0.281286,-0.371506,-1.01839,0.0213465,0.0186658,-0.64487,-0.166517,-0.225618
-0.626309,0.0130943,0.352791,-0.368326,0.0278636,0.0583539,-0.987281,0.101253,0.133026,-0.368326,-0.279682,-0.359135,-0.987281,0.0216856,0.0183135,-0.626309,-0.157155,-0.219116
-0.607749,0.0704524,0.342658,-0.356059,0.00529078,0.0564548,-0.956174,0.0960458,0.12945,-0.356059,-0.278966,-0.346764,-0.956174,0.0221151,0.0179612,-0.607749,-0.147826,-0.212614
-0.589188,0.127767,0.332525,-0.343791,-0.0172821,0.0545556,-0.925067,0.0902769,0.125874,-0.343791,-0.27825,-0.334393,-0.925067,0.0226382,0.0176089,-0.589188,-0.139142,-0.206111
-0.570627,0.182499,0.322392,-0.331524,-0.0375753,0.0526564,-0.893961,0.0844974,0.122298,-0.331524,-0.278038,-0.322022,-0.893961,0.0231672,0.0172566,-0.570627,-0.13217,-0.199609
-0.552067,0.23723,0.312259,-0.319257,-0.0564722,0.0507573,-0.862854,0.0783507,0.118722,-0.319257,-0.278136,-0.309651,-0.862854,0.0238997,0.0169043,-0.552067,-0.125198,-0.193107
-0.533506,0.291961,0.302127,-0.30699,-0.075369,0.0488581,-0.831747,0.0722041,0.115145,-0.30699,-0.278233,-0.29728,-0.831747,0.0246323,0.016552,-0.533506,-0.118225,-0.186604
-0.514945,0.339613,0.291994,-0.294723,-0.0942659,0.046959,-0.80064,0.0660575,0.111569,-0.294723,-0.278331,-0.28491,-0.80064,0.0253649,0.0161997,-0.514945,-0.113585,-0.180102
-0.496384,0.381359,0.281861,-0.282456,-0.112051,0.0450598,-0.769534,0.0599108,0.107993,-0.282456,-0.27843,-0.272539,-0.769534,0.0260974,0.0158474,-0.496384,-0.110709,-0.173599
-0.477824,0.411307,0.271728,-0.270189,-0.12541,0.0431606,-0.738427,0.0537642,0.104417,-0.270189,-0.278539,-0.260168,-0.738427,0.02683,0.015495,-0.477824,-0.111002,-0.167097
-0.459263,0.441256,0.261595,-0.257922,-0.135464,0.0412615,-0.70732,0.0479084,0.100841,-0.257922,-0.278421,-0.247797,-0.70732,0.0276373,0.0151427,-0.459263,-0.111295,-0.160595
-0.440702,0.461463,0.251462,-0.245655,-0.142,0.0393623,-0.676214,0.0426836,0.0972644,-0.245655,-0.277969,-0.235426,-0.676214,0.028543,0.0147904,-0.440702,-0.114025,-0.154092
-0.422142,0.469034,0.24133,-0.233388,-0.146406,0.0374632,-0.645107,0.0378499,0.0936882,-0.233388,-0.27731,-0.223055,-0.645107,0.0294757,0.0144381,-0.422142,-0.119874,-0.14759
-0.403581,0.459857,0.231197,-0.221121,-0.147858,0.035564,-0.614,0.0336221,0.090112,-0.221121,-0.27631,-0.210684,-0.614,0.0304413,0.0140858,-0.403581,-0.129388,-0.141088
-0.38502,0.441574,0.221064,-0.208854,-0.144219,0.0336649,-0.582893,0.0301799,0.0865358,-0.208854,-0.274606,-0.198313,-0.582893,0.0314382,0.0137335,-0.38502,-0.140753,-0.134585
-0.366459,0.423292,0.210931,-0.196587,-0.137501,0.0317657,-0.551787,0.0274699,0.0829596,-0.196587,-0.272094,-0.185943,-0.551787,0.0324573,0.0133812,-0.366459,-0.152118,-0.128083
-0.347899,0.391544,0.200798,-0.184319,-0.128267,0.0298665,-0.52068,0.0257814,0.0793834,-0.184319,-0.26818,-0.173572,-0.52068,0.0334998,0.0130289,-0.347899,-0.164626,-0.12158
-0.329338,0.35566,0.190666,-0.172052,-0.117682,0.0279674,-0.489573,0.0254398,0.0758072,-0.172052,-0.262045,-0.161201,-0.489573,0.0345791,0.0126766,-0.329338,-0.176664,-0.115078
-0.310777,0.317063,0.180533,-0.159785,-0.106913,0.0260682,-0.458467,0.0257374,0.072231,-0.159785,-0.253535,-0.14883,-0.458467,0.0356785,0.0123243,-0.310777,-0.185336,-0.108576
-0.292217,0.278382,0.1704,-0.147518,-0.0972439,0.0241691,-0.42736,0.0269688,0.0686548,-0.147518,-0.24145,-0.136459,-0.42736,0.0368436,0.011972,-0.292217,-0.192394,-0.102073
-0.273656,0.240948,0.160267,-0.135251,-0.0895091,0.0222699,-0.396253,0.029292,0.0650786,-0.135251,-0.22583,-0.124088,-0.396253,0.0380891,0.0116196,-0.273656,-0.197097,-0.095571
-0.255095,0.20854,0.150134,-0.122984,-0.0871188,0.0203707,-0.365147,0.0330809,0.0615024,-0.122984,-0.203416,-0.111717,-0.365147,0.0395042,0.0112673,-0.255095,-0.195154,-0.0890686
-0.236534,0.183041,0.140002,-0.110717,-0.0872003,0.0184716,-0.33404,0.0386269,0.0579262,-0.110717,-0.178158,-0.0993463,-0.33404,0.0411852,0.010915,-0.236534,-0.186889,-0.0825662
