iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1508.16,1,5.25947,9.16311,20.5065,32.5461,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1494.65,1,4.52404,14.6426,29.2582,43.6071,0.974679,0.974679,0.949624,0.998761,1.46202,1.54113,1.46202,1.16962
3,1487.3,1,5.00356,13.4294,28.882,43.7111,0.95,0.95,0.67502,0.998761,1.425,1.50211,1.425,1.14
4,1468.93,1,4.27668,15.8003,27.9969,42.8952,0.925945,0.925945,0.553937,0.998761,1.38892,1.46408,1.38892,1.11113
5,1462.98,1,4.05942,10.2781,31.5772,46.8324,0.9025,0.9025,0.86133,0.998761,1.35375,1.42701,1.35375,1.083
6,1462.01,1,4.26472,9.59983,39.8374,56.7894,0.879648,0.879648,1.09082,0.998761,1.31947,1.53576,1.31947,1.05558
7,1448.18,1,4.21466,8.79499,38.265,54.3309,0.857375,0.857375,1.27058,0.998761,1.28606,1.49687,1.28606,1.02885
8,1420.8,1,4.81265,9.4866,33.4107,48.0814,0.835666,0.835666,0.776315,0.998761,1.2535,1.45897,1.2535,1.0028
9,1409.07,1,4.94976,7.41436,37.1156,52.2909,0.814506,0.814506,0.702042,0.998761,1.22176,1.42203,1.22176,0.977407
10,1395.13,1,5.36883,8.26154,34.985,49.8881,0.793882,0.793882,0.48724,0.998761,1.19082,1.38602,1.19082,0.952659
11,1398.31,1,5.19879,7.02374,41.1874,56.5658,0.773781,0.773781,0.441008,0.998761,1.16067,1.35093,1.16067,0.928537
12,1376.4,1,5.18017,5.7475,36.2096,51.1012,0.754188,0.754188,0.434562,0.998761,1.13128,1.31672,1.13128,0.905026
13,1370.29,1,4.95244,9.08916,31.987,45.9816,0.735092,0.735092,0.4588,0.998761,1.10264,1.33719,1.10264,0.88211
14,1364.74,1,4.79309,7.94041,27.8757,41.1509,0.716479,0.716479,0.287019,0.998761,1.07472,1.42193,1.07472,0.859775
15,1352.58,1,4.88225,8.29978,30.06,43.8689,0.698337,0.698337,0.441696,0.998761,1.04751,1.55645,1.04751,0.838005
16,1343.94,1,5.04358,7.90463,28.9813,42.578,0.680655,0.680655,0.673392,0.998761,1.02098,1.58668,1.02098,0.816786
17,1324.32,1,5.04216,9.34498,29.0759,43.1552,0.66342,0.66342,0.407017,0.998761,0.995131,1.5465,0.995131,0.796105
18,1317.48,1,5.14515,9.69196,28.4954,42.5248,0.646622,0.646622,0.386269,0.998761,0.969933,1.50734,0.969933,0.775947
19,1300.48,1,4.99712,9.6747,28.5418,42.3807,0.630249,0.630249,0.664683,0.998761,0.945374,1.49262,0.945374,0.756299
20,1285.36,1,5.25461,8.88071,26.7981,40.5227,0.614291,0.614291,0.736187,0.998761,0.921437,1.45483,0.921437,0.737149
21,1273.55,1,5.34571,10.8943,23.7659,37.2882,0.598737,0.598737,0.567428,0.998761,0.898105,1.41799,0.898105,0.718484
22,1262.96,1,5.33947,6.89534,25.9302,40.2802,0.583577,0.583577,0.426237,0.998761,0.875365,1.38209,0.875365,0.700292
23,1248.94,1,5.20894,7.26553,26.4023,41.3182,0.5688,0.5688,0.646766,0.998761,0.8532,1.34709,0.8532,0.68256
24,1236.56,1,5.31909,7.09693,26.6581,41.5462,0.554398,0.554398,0.593127,0.998761,0.831597,1.31298,0.831597,0.665277
25,1235.04,1,5.38019,6.32847,26.7843,41.4282,0.54036,0.54036,0.703391,0.998761,0.81054,1.27974,0.81054,0.648432
