parameter,value
Cl_pop,10.560753303112
beta_Cl_logtCLCRMLMIN,0.66111376423297
beta_Cl_logtWTKG,0.773160028078361
V1_pop,43.9070699839307
Q_pop,21.3629012821585
beta_Q_ANTU_2,-0.76385990095185
beta_Q_logtAGEA,1.56949641612637
beta_Q_logtCLCRMLMIN,1.88641194758279
beta_Q_logtSCRMGDL,0.728424994281541
beta_Q_logtWTKG,-0.488922210259005
V2_pop,53.0218148040876
omega_Cl,0.176336604326481
omega_V1,0.251559618928776
omega_Q,0.000939887712758643
omega_V2,0.175144037325678
corr_V2_V1,0.998833114790577
a1,0.304973821708872
a2,0.060625847358752
