popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
7.72323,7.79517,7.72323,6.50282,8.94365,3.99468,3.96978,3.99468,3.36345,4.62591,All
7.96849,8.06232,7.96849,6.70932,9.22766,4.20554,4.15414,4.20554,3.54099,4.8701,All
8.22153,8.34403,8.22153,6.92237,9.52068,4.42754,4.34824,4.42754,3.7279,5.12717,All
8.3061,8.43856,8.3061,6.99358,9.61862,4.66125,4.55594,4.66125,3.92469,5.39781,All
8.48261,8.63637,8.48261,7.1422,9.82302,4.9073,4.7857,4.9073,4.13185,5.68274,All
8.75197,8.93869,8.75197,7.369,10.1349,4.96075,4.83562,4.96075,4.17686,5.74465,All
8.88897,9.09094,8.88897,7.48435,10.2936,5.16634,5.02994,5.16634,4.34996,5.98271,All
9.0299,9.24732,9.0299,7.603,10.4568,5.43905,5.29627,5.43905,4.57958,6.29852,All
9.31664,9.55926,9.31664,7.84444,10.7888,5.72615,5.58268,5.72615,4.82131,6.63099,All
9.47184,9.7268,9.47184,7.97512,10.9686,5.92683,5.78545,5.92683,4.99028,6.86338,All
9.6125,9.87864,9.6125,8.09354,11.1314,6.02841,5.88831,6.02841,5.07581,6.98101,All
9.91774,10.2082,9.91774,8.35055,11.4849,6.34663,6.21619,6.34663,5.34374,7.34951,All
10.0547,10.356,10.0547,8.46588,11.6435,6.68164,6.56651,6.68164,5.62582,7.73747,All
10.2327,10.5481,10.2327,8.61573,11.8496,6.8929,6.78742,6.8929,5.80369,7.98211,All
10.5576,10.8951,10.5576,8.88932,12.2259,7.03434,6.93567,7.03434,5.92278,8.1459,All
10.6376,10.9797,10.6376,8.95665,12.3185,7.40565,7.32701,7.40565,6.23542,8.57589,All
10.8929,11.2484,10.8929,9.17161,12.6142,7.79657,7.73799,7.79657,6.56457,9.02857,All
11.2205,11.5915,11.2205,9.44741,12.9935,7.85897,7.80349,7.85897,6.61711,9.10084,All
11.2388,11.6103,11.2388,9.46285,13.0147,8.20812,8.16756,8.20812,6.91108,9.50516,All
11.5957,11.9771,11.5957,9.76335,13.428,8.64139,8.61353,8.64139,7.27589,10.0069,All
11.8033,12.1904,11.8033,9.93818,13.6685,8.82505,8.80046,8.82505,7.43053,10.2196,All
11.9639,12.3555,11.9639,10.0734,13.8544,9.09754,9.07522,9.09754,7.65996,10.5351,All
12.3438,12.7459,12.3438,10.3933,14.2944,9.57776,9.55579,9.57776,8.0643,11.0912,All
12.3862,12.7894,12.3862,10.4289,14.3434,9.79112,9.76917,9.79112,8.24394,11.3383,All
12.7358,13.1487,12.7358,10.7233,14.7483,10.0833,10.0587,10.0833,8.48998,11.6767,All
12.9691,13.3884,12.9691,10.9197,15.0184,10.6156,10.5845,10.6156,8.93813,12.2931,All
13.1402,13.5643,13.1402,11.0638,15.2166,10.7572,10.7243,10.7572,9.05736,12.457,All
13.5519,13.9873,13.5519,11.4105,15.6934,11.1759,11.138,11.1759,9.40994,12.942,All
13.5575,13.9931,13.5575,11.4152,15.6998,11.7233,11.6811,11.7233,9.87077,13.5758,All
13.988,14.4302,13.988,11.7777,16.1984,11.7659,11.7234,11.7659,9.90666,13.6251,All
14.1348,14.5774,14.1348,11.9012,16.3684,12.387,12.3462,12.387,10.4296,14.3443,All
14.4322,14.8757,14.4322,12.1517,16.7128,12.6893,12.6527,12.6893,10.6842,14.6945,All
14.7177,15.1619,14.7177,12.392,17.0433,13.0408,13.0095,13.0408,10.9801,15.1015,All
14.8905,15.3299,14.8905,12.5375,17.2435,13.6554,13.6371,13.6554,11.4976,15.8132,All
15.3005,15.7274,15.3005,12.8828,17.7183,13.7292,13.7128,13.7292,11.5597,15.8987,All
15.3634,15.7884,15.3634,12.9357,17.7911,14.4539,14.4594,14.4539,12.1699,16.7379,All
15.8512,16.2613,15.8512,13.3465,18.356,14.6215,14.6326,14.6215,12.311,16.932,All
15.8834,16.2925,15.8834,13.3735,18.3933,15.2169,15.2496,15.2169,12.8123,17.6214,All
