simulations,OFV
500,945.321
1000,947.541
1500,946.046
2000,943.969
2500,944.256
3000,944.662
3500,944.005
4000,944.074
4500,943.9
5000,943.869
5500,943.787
6000,944.175
6500,943.666
7000,943.709
7500,943.53
8000,943.725
8500,943.937
9000,943.786
9500,943.576
10000,943.369
10500,943.043
11000,943.038
11500,942.868
12000,942.667
12500,942.718
13000,942.615
13500,942.436
14000,942.413
14500,942.425
15000,942.449
15500,942.178
16000,942.323
16500,942.27
17000,942.372
17500,942.502
18000,942.313
18500,942.455
19000,942.434
19500,942.396
20000,942.329
20500,942.17
21000,942.14
21500,942.225
22000,942.364
22500,942.342
23000,942.142
23500,942.134
24000,942.105
24500,942.054
25000,942.114
25500,942.081
26000,942.058
26500,942.111
27000,942.037
27500,942.075
28000,942.203
28500,942.197
29000,942.29
29500,942.35
30000,942.416
