iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2017.47,1,5.18207,5.76621,10.5064,11.3759,3,3,0,1.5,1.5,1.5,1.5
2,1999.67,1,4.05261,8.26709,14.6343,16.8799,2.92404,2.92404,0,1.46202,1.67412,1.51815,1.46202
3,1991.49,1,4.85371,9.69412,20.3566,26.0293,2.85,2.85,0,1.425,1.66305,1.47971,1.51809
4,1974.46,1,3.03871,12.553,29.8465,45.7623,2.77784,2.77784,0,1.38892,1.74009,1.44224,1.47966
5,1966.53,1,3.57577,11.119,37.5752,47.2367,2.7075,2.7075,0,1.35375,1.69603,1.40572,1.4442
6,1953.78,1,3.61428,8.93289,33.598,62.9339,2.63894,2.63894,0,1.31947,1.65308,1.48437,1.40763
7,1939.85,1,3.12919,9.70569,45.4984,89.3481,2.57212,2.57212,0,1.28606,1.61122,1.44679,1.37199
8,1925.37,1,2.67434,10.0342,55.5844,95.974,2.507,2.507,0,1.2535,1.57043,1.41016,1.45956
9,1935.84,1,2.71135,7.98787,61.9628,101.991,2.44352,2.44352,0,1.22176,1.76077,1.46104,1.49221
10,1925.83,1,1.99088,8.00552,54.4255,123.175,2.38165,2.38165,0,1.19082,1.87729,1.42405,1.45442
11,1917.55,1,2.24419,5.4212,78.1523,141.051,2.32134,2.32134,0,1.2485,1.82976,1.38799,1.46798
12,1898.48,1,2.33224,5.57706,79.8242,134.288,2.26257,2.26257,0,1.21688,1.83199,1.35285,1.43081
13,1891.1,1,2.6675,9.35633,57.942,198.312,2.20528,2.20528,0,1.18607,1.85234,1.31859,1.55573
14,1880.26,1,2.57601,6.38695,71.8973,201.207,2.14944,2.14944,0,1.15604,1.96701,1.2852,1.51634
15,1861.28,1,2.10976,7.09003,55.8399,197.723,2.09501,2.09501,0,1.12677,1.9172,1.25266,1.47794
16,1861.39,1,1.95317,9.91142,53.2504,169.45,2.04197,2.04197,0,1.09824,1.86866,1.22094,1.44052
17,1841.85,1,2.0157,5.99842,49.3525,226.921,1.99026,1.99026,0,1.07043,1.82134,1.19231,1.40405
18,1836.23,1,2.2279,7.14913,40.0093,182.281,1.93987,1.93987,0,1.04333,1.77522,1.28003,1.42064
19,1814.02,1,2.70048,7.24209,43.6518,173.256,1.89075,1.89075,0,1.01691,1.73027,1.24762,1.38467
20,1799.58,1,2.86167,6.31472,42.6075,165.719,1.84287,1.84287,0,0.991159,1.68646,1.21603,1.35656
21,1805.13,1,2.95536,9.69814,50.452,131.072,1.79621,1.79621,0,0.966062,1.78462,1.18524,1.32221
22,1783.28,1,3.06498,10.4529,42.8654,142.797,1.75073,1.75073,0,0.941601,1.73943,1.15523,1.28873
23,1779.81,1,2.44584,8.63941,36.8357,175.852,1.7064,1.7064,0,0.917759,1.7773,1.12597,1.2561
24,1763.02,1,2.79116,8.2009,38.9123,246.128,1.66319,1.66319,0,0.894521,1.85164,1.09746,1.22429
25,1748.79,1,3.38113,9.34022,32.8896,204.555,1.62108,1.62108,0,0.871871,1.80475,1.06968,1.19329
26,1734.8,1,3.18423,12.8369,36.2077,220.239,1.58003,1.58003,0,0.849795,1.75905,1.04259,1.16308
27,1725.56,1,3.05713,13.2689,34.9036,203.653,1.54003,1.54003,0,0.828278,1.82844,1.01619,1.13363
28,1711.56,1,3.16091,7.64624,47.0941,180.55,1.50103,1.50103,0,0.807305,1.78214,0.99378,1.10492
29,1710.93,1,3.34472,6.98609,38.9868,158.463,1.46302,1.46302,0,0.786864,1.73701,0.968617,1.20856
30,1689.16,1,4.00356,6.97676,38.4889,179.453,1.42598,1.42598,0,0.76694,1.69303,0.944091,1.17796
31,1687.05,1,3.50389,4.97207,43.3987,172.853,1.38987,1.38987,0,0.747521,1.65016,0.920186,1.15144
32,1666.07,1,3.4391,5.02442,39.8484,159.871,1.35468,1.35468,0,0.728593,1.60838,0.896886,1.13917
33,1667.9,1,3.93659,6.10191,32.1985,149.604,1.32038,1.32038,0,0.710144,1.826,0.874176,1.11032
34,1651.58,1,4.08493,6.08439,33.6554,136.935,1.28695,1.28695,0,0.692163,1.94818,0.852042,1.08221
35,1639.49,1,4.20426,4.57868,29.9417,146.427,1.25436,1.25436,0,0.674637,2.05287,0.830468,1.05481
36,1636.37,1,4.20985,7.8182,31.791,142.965,1.2226,1.2226,0,0.657555,2.25226,0.80944,1.0281
37,1631,1,3.8491,6.29128,36.8334,132.578,1.19164,1.19164,0,0.640905,2.22909,0.814941,1.00207
38,1624.65,1,3.90897,5.7898,36.7183,113.184,1.16147,1.16147,0,0.624677,2.17264,0.909829,0.976694
39,1604.57,1,4.411,4.92785,38.1732,89.8396,1.13206,1.13206,0,0.60886,2.20208,0.886792,0.951964
40,1595.81,1,4.35973,5.08434,38.7156,84.7382,1.1034,1.1034,0,0.593443,2.27259,0.864338,1.04884
41,1589.66,1,4.4789,5.64523,37.9407,95.5711,1.07546,1.07546,0,0.578417,2.40109,0.842452,1.08864
42,1573.57,1,4.59953,4.9599,35.8342,91.6635,1.04823,1.04823,0,0.563771,2.3403,0.821121,1.06107
43,1556.28,1,4.78557,4.9151,30.6149,80.3542,1.02168,1.02168,0,0.549496,2.28104,0.80033,1.0342
44,1545.88,1,4.52803,5.13044,30.7008,89.9243,0.995815,0.995815,0,0.535583,2.22328,0.780065,1.00802
45,1540.83,1,4.50194,5.3244,26.4228,82.9912,0.970601,0.970601,0,0.522021,2.16699,0.810758,0.982493
46,1535.08,1,4.46981,2.397,29.2212,75.9241,0.946024,0.946024,0,0.508804,2.11212,0.790229,0.992658
47,1518.74,1,4.34917,4.05478,28.4817,91.0253,0.922071,0.922071,0,0.49592,2.05864,0.77022,1.01888
48,1501.39,1,4.42389,3.83042,24.2404,85.4295,0.898723,0.898723,0,0.483363,2.22965,0.750718,0.993085
49,1494.18,1,4.6978,3.91325,29.6212,90.1324,0.875967,0.875967,0,0.471124,2.1732,0.731709,0.967939
50,1483.56,1,4.6316,3.44741,32.5649,87.2884,0.853787,0.853787,0,0.459195,2.16424,0.713182,0.995725
51,1474.61,1,4.95651,2.00653,32.9609,77.6461,0.832169,0.832169,0,0.447568,2.10944,0.695124,1.12726
52,1458.37,1,4.70944,2.07051,31.3572,65.8795,0.811098,0.811098,0,0.436235,2.05603,0.677523,1.09872
53,1462.7,1,4.55988,2.36182,28.6804,68.5269,0.79056,0.79056,0,0.42519,2.08705,0.660367,1.21695
54,1462.69,1,4.69189,1.85758,26.8465,75.2515,0.770543,0.770543,0,0.414424,2.21742,0.643647,1.30923
55,1437.69,1,4.83802,2.14708,31.3918,84.6414,0.751032,0.751032,0,0.40393,2.16127,0.627349,1.27608
56,1425.72,1,4.68132,1.55464,32.0259,80.364,0.732016,0.732016,0,0.393703,2.10655,0.611464,1.24377
57,1412.83,1,4.87439,1.73132,31.6852,80.6423,0.713481,0.713481,0,0.383734,2.05321,0.595982,1.21228
58,1398.01,1,4.60865,1.2543,29.1277,82.9681,0.695415,0.695415,0,0.374017,2.00122,0.580891,1.31422
59,1390.68,1,4.47242,1.19236,29.1698,98.6831,0.677807,0.677807,0,0.364547,1.95055,0.566183,1.28094
60,1387.94,1,4.66727,1.6044,27.6547,70.6997,0.660644,0.660644,0,0.355317,1.90116,0.551846,1.24851
61,1370.71,1,4.7804,2.26243,30.5968,70.6967,0.643916,0.643916,0,0.34632,1.85302,0.537873,1.2169
62,1363.01,1,4.84186,3.50917,29.0133,78.8559,0.627612,0.627612,0,0.337551,1.8061,0.524254,1.18608
63,1350.52,1,4.84255,2.90379,28.405,63.015,0.61172,0.61172,0,0.329004,1.76037,0.51098,1.15605
64,1338.34,1,4.80762,2.55949,27.2383,53.8899,0.596231,0.596231,0,0.320673,1.71579,0.498041,1.19666
65,1320.13,1,5.02692,2.49698,28.0848,52.8316,0.581134,0.581134,0,0.312554,1.67235,0.485431,1.16636
66,1312.58,1,5.19188,3.3836,27.8371,43.5666,0.56642,0.56642,0,0.304639,1.63,0.473139,1.13682
67,1298.3,1,5.13592,3.2229,30.2477,46.8383,0.552078,0.552078,0,0.296926,1.58873,0.461159,1.10804
68,1291.99,1,5.29248,3.57142,29.9061,39.9155,0.538099,0.538099,0,0.289408,1.56764,0.449482,1.07998
69,1286.66,1,5.14515,4.74468,26.5564,32.8124,0.524474,0.524474,0,0.28208,1.62644,0.438101,1.05264
70,1280.5,1,5.08271,4.2594,27.4872,35.8046,0.511194,0.511194,0,0.274937,1.66448,0.427008,1.05834
71,1271.24,1,5.16235,4.37621,27.3167,39.413,0.49825,0.49825,0,0.267976,1.6432,0.416196,1.04978
72,1256.32,1,5.2142,3.42242,27.3156,33.5422,0.485634,0.485634,0,0.26119,1.60159,0.405658,1.03849
73,1244.72,1,5.14968,4.69645,27.4222,25.4012,0.473338,0.473338,0,0.254577,1.64023,0.395386,1.0122
74,1231.96,1,5.32184,5.63898,26.2507,20.4262,0.461352,0.461352,0,0.248131,1.5987,0.385375,0.98657
75,1218.56,1,5.36388,6.2765,24.4314,20.2461,0.449671,0.449671,0,0.241848,1.55822,0.375617,0.961589
76,1204,1,5.20218,5.22339,23.2073,23.0535,0.438285,0.438285,0,0.235724,1.51876,0.366106,0.937241
77,1195.8,1,5.13596,3.29244,24.0974,26.2809,0.427187,0.427187,0,0.229756,1.52689,0.356836,0.91351
78,1186.21,1,5.1303,2.84501,27.0695,29.8056,0.416371,0.416371,-0.0493413,0.223938,1.48823,0.347801,0.895118
79,1178.8,1,5.03973,3.72003,24.2183,35.5888,0.405828,0.405828,0.116662,0.218268,1.45055,0.338994,0.872453
80,1174.98,1,5.04566,3.53078,24.5521,36.8077,0.395552,0.395552,0.371755,0.212741,1.46104,0.356279,0.850362
81,1158.2,1,5.11777,4.15298,23.519,38.2894,0.385536,0.385536,0.314972,0.207354,1.42404,0.347257,0.82883
82,1154.75,1,5.17117,4.61384,24.3053,37.6621,0.375774,0.375774,0.210234,0.202104,1.46628,0.338465,0.807844
83,1153.84,1,5.05147,5.60523,24.4356,34.8186,0.36626,0.36626,0.382987,0.201377,1.49007,0.329895,1.01165
84,1136.55,1,5.16323,5.79343,24.704,33.6442,0.356986,0.356986,0.170957,0.196278,1.45234,0.321541,0.986039
85,1130.18,1,5.08289,6.3386,24.9551,35.4838,0.347947,0.347947,-0.0940751,0.203106,1.41557,0.3134,0.961071
86,1116.57,1,5.14054,4.88867,24.5128,27.9669,0.339136,0.339136,0.194617,0.197963,1.37973,0.305464,0.936737
87,1118.24,1,5.22202,5.09659,24.6016,22.6513,0.330549,0.330549,0.227573,0.192951,1.34479,0.29773,0.913018
88,1108.97,1,5.24493,4.62284,24.5768,26.9526,0.32218,0.32218,0.209584,0.196054,1.31074,0.290191,0.8899
89,1106.35,1,5.25323,5.31799,25.0176,23.7883,0.314022,0.314022,0.195537,0.191089,1.27755,0.309214,0.867367
90,1095.52,1,5.24422,4.5582,23.9291,22.6468,0.306071,0.306071,0.273435,0.190385,1.33863,0.301385,0.845405
91,1083.9,1,5.36169,4.76108,23.4118,21.6653,0.298321,0.298321,0.303821,0.189831,1.39269,0.293754,0.823999
92,1073.28,1,5.3214,5.05626,23.5833,20.785,0.290767,0.290767,0.208721,0.185025,1.35743,0.286316,0.803135
93,1071.17,1,5.23019,5.13318,24.8742,19.831,0.283405,0.283405,0.0480616,0.206889,1.32305,0.279066,0.782799
94,1065.27,1,5.23697,5.03492,23.808,20.1695,0.276229,0.276229,-0.0637312,0.206558,1.28955,0.272,0.762978
95,1053.73,1,5.32032,5.55729,23.8016,24.9988,0.269234,0.269234,-0.0304699,0.201328,1.2569,0.265113,0.743659
96,1038.07,1,5.29875,6.94805,23.3926,24.9094,0.262417,0.262417,0.152318,0.200166,1.22508,0.2584,0.724829
97,1036.76,1,5.26741,6.82142,22.9155,27.3485,0.255773,0.255773,0.100722,0.205248,1.19406,0.251857,0.706476
98,1030.88,1,5.29615,6.72322,22.6755,26.803,0.249296,0.249296,0.28976,0.200051,1.16382,0.24548,0.688587
99,1018.85,1,5.24673,7.41724,22.5741,23.7595,0.242984,0.242984,0.257401,0.200368,1.13435,0.239264,0.714353
100,1010.65,1,5.25635,7.06568,22.5415,27.6768,0.236832,0.236832,0.151707,0.196172,1.10563,0.233206,0.696266
101,1013.92,1,5.29371,6.80923,22.2263,25.9549,0.230835,0.230835,0.257655,0.191204,1.07764,0.227301,0.678636
102,1000.97,1,5.30876,5.7457,23.0924,26.1916,0.194012,0.199844,0.0951709,0.227428,1.01299,0.201146,0.522066
103,976.379,1,5.22303,5.17823,22.8892,30.3659,0.197661,0.184052,0.126673,0.221816,0.944832,0.168567,0.441905
104,978.676,1,5.18786,4.54238,22.8701,33.3127,0.205988,0.180846,0.269248,0.223132,0.84778,0.175327,0.447343
105,969.99,1,5.20742,4.76497,22.8612,33.5953,0.211591,0.168863,0.362963,0.226728,0.798088,0.163662,0.505474
106,943.972,1,5.19054,5.00074,22.3833,31.8417,0.224549,0.144506,0.588599,0.225314,0.74274,0.175175,0.449898
107,940.039,1,5.17648,4.97091,22.4951,33.5333,0.242773,0.129665,0.516362,0.227398,0.705832,0.181745,0.456633
108,933.489,1,5.08473,4.67349,22.5103,35.449,0.262726,0.11535,0.566819,0.249309,0.686731,0.179912,0.461636
109,916.247,1,5.07493,5.01128,21.9942,33.3789,0.267553,0.104984,0.585131,0.244756,0.673791,0.175892,0.452903
110,912.9,1,5.08729,4.94085,22.4096,33.4311,0.27401,0.100529,0.637488,0.249419,0.67887,0.171005,0.484451
