parameter,value
Cl_pop,5.25722146787677
beta_Cl_logtCLCRMLMIN,0.6589334000723
beta_Cl_logtWTKG,0.810391007082688
V1_pop,22.0066917651432
Q_pop,5.36730773308863
beta_Q_logtAGEA,1.46098082356975
beta_Q_logtHCM,6.84145612685487
beta_Q_logtSCRMGDL,-0.831401973829977
V2_pop,31.6573895135879
beta_V2_logtPROGDL,0.116035299649477
omega_Cl,0.183920354034394
omega_V1,0.234952910998848
omega_Q,0.0192772461512795
omega_V2,0.154518699411639
corr_V2_V1,0.998799668194311
a1,0.305144448100215
a2,0.0626084351156191
