iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,10.4558,0.0460895,44.1718,5.38862e-08,14.5493,0.493611,51.2921,4.78653e-08
2,10.4889,0.04114,44.1718,3.25511e-08,14.3887,0.432683,51.2921,3.62382e-08
3,10.4959,0.0388111,44.1718,4.16266e-08,14.7876,0.415936,51.2921,3.90818e-08
4,10.5175,0.037764,44.1718,3.4475e-08,14.6041,0.388899,51.2921,3.64466e-08
5,10.5242,0.0374942,44.1718,3.70763e-08,14.6289,0.372894,51.2921,2.91146e-08
6,10.537,0.0361952,44.1718,3.52108e-08,14.6154,0.362393,51.2921,3.84625e-08
7,10.5333,0.0362943,44.1718,3.10791e-08,14.5119,0.353923,51.2921,3.48497e-08
8,10.5359,0.0369388,44.1718,3.82365e-08,14.5184,0.356179,51.2921,3.9092e-08
9,10.5399,0.0371325,44.1718,4.07089e-08,14.5227,0.358477,51.2921,4.33378e-08
10,10.5365,0.0373874,44.1718,2.78751e-08,14.5067,0.364405,51.2921,4.22745e-08
11,10.5363,0.0375955,44.1718,3.77322e-08,14.716,0.366398,51.2921,4.75456e-08
12,10.529,0.0374707,44.1718,3.96592e-08,14.6459,0.370434,51.2921,4.14947e-08
13,10.5295,0.0376184,44.1718,4.13718e-08,14.6314,0.367242,51.2921,4.39599e-08
14,10.5273,0.0379994,44.1718,3.63245e-08,14.6439,0.371368,51.2921,2.92573e-08
15,10.5248,0.0378606,44.1718,3.93529e-08,14.5509,0.370401,51.2921,2.97256e-08
16,10.5224,0.0382126,44.1718,3.48875e-08,14.5624,0.372247,51.2921,3.27707e-08
17,10.5246,0.0388068,44.1718,4.04911e-08,14.586,0.380576,51.2921,3.04462e-08
18,10.5291,0.0388588,44.1718,3.34139e-08,14.6597,0.384002,51.2921,2.42132e-08
19,10.5287,0.039084,44.1718,3.38975e-08,14.9646,0.390333,51.2921,2.98271e-08
20,10.5296,0.0388135,44.1718,2.8512e-08,15.0481,0.391782,51.2921,3.25773e-08
21,10.5289,0.0389339,44.1718,3.25404e-08,14.9939,0.391069,51.2921,4.09587e-08
22,10.5292,0.0389058,44.1718,4.2566e-08,15.0199,0.39017,51.2921,4.60943e-08
23,10.5304,0.0388641,44.1718,4.58195e-08,15.0853,0.391875,51.2921,4.52267e-08
24,10.5271,0.0387812,44.1718,4.19616e-08,15.0169,0.390692,51.2921,5.30345e-08
25,10.5251,0.0389278,44.1718,4.06563e-08,14.9879,0.389709,51.2921,5.2543e-08
26,10.5261,0.0389709,44.1718,3.49393e-08,14.9799,0.389208,51.2921,5.45969e-08
27,10.5277,0.0389641,44.1718,4.74737e-08,15.0164,0.387937,51.2921,5.50078e-08
28,10.5283,0.0388736,44.1718,4.47629e-08,15.0026,0.386603,51.2921,5.6517e-08
29,10.5297,0.0386714,44.1718,4.40582e-08,14.9964,0.387462,51.2921,4.89138e-08
30,10.53,0.038701,44.1718,3.69204e-08,14.998,0.387149,51.2921,4.5979e-08
31,10.5292,0.038621,44.1718,4.90584e-08,15.0064,0.385834,51.2921,4.99859e-08
32,10.5283,0.0386079,44.1718,5.69255e-08,15.0055,0.385603,51.2921,5.12278e-08
33,10.528,0.0384489,44.1718,5.75657e-08,14.9784,0.38428,51.2921,5.85815e-08
34,10.5267,0.038392,44.1718,5.09324e-08,14.9662,0.382679,51.2921,6.10115e-08
35,10.5252,0.0382967,44.1718,5.0465e-08,14.9363,0.381904,51.2921,6.31243e-08
36,10.5266,0.0381308,44.1718,4.94955e-08,14.9321,0.38153,51.2921,4.84609e-08
37,10.5233,0.0381858,44.1718,5.61027e-08,14.9357,0.381991,51.2921,5.49912e-08
38,10.5244,0.0383213,44.1718,4.505e-08,14.9963,0.383322,51.2921,5.44489e-08
39,10.5262,0.0384829,44.1718,4.69183e-08,15.008,0.386935,51.2921,5.29388e-08
40,10.5289,0.0384725,44.1718,4.94286e-08,15.0258,0.389046,51.2921,5.35973e-08
41,10.5279,0.03858,44.1718,4.87495e-08,15.0102,0.387933,51.2921,5.71511e-08
42,10.5291,0.0385498,44.1718,4.56895e-08,15.0315,0.386835,51.2921,5.17618e-08
43,10.5324,0.0386617,44.1718,4.64932e-08,15.0715,0.385947,51.2921,5.53356e-08
44,10.5347,0.0386471,44.1718,5.29406e-08,15.0746,0.38503,51.2921,5.57666e-08
45,10.5367,0.0386246,44.1718,4.8526e-08,15.0906,0.384882,51.2921,5.6275e-08
46,10.5367,0.0384604,44.1718,5.65794e-08,15.0727,0.383311,51.2921,4.92085e-08
47,10.5373,0.0384365,44.1718,5.19909e-08,15.0458,0.382191,51.2921,5.15459e-08
48,10.5383,0.0383689,44.1718,4.83272e-08,15.0538,0.382068,51.2921,5.93999e-08
49,10.5388,0.0384168,44.1718,5.23247e-08,15.1265,0.382108,51.2921,5.58247e-08
50,10.5374,0.0384279,44.1718,6.16014e-08,15.1106,0.382351,51.2921,6.23716e-08
51,10.5354,0.0384495,44.1718,6.26829e-08,15.1034,0.382724,51.2921,6.06034e-08
52,10.5355,0.0383879,44.1718,6.15782e-08,15.0881,0.382038,51.2921,5.24158e-08
53,10.5359,0.0384561,44.1718,6.05045e-08,15.0953,0.382196,51.2921,5.60413e-08
54,10.5349,0.038581,44.1718,6.2001e-08,15.0825,0.382356,51.2921,6.08253e-08
55,10.5333,0.0385553,44.1718,5.99185e-08,15.053,0.381965,51.2921,5.25607e-08
56,10.5328,0.0384548,44.1718,6.53212e-08,15.0524,0.382624,51.2921,5.45274e-08
57,10.5336,0.0384427,44.1718,6.52764e-08,15.0614,0.382985,51.2921,5.4444e-08
58,10.5332,0.038498,44.1718,6.20892e-08,15.0712,0.383686,51.2921,5.28088e-08
59,10.5331,0.0385602,44.1718,6.22321e-08,15.0557,0.383482,51.2921,5.76904e-08
60,10.5319,0.0384992,44.1718,6.87184e-08,15.0686,0.383098,51.2921,5.73792e-08
61,10.5324,0.0385285,44.1718,6.56879e-08,15.0681,0.382761,51.2921,5.27868e-08
62,10.5323,0.0386262,44.1718,6.5635e-08,15.0488,0.382472,51.2921,5.59416e-08
63,10.5316,0.0386331,44.1718,6.21929e-08,15.0347,0.382362,51.2921,5.35863e-08
