Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,split
4.67746,0.00785714,43.4578,0.00785714,0.716994,0.008,All
4.67863,0.008,43.4578,0.008,0.720168,0.00814286,All
4.68085,0.00814286,43.4578,0.00814286,0.720168,0.00828571,All
4.68781,0.00828571,43.4578,0.00828571,0.721533,0.00842857,All
4.6891,0.00842857,43.4578,0.00842857,0.722778,0.00857143,All
4.68972,0.00857143,43.4578,0.00857143,0.724082,0.00871429,All
4.69521,0.00871429,43.4578,0.00871429,0.726305,0.00885714,All
4.69718,0.00885714,43.4578,0.00885714,0.730364,0.009,All
4.69832,0.009,43.4578,0.009,0.733685,0.00914286,All
4.70123,0.00914286,43.4578,0.00914286,0.733685,0.00928571,All
4.70653,0.00928571,43.4578,0.00928571,0.737207,0.00942857,All
4.70661,0.00942857,43.4578,0.00942857,0.741967,0.00957143,All
4.71062,0.00957143,43.4578,0.00957143,0.750755,0.00971429,All
4.71284,0.00971429,43.4578,0.00971429,0.758138,0.00985714,All
4.71446,0.00985714,43.4578,0.00985714,0.759463,0.01,All
4.71646,0.01,43.4578,0.01,0.759463,0.0101429,All
4.71698,0.0101429,43.4578,0.0101429,0.767658,0.0102857,All
4.7187,0.0102857,43.4578,0.0102857,0.771854,0.0104286,All
4.71994,0.0104286,43.4578,0.0104286,0.772008,0.0105714,All
4.72355,0.0105714,43.4578,0.0105714,0.775014,0.0107143,All
4.72631,0.0107143,43.4578,0.0107143,0.782455,0.0108571,All
4.72672,0.0108571,43.4578,0.0108571,0.782623,0.011,All
4.73059,0.011,43.4578,0.011,0.794297,0.0111429,All
4.7338,0.0111429,43.4578,0.0111429,0.794297,0.0112857,All
4.74002,0.0112857,43.4578,0.0112857,0.794676,0.0114286,All
4.7408,0.0114286,43.4578,0.0114286,0.802654,0.0115714,All
4.74274,0.0115714,43.4578,0.0115714,0.802762,0.0117143,All
4.74305,0.0117143,43.4578,0.0117143,0.804045,0.0118571,All
4.74313,0.0118571,43.4578,0.0118571,0.812701,0.012,All
4.74514,0.012,43.4578,0.012,0.812701,0.0121429,All
4.74653,0.0121429,43.4578,0.0121429,0.825319,0.0122857,All
4.74721,0.0122857,43.4578,0.0122857,0.831426,0.0124286,All
4.75033,0.0124286,43.4578,0.0124286,0.832785,0.0125714,All
4.75517,0.0125714,43.4578,0.0125714,0.833825,0.0127143,All
4.75535,0.0127143,43.4578,0.0127143,0.833825,0.0128571,All
4.75552,0.0128571,43.4578,0.0128571,0.834295,0.013,All
4.75565,0.013,43.4578,0.013,0.839193,0.0131429,All
4.75836,0.0131429,43.4578,0.0131429,0.839193,0.0132857,All
4.75901,0.0132857,43.4578,0.0132857,0.840138,0.0134286,All
4.76009,0.0134286,43.4578,0.0134286,0.84174,0.0135714,All
4.76357,0.0135714,43.4578,0.0135714,0.842696,0.0137143,All
4.76411,0.0137143,43.4578,0.0137143,0.848131,0.0138571,All
4.76429,0.0138571,43.4578,0.0138571,0.849456,0.014,All
4.76462,0.014,43.4578,0.014,0.849473,0.0141429,All
4.76462,0.0141429,43.4578,0.0141429,0.850229,0.0142857,All
4.76468,0.0142857,43.4578,0.0142857,0.855459,0.0144286,All
4.76558,0.0144286,43.4578,0.0144286,0.865511,0.0145714,All
4.76903,0.0145714,43.4578,0.0145714,0.867381,0.0147143,All
4.76903,0.0147143,43.4578,0.0147143,0.867535,0.0148571,All
4.77054,0.0148571,43.4578,0.0148571,0.868134,0.015,All
4.77084,0.015,43.4578,0.015,0.868134,0.0151429,All
4.77226,0.0151429,43.4578,0.0151429,0.869406,0.0152857,All
4.77314,0.0152857,43.4578,0.0152857,0.869406,0.0154286,All
4.77717,0.0154286,43.4578,0.0154286,0.872856,0.0155714,All
4.77957,0.0155714,43.4578,0.0155714,0.879519,0.0157143,All
4.78101,0.0157143,43.4578,0.0157143,0.8962,0.0158571,All
4.7846,0.0158571,43.4578,0.0158571,0.8962,0.016,All
4.7846,0.016,43.4578,0.016,0.8962,0.0161429,All
4.78961,0.0161429,43.4578,0.0161429,0.900707,0.0162857,All
4.79162,0.0162857,43.4578,0.0162857,0.902843,0.0164286,All
4.79178,0.0164286,43.4578,0.0164286,0.902843,0.0165714,All
4.79302,0.0165714,43.4578,0.0165714,0.902843,0.0167143,All
4.7962,0.0167143,43.4578,0.0167143,0.912599,0.0168571,All
4.79856,0.0168571,43.4578,0.0168571,0.920056,0.017,All
4.80075,0.017,43.4578,0.017,0.931635,0.0171429,All
4.80075,0.0171429,43.4578,0.0171429,0.93868,0.0172857,All
4.80217,0.0172857,43.4578,0.0172857,0.940686,0.0174286,All
4.80296,0.0174286,43.4578,0.0174286,0.94492,0.0175714,All
4.80339,0.0175714,43.4578,0.0175714,0.948518,0.0177143,All
4.80452,0.0177143,43.4578,0.0177143,0.951229,0.0178571,All
4.80576,0.0178571,43.4578,0.0178571,0.951229,0.018,All
4.80745,0.018,43.4578,0.018,0.955644,0.0181429,All
4.80966,0.0181429,43.4578,0.0181429,0.956653,0.0182857,All
4.81165,0.0182857,43.4578,0.0182857,0.963223,0.0184286,All
4.81248,0.0184286,43.4578,0.0184286,0.969444,0.0185714,All
4.81383,0.0185714,43.4578,0.0185714,0.969444,0.0187143,All
4.81442,0.0187143,43.4578,0.0187143,0.969637,0.0188571,All
4.8148,0.0188571,43.4578,0.0188571,0.975925,0.019,All
4.81511,0.019,43.4578,0.019,0.982317,0.0191429,All
4.82601,0.0191429,43.4578,0.0191429,0.990221,0.0192857,All
4.82948,0.0192857,43.4578,0.0192857,0.991311,0.0194286,All
4.83009,0.0194286,43.4578,0.0194286,0.993132,0.0195714,All
4.83102,0.0195714,43.4578,0.0195714,0.994446,0.0197143,All
4.83182,0.0197143,43.4578,0.0197143,0.996771,0.0198571,All
4.83686,0.0198571,43.4578,0.0198571,0.996771,0.02,All
4.83808,0.02,43.4578,0.02,0.997246,0.0201429,All
4.83899,0.0201429,43.4578,0.0201429,0.997594,0.0202857,All
4.84301,0.0202857,43.4578,0.0202857,0.998618,0.0204286,All
4.84394,0.0204286,43.4578,0.0204286,1.00415,0.0205714,All
4.84627,0.0205714,43.4578,0.0205714,1.00828,0.0207143,All
4.84718,0.0207143,43.4578,0.0207143,1.01013,0.0208571,All
4.84917,0.0208571,43.4578,0.0208571,1.01013,0.021,All
4.85245,0.021,43.4578,0.021,1.01156,0.0211429,All
4.85245,0.0211429,43.4578,0.0211429,1.01557,0.0212857,All
4.85437,0.0212857,43.4578,0.0212857,1.02542,0.0214286,All
4.85711,0.0214286,43.4578,0.0214286,1.02622,0.0215714,All
4.85897,0.0215714,43.4578,0.0215714,1.02671,0.0217143,All
4.86104,0.0217143,43.4578,0.0217143,1.02671,0.0218571,All
4.86205,0.0218571,43.4578,0.0218571,1.02671,0.022,All
4.86311,0.022,43.4578,0.022,1.0277,0.0221429,All
4.86325,0.0221429,43.4578,0.0221429,1.0277,0.0222857,All
4.86624,0.0222857,43.4578,0.0222857,1.03508,0.0224286,All
4.86792,0.0224286,43.4578,0.0224286,1.03763,0.0225714,All
4.87107,0.0225714,43.4578,0.0225714,1.04018,0.0227143,All
4.87189,0.0227143,43.4578,0.0227143,1.04018,0.0228571,All
4.87282,0.0228571,43.4578,0.0228571,1.04236,0.023,All
4.87449,0.023,43.4578,0.023,1.04236,0.0231429,All
4.87569,0.0231429,43.4578,0.0231429,1.04257,0.0232857,All
4.87572,0.0232857,43.4578,0.0232857,1.04257,0.0234286,All
4.87597,0.0234286,43.4578,0.0234286,1.04755,0.0235714,All
4.87936,0.0235714,43.4578,0.0235714,1.04775,0.0237143,All
4.88215,0.0237143,43.4578,0.0237143,1.05183,0.0238571,All
4.88311,0.0238571,43.4578,0.0238571,1.05214,0.024,All
4.88421,0.024,43.4578,0.024,1.05651,0.0241429,All
4.88421,0.0241429,43.4578,0.0241429,1.05651,0.0242857,All
4.88421,0.0242857,43.4578,0.0242857,1.05772,0.0244286,All
4.88473,0.0244286,43.4578,0.0244286,1.05812,0.0245714,All
4.88476,0.0245714,43.4578,0.0245714,1.05827,0.0247143,All
4.88561,0.0247143,43.4578,0.0247143,1.05968,0.0248571,All
4.88588,0.0248571,43.4578,0.0248571,1.06595,0.025,All
4.88861,0.025,43.4578,0.025,1.06618,0.0251429,All
4.88868,0.0251429,43.4578,0.0251429,1.06667,0.0252857,All
4.89243,0.0252857,43.4578,0.0252857,1.06687,0.0254286,All
4.89549,0.0254286,43.4578,0.0254286,1.06765,0.0255714,All
4.89815,0.0255714,43.4578,0.0255714,1.06765,0.0257143,All
4.8992,0.0257143,43.4578,0.0257143,1.07738,0.0258571,All
4.9022,0.0258571,43.4578,0.0258571,1.08106,0.026,All
4.90228,0.026,43.4578,0.026,1.08385,0.0261429,All
4.90359,0.0261429,43.4578,0.0261429,1.08544,0.0262857,All
4.90408,0.0262857,43.4578,0.0262857,1.08544,0.0264286,All
4.90496,0.0264286,43.4578,0.0264286,1.08751,0.0265714,All
4.90563,0.0265714,43.4578,0.0265714,1.08776,0.0267143,All
4.90587,0.0267143,43.4578,0.0267143,1.08787,0.0268571,All
4.90832,0.0268571,43.4578,0.0268571,1.09435,0.027,All
4.90975,0.027,43.4578,0.027,1.09591,0.0271429,All
4.9098,0.0271429,43.4578,0.0271429,1.09591,0.0272857,All
4.91167,0.0272857,43.4578,0.0272857,1.10075,0.0274286,All
4.9129,0.0274286,43.4578,0.0274286,1.10109,0.0275714,All
4.91521,0.0275714,43.4578,0.0275714,1.10109,0.0277143,All
4.91546,0.0277143,43.4578,0.0277143,1.10458,0.0278571,All
4.91686,0.0278571,43.4578,0.0278571,1.10458,0.028,All
4.91769,0.028,43.4578,0.028,1.10763,0.0281429,All
4.91797,0.0281429,43.4578,0.0281429,1.10772,0.0282857,All
4.92294,0.0282857,43.4578,0.0282857,1.11226,0.0284286,All
4.92379,0.0284286,43.4578,0.0284286,1.11243,0.0285714,All
4.92404,0.0285714,43.4578,0.0285714,1.11243,0.0287143,All
4.92506,0.0287143,43.4578,0.0287143,1.11247,0.0288571,All
4.92624,0.0288571,43.4578,0.0288571,1.11247,0.029,All
4.92652,0.029,43.4578,0.029,1.13602,0.0291429,All
4.92712,0.0291429,43.4578,0.0291429,1.13791,0.0292857,All
4.92713,0.0292857,43.4578,0.0292857,1.13805,0.0294286,All
4.92754,0.0294286,43.4578,0.0294286,1.14287,0.0295714,All
4.92783,0.0295714,43.4578,0.0295714,1.14349,0.0297143,All
4.93644,0.0297143,43.4578,0.0297143,1.14389,0.0298571,All
4.93676,0.0298571,43.4578,0.0298571,1.1482,0.03,All
4.93874,0.03,43.4578,0.03,1.1482,0.0301429,All
4.93907,0.0301429,43.4578,0.0301429,1.15254,0.0302857,All
4.93981,0.0302857,43.4578,0.0302857,1.15397,0.0304286,All
4.94022,0.0304286,43.4578,0.0304286,1.15548,0.0305714,All
4.94032,0.0305714,43.4578,0.0305714,1.15548,0.0307143,All
4.94072,0.0307143,43.4578,0.0307143,1.15618,0.0308571,All
4.9413,0.0308571,43.4578,0.0308571,1.15724,0.031,All
4.94233,0.031,43.4578,0.031,1.16773,0.0311429,All
4.94295,0.0311429,43.4578,0.0311429,1.17131,0.0312857,All
4.94491,0.0312857,43.4578,0.0312857,1.17874,0.0314286,All
4.94636,0.0314286,43.4578,0.0314286,1.17874,0.0315714,All
4.94777,0.0315714,43.4578,0.0315714,1.17877,0.0317143,All
4.94836,0.0317143,43.4578,0.0317143,1.17898,0.0318571,All
4.95165,0.0318571,43.4578,0.0318571,1.18213,0.032,All
4.95808,0.032,43.4578,0.032,1.18213,0.0321429,All
4.95891,0.0321429,43.4578,0.0321429,1.1827,0.0322857,All
4.9607,0.0322857,43.4578,0.0322857,1.18302,0.0324286,All
4.96169,0.0324286,43.4578,0.0324286,1.19116,0.0325714,All
4.96207,0.0325714,43.4578,0.0325714,1.19766,0.0327143,All
4.96255,0.0327143,43.4578,0.0327143,1.20731,0.0328571,All
4.96317,0.0328571,43.4578,0.0328571,1.20908,0.033,All
4.96365,0.033,43.4578,0.033,1.20908,0.0331429,All
4.96377,0.0331429,43.4578,0.0331429,1.21218,0.0332857,All
4.96464,0.0332857,43.4578,0.0332857,1.21218,0.0334286,All
4.96841,0.0334286,43.4578,0.0334286,1.21228,0.0335714,All
4.96905,0.0335714,43.4578,0.0335714,1.21378,0.0337143,All
4.96926,0.0337143,43.4578,0.0337143,1.2162,0.0338571,All
4.96956,0.0338571,43.4578,0.0338571,1.2162,0.034,All
4.96964,0.034,43.4578,0.034,1.21744,0.0341429,All
4.97098,0.0341429,43.4578,0.0341429,1.22326,0.0342857,All
4.97323,0.0342857,43.4578,0.0342857,1.22405,0.0344286,All
4.97323,0.0344286,43.4578,0.0344286,1.2241,0.0345714,All
4.97367,0.0345714,43.4578,0.0345714,1.22886,0.0347143,All
4.97384,0.0347143,43.4578,0.0347143,1.22886,0.0348571,All
4.97476,0.0348571,43.4578,0.0348571,1.23035,0.035,All
4.97488,0.035,43.4578,0.035,1.23201,0.0351429,All
4.97538,0.0351429,43.4578,0.0351429,1.23399,0.0352857,All
4.97629,0.0352857,43.4578,0.0352857,1.23583,0.0354286,All
4.97674,0.0354286,43.4578,0.0354286,1.23895,0.0355714,All
4.97674,0.0355714,43.4578,0.0355714,1.24206,0.0357143,All
4.9768,0.0357143,43.4578,0.0357143,1.243,0.0358571,All
4.97815,0.0358571,43.4578,0.0358571,1.243,0.036,All
4.97842,0.036,43.4578,0.036,1.243,0.0361429,All
4.98,0.0361429,43.4578,0.0361429,1.243,0.0362857,All
4.98,0.0362857,43.4578,0.0362857,1.24321,0.0364286,All
4.98019,0.0364286,43.4578,0.0364286,1.24988,0.0365714,All
4.98082,0.0365714,43.4578,0.0365714,1.25326,0.0367143,All
4.98125,0.0367143,43.4578,0.0367143,1.2552,0.0368571,All
4.98246,0.0368571,43.4578,0.0368571,1.25601,0.037,All
4.98328,0.037,43.4578,0.037,1.26143,0.0371429,All
4.98397,0.0371429,43.4578,0.0371429,1.26338,0.0372857,All
4.98398,0.0372857,43.4578,0.0372857,1.2682,0.0374286,All
4.98398,0.0374286,43.4578,0.0374286,1.27086,0.0375714,All
4.9864,0.0375714,43.4578,0.0375714,1.27287,0.0377143,All
4.98643,0.0377143,43.4578,0.0377143,1.27778,0.0378571,All
4.98784,0.0378571,43.4578,0.0378571,1.28038,0.038,All
4.99065,0.038,43.4578,0.038,1.2807,0.0381429,All
4.99888,0.0381429,43.4578,0.0381429,1.28589,0.0382857,All
5.00113,0.0382857,43.4578,0.0382857,1.28961,0.0384286,All
5.00113,0.0384286,43.4578,0.0384286,1.29313,0.0385714,All
5.00214,0.0385714,43.4578,0.0385714,1.29478,0.0387143,All
5.00308,0.0387143,43.4578,0.0387143,1.29557,0.0388571,All
5.00565,0.0388571,43.4578,0.0388571,1.30171,0.039,All
5.00691,0.039,43.4578,0.039,1.30171,0.0391429,All
5.00759,0.0391429,43.4578,0.0391429,1.30171,0.0392857,All
5.00935,0.0392857,43.4578,0.0392857,1.30304,0.0394286,All
5.01562,0.0394286,43.4578,0.0394286,1.3068,0.0395714,All
5.02146,0.0395714,43.4578,0.0395714,1.30753,0.0397143,All
5.02309,0.0397143,43.4578,0.0397143,1.30753,0.0398571,All
5.02493,0.0398571,43.4578,0.0398571,1.3076,0.04,All
5.02511,0.04,43.4578,0.04,1.3076,0.0401429,All
5.02679,0.0401429,43.4578,0.0401429,1.30943,0.0402857,All
5.02826,0.0402857,43.4578,0.0402857,1.3103,0.0404286,All
5.02894,0.0404286,43.4578,0.0404286,1.31095,0.0405714,All
5.03279,0.0405714,43.4578,0.0405714,1.31462,0.0407143,All
5.03332,0.0407143,43.4578,0.0407143,1.31466,0.0408571,All
5.03341,0.0408571,43.4578,0.0408571,1.31701,0.041,All
5.0342,0.041,43.4578,0.041,1.31701,0.0411429,All
5.03774,0.0411429,43.4578,0.0411429,1.3212,0.0412857,All
5.03828,0.0412857,43.4578,0.0412857,1.32495,0.0414286,All
5.03871,0.0414286,43.4578,0.0414286,1.33535,0.0415714,All
5.03953,0.0415714,43.4578,0.0415714,1.3387,0.0417143,All
5.04158,0.0417143,43.4578,0.0417143,1.34033,0.0418571,All
5.0428,0.0418571,43.4578,0.0418571,1.34599,0.042,All
5.04491,0.042,43.4578,0.042,1.34599,0.0421429,All
5.04512,0.0421429,43.4578,0.0421429,1.35517,0.0422857,All
5.04517,0.0422857,43.4578,0.0422857,1.3612,0.0424286,All
5.04772,0.0424286,43.4578,0.0424286,1.3653,0.0425714,All
5.04782,0.0425714,43.4578,0.0425714,1.3653,0.0427143,All
5.04782,0.0427143,43.4578,0.0427143,1.36764,0.0428571,All
5.0492,0.0428571,43.4578,0.0428571,1.37041,0.043,All
5.0494,0.043,43.4578,0.043,1.37041,0.0431429,All
5.05054,0.0431429,43.4578,0.0431429,1.37138,0.0432857,All
5.05266,0.0432857,43.4578,0.0432857,1.3743,0.0434286,All
5.05281,0.0434286,43.4578,0.0434286,1.37579,0.0435714,All
5.05281,0.0435714,43.4578,0.0435714,1.37579,0.0437143,All
5.05358,0.0437143,43.4578,0.0437143,1.37821,0.0438571,All
5.05365,0.0438571,43.4578,0.0438571,1.38051,0.044,All
5.05416,0.044,43.4578,0.044,1.38058,0.0441429,All
5.05461,0.0441429,43.4578,0.0441429,1.38058,0.0442857,All
5.05688,0.0442857,43.4578,0.0442857,1.38177,0.0444286,All
5.0583,0.0444286,43.4578,0.0444286,1.38544,0.0445714,All
5.06041,0.0445714,43.4578,0.0445714,1.38544,0.0447143,All
5.06344,0.0447143,43.4578,0.0447143,1.3901,0.0448571,All
5.06371,0.0448571,43.4578,0.0448571,1.39032,0.045,All
5.0642,0.045,43.4578,0.045,1.39624,0.0451429,All
5.06422,0.0451429,43.4578,0.0451429,1.3973,0.0452857,All
5.06496,0.0452857,43.4578,0.0452857,1.3973,0.0454286,All
5.06496,0.0454286,43.4578,0.0454286,1.39974,0.0455714,All
5.06523,0.0455714,43.4578,0.0455714,1.4063,0.0457143,All
5.06717,0.0457143,43.4578,0.0457143,1.41133,0.0458571,All
5.06782,0.0458571,43.4578,0.0458571,1.41133,0.046,All
5.0705,0.046,43.4578,0.046,1.41467,0.0461429,All
5.07079,0.0461429,43.4578,0.0461429,1.42146,0.0462857,All
5.07099,0.0462857,43.4578,0.0462857,1.42423,0.0464286,All
5.07274,0.0464286,43.4578,0.0464286,1.42896,0.0465714,All
5.07327,0.0465714,43.4578,0.0465714,1.42963,0.0467143,All
5.07527,0.0467143,43.4578,0.0467143,1.4321,0.0468571,All
5.0758,0.0468571,43.4578,0.0468571,1.43359,0.047,All
5.07772,0.047,43.4578,0.047,1.43494,0.0471429,All
5.08105,0.0471429,43.4578,0.0471429,1.43494,0.0472857,All
5.08121,0.0472857,43.4578,0.0472857,1.43558,0.0474286,All
5.08371,0.0474286,43.4578,0.0474286,1.44501,0.0475714,All
5.08451,0.0475714,43.4578,0.0475714,1.44501,0.0477143,All
5.08718,0.0477143,43.4578,0.0477143,1.45228,0.0478571,All
5.09077,0.0478571,43.4578,0.0478571,1.45441,0.048,All
5.09146,0.048,43.4578,0.048,1.46436,0.0481429,All
5.10179,0.0481429,43.4578,0.0481429,1.46485,0.0482857,All
5.10447,0.0482857,43.4578,0.0482857,1.46531,0.0484286,All
5.10447,0.0484286,43.4578,0.0484286,1.468,0.0485714,All
5.10447,0.0485714,43.4578,0.0485714,1.47164,0.0487143,All
5.10693,0.0487143,43.4578,0.0487143,1.47598,0.0488571,All
5.10715,0.0488571,43.4578,0.0488571,1.47824,0.049,All
5.10725,0.049,43.4578,0.049,1.47826,0.0491429,All
5.10842,0.0491429,43.4578,0.0491429,1.48112,0.0492857,All
5.11133,0.0492857,43.4578,0.0492857,1.4838,0.0494286,All
5.11173,0.0494286,43.4578,0.0494286,1.48614,0.0495714,All
5.1133,0.0495714,43.4578,0.0495714,1.48658,0.0497143,All
5.1136,0.0497143,43.4578,0.0497143,1.48658,0.0498571,All
5.11474,0.0498571,43.4578,0.0498571,1.48729,0.05,All
5.11862,0.05,43.4578,0.05,1.48789,0.0501429,All
5.1202,0.0501429,43.4578,0.0501429,1.48801,0.0502857,All
5.12325,0.0502857,43.4578,0.0502857,1.48801,0.0504286,All
5.1237,0.0504286,43.4578,0.0504286,1.48801,0.0505714,All
5.12517,0.0505714,43.4578,0.0505714,1.48801,0.0507143,All
5.12667,0.0507143,43.4578,0.0507143,1.49139,0.0508571,All
5.12677,0.0508571,43.4578,0.0508571,1.4961,0.051,All
5.12813,0.051,43.4578,0.051,1.4961,0.0511429,All
5.12884,0.0511429,43.4578,0.0511429,1.49648,0.0512857,All
5.12884,0.0512857,43.4578,0.0512857,1.49733,0.0514286,All
5.13115,0.0514286,43.4578,0.0514286,1.50515,0.0515714,All
5.13205,0.0515714,43.4578,0.0515714,1.51319,0.0517143,All
5.13455,0.0517143,43.4578,0.0517143,1.51319,0.0518571,All
5.13555,0.0518571,43.4578,0.0518571,1.51781,0.052,All
5.13691,0.052,43.4578,0.052,1.51796,0.0521429,All
5.13709,0.0521429,43.4578,0.0521429,1.52459,0.0522857,All
5.13729,0.0522857,43.4578,0.0522857,1.53539,0.0524286,All
5.13895,0.0524286,43.4578,0.0524286,1.53992,0.0525714,All
5.14302,0.0525714,43.4578,0.0525714,1.54577,0.0527143,All
5.14395,0.0527143,43.4578,0.0527143,1.54861,0.0528571,All
5.1465,0.0528571,43.4578,0.0528571,1.55418,0.053,All
5.14766,0.053,43.4578,0.053,1.55532,0.0531429,All
5.14795,0.0531429,43.4578,0.0531429,1.55532,0.0532857,All
5.15245,0.0532857,43.4578,0.0532857,1.55663,0.0534286,All
5.15394,0.0534286,43.4578,0.0534286,1.56207,0.0535714,All
5.15525,0.0535714,43.4578,0.0535714,1.56238,0.0537143,All
5.15606,0.0537143,43.4578,0.0537143,1.56238,0.0538571,All
5.1593,0.0538571,43.4578,0.0538571,1.56238,0.054,All
5.16116,0.054,43.4578,0.054,1.56314,0.0541429,All
5.16138,0.0541429,43.4578,0.0541429,1.56314,0.0542857,All
5.16228,0.0542857,43.4578,0.0542857,1.56502,0.0544286,All
5.16344,0.0544286,43.4578,0.0544286,1.56998,0.0545714,All
5.16483,0.0545714,43.4578,0.0545714,1.57037,0.0547143,All
5.16483,0.0547143,43.4578,0.0547143,1.57423,0.0548571,All
5.16923,0.0548571,43.4578,0.0548571,1.5771,0.055,All
5.16968,0.055,43.4578,0.055,1.59374,0.0551429,All
5.17056,0.0551429,43.4578,0.0551429,1.60154,0.0552857,All
5.17134,0.0552857,43.4578,0.0552857,1.61024,0.0554286,All
5.17134,0.0554286,43.4578,0.0554286,1.61222,0.0555714,All
5.17166,0.0555714,43.4578,0.0555714,1.6125,0.0557143,All
5.1758,0.0557143,43.4578,0.0557143,1.61677,0.0558571,All
5.17753,0.0558571,43.4578,0.0558571,1.62532,0.056,All
5.17803,0.056,43.4578,0.056,1.62576,0.0561429,All
5.1805,0.0561429,43.4578,0.0561429,1.63102,0.0562857,All
5.18376,0.0562857,43.4578,0.0562857,1.63284,0.0564286,All
5.18488,0.0564286,43.4578,0.0564286,1.63971,0.0565714,All
5.18504,0.0565714,43.4578,0.0565714,1.6461,0.0567143,All
5.18522,0.0567143,43.4578,0.0567143,1.64972,0.0568571,All
5.18761,0.0568571,43.4578,0.0568571,1.65591,0.057,All
5.18921,0.057,43.4578,0.057,1.65635,0.0571429,All
5.19076,0.0571429,43.4578,0.0571429,1.65635,0.0572857,All
5.19084,0.0572857,43.4578,0.0572857,1.65665,0.0574286,All
5.19669,0.0574286,43.4578,0.0574286,1.66651,0.0575714,All
5.19922,0.0575714,43.4578,0.0575714,1.67821,0.0577143,All
5.20167,0.0577143,43.4578,0.0577143,1.67821,0.0578571,All
5.20195,0.0578571,43.4578,0.0578571,1.68262,0.058,All
5.20244,0.058,43.4578,0.058,1.69167,0.0581429,All
