iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1506.26,1,7.8892,3.05437,30.7597,10.8487,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1501.98,1,4.86401,4.19398,34.6635,12.0595,0.974679,0.974679,0.679443,0.998761,1.46202,1.55164,1.46202,1.16962
3,1483.97,1,4.90437,4.63545,31.1634,11.2935,0.95,0.95,0.913377,0.998761,1.425,1.57903,1.425,1.14
4,1473.42,1,4.54358,5.90168,29.3035,10.7057,0.925945,0.925945,0.83658,0.998761,1.38892,1.53905,1.38892,1.11113
5,1462.87,1,4.42193,4.66665,35.4891,12.5049,0.9025,0.9025,1.10636,0.998761,1.35375,1.50008,1.35375,1.083
6,1456.48,1,4.48583,5.22929,39.2774,13.5645,0.879648,0.879648,0.900764,0.998761,1.31947,1.63841,1.31947,1.05558
7,1442.34,1,4.78988,5.29261,41.9817,14.1448,0.857375,0.857375,0.795536,0.998761,1.28606,1.65253,1.28606,1.02885
8,1426.24,1,4.80332,4.20925,39.9857,13.5074,0.835666,0.835666,0.689268,0.998761,1.2535,1.61069,1.2535,1.0028
9,1415.27,1,5.04936,3.893,47.8181,15.7534,0.814506,0.814506,0.690382,0.998761,1.22176,1.5699,1.22176,0.977407
10,1401.94,1,5.40885,3.67854,41.7495,14.1314,0.793882,0.793882,0.436742,0.998761,1.19082,1.60565,1.19082,0.952659
11,1394.67,1,5.49821,3.00518,44.0129,14.7216,0.773781,0.773781,0.549035,0.998761,1.16067,1.565,1.16067,0.928537
12,1378.9,1,5.32251,2.35157,38.6846,13.2477,0.754188,0.754188,0.562292,0.998761,1.13128,1.52537,1.13128,0.905026
13,1369.61,1,5.45519,3.50229,39.5969,13.4255,0.735092,0.735092,0.611084,0.998761,1.10264,1.48675,1.10264,0.88211
14,1363.02,1,5.14785,3.22768,39.2057,13.2134,0.716479,0.716479,0.557199,0.998761,1.07472,1.59981,1.07472,0.859775
15,1350.39,1,5.22412,3.25741,38.4988,13.0354,0.698337,0.698337,0.853588,0.998761,1.04751,1.73544,1.04751,0.838005
16,1344.89,1,5.00738,4.06091,34.6558,11.9254,0.680655,0.680655,0.747234,0.998761,1.02098,1.71493,1.02098,0.816786
17,1330.72,1,5.05105,3.52766,33.6014,11.7144,0.66342,0.66342,0.597903,0.998761,0.995131,1.67335,0.995131,0.796105
18,1315.72,1,5.42579,4.83611,35.2812,12.1565,0.646622,0.646622,0.314263,0.998761,0.969933,1.63838,0.969933,0.775947
19,1303.43,1,5.18474,4.9301,33.5321,11.5717,0.630249,0.630249,0.508052,0.998761,0.945374,1.84847,0.945374,0.756299
20,1292.44,1,5.3714,4.64287,31.0374,10.8545,0.614291,0.614291,0.47634,0.998761,0.921437,1.80167,0.921437,0.737149
21,1278.99,1,5.4632,6.03826,29.934,10.6115,0.598737,0.598737,0.343523,0.998761,0.898105,1.75605,0.898105,0.718484
22,1274.76,1,5.32726,5.63866,32.2613,11.3312,0.583577,0.583577,0.146057,0.998761,0.875365,1.71159,0.875365,0.700292
23,1262.32,1,5.16847,4.24252,31.7897,11.2291,0.5688,0.5688,0.463136,0.998761,0.8532,1.66825,0.8532,0.68256
24,1246.46,1,5.41601,3.08465,30.9268,10.9313,0.554398,0.554398,0.496281,0.998761,0.831597,1.62601,0.831597,0.665277
25,1243.5,1,5.37019,3.11528,31.7573,11.1116,0.54036,0.54036,0.469964,0.998761,0.81054,1.58484,0.81054,0.648432
26,1233.31,1,5.42815,2.40789,33.8779,11.7644,0.526678,0.526678,0.404691,0.998761,0.790017,1.5691,0.790017,0.632013
27,1214.11,1,5.53511,3.2275,36.5671,12.4389,0.513342,0.513342,0.464145,0.998761,0.770013,1.52937,0.770013,0.61601
28,1206.16,1,5.4148,3.07299,34.6285,11.8061,0.500344,0.500344,0.484774,0.998761,0.750516,1.49732,0.750516,0.600413
29,1194.51,1,5.41163,3.01622,33.5038,11.4383,0.487675,0.487675,0.484137,0.998761,0.731512,1.60649,0.731512,0.58521
30,1184.83,1,5.48785,3.13279,35.1217,11.819,0.475327,0.475327,0.441374,0.998761,0.71299,1.56581,0.71299,0.570392
31,1187.3,1,5.40427,2.24779,33.1988,11.2157,0.463291,0.463291,0.488876,0.998761,0.694937,1.6081,0.694937,0.555949
32,1170.91,1,5.31649,1.62333,31.0921,10.5758,0.45156,0.45156,0.595321,0.998761,0.677341,1.56738,0.677341,0.541873
33,1157.51,1,5.19885,1.53945,30.4003,10.3658,0.440127,0.440127,0.608761,0.998761,0.66019,1.52769,0.66019,0.528152
34,1148.21,1,5.23124,1.53134,29.4302,10.128,0.428982,0.428982,0.646798,0.998761,0.643474,1.55337,0.643474,0.514779
35,1139.29,1,5.28677,1.83566,30.7096,10.4959,0.41812,0.41812,0.503507,0.998761,0.627181,1.54659,0.627181,0.501744
36,1128.76,1,5.39979,2.47045,31.5215,10.6793,0.407533,0.407533,0.476934,0.998761,0.6113,1.54701,0.6113,0.48904
37,1128.3,1,5.42705,2.41702,30.8672,10.4697,0.397214,0.397214,0.506169,0.998761,0.595821,1.50784,0.595821,0.476657
38,1111.89,1,5.44259,2.20723,31.6198,10.627,0.387157,0.387157,0.502105,0.998761,0.580735,1.46966,0.580735,0.464588
39,1087.22,1,5.49151,2.94789,32.9194,11.0434,0.377354,0.377354,0.533968,0.998761,0.56603,1.43245,0.56603,0.452824
40,1085.98,1,5.36916,3.08111,32.0449,10.804,0.367799,0.367799,0.478365,0.998761,0.551698,1.48618,0.551698,0.441359
41,1080.23,1,5.52344,3.09846,32.1533,10.8416,0.358486,0.358486,0.446858,0.998761,0.537729,1.44855,0.537729,0.430183
42,1066.71,1,5.43201,2.69683,32.1589,10.9091,0.349409,0.349409,0.541821,0.998761,0.524113,1.41187,0.524113,0.419291
43,1060.21,1,5.45175,3.60352,31.2421,10.6821,0.340562,0.340562,0.430098,0.998761,0.510842,1.42867,0.510842,0.408674
44,1047.66,1,5.39866,3.4347,29.8601,10.3508,0.331938,0.331938,0.493762,0.998761,0.497908,1.3925,0.497908,0.398326
45,1040.32,1,5.4554,2.88203,28.8742,10.071,0.323534,0.323534,0.445418,0.998761,0.4853,1.35724,0.4853,0.38824
46,1028.08,1,5.42317,2.11909,29.5414,10.2766,0.315341,0.315341,0.557533,0.998761,0.473012,1.32287,0.473012,0.37841
47,1023.23,1,5.35894,2.42535,29.148,10.1792,0.307357,0.307357,0.535725,0.998761,0.461035,1.29479,0.461035,0.368828
48,1009.6,1,5.4068,1.90735,28.6466,10.0071,0.299574,0.299574,0.565404,0.998761,0.449362,1.26201,0.449362,0.359489
49,1001.35,1,5.31013,2.21456,28.0691,9.83694,0.291989,0.291989,0.55526,0.998761,0.437984,1.23005,0.437984,0.350387
