iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1451.88,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1436.36,1,5.68776,1.00951,0.587007,49.5714,18.8938,58.7503,0.974679,0.974679,0.974679,0.974679,0.998743,0.974679,0.974679
3,1431.66,1,4.33444,1.24182,0.816373,50.4878,18.9924,60.4455,0.95,0.95,0.975233,0.95,0.998743,0.95,0.95
4,1416.48,1,4.60288,0.919881,0.74394,50.3205,22.1247,59.8412,0.925945,0.925945,0.982275,0.925945,0.998743,0.925945,0.925945
5,1406.46,1,4.42679,0.901847,0.741815,49.9897,16.636,59.1664,0.9025,0.9025,0.973927,0.9025,0.998743,0.9025,0.9025
6,1397.59,1,6.10634,1.25015,0.393146,52.7145,17.5144,62.1663,0.879648,0.879648,1.04443,0.879648,0.998743,0.879648,0.879648
7,1392.12,1,6.06644,0.725097,0.47308,54.5984,17.6278,64.6181,0.857375,0.857375,1.01798,0.857375,0.998743,0.857375,0.857375
8,1371.66,1,4.46443,0.980007,0.787302,59.3787,18.2169,69.8407,0.835666,0.835666,0.992205,0.835666,0.998743,0.835666,0.835666
9,1369.42,1,6.82358,1.12323,0.350885,73.2183,18.895,86.1884,0.814506,0.814506,1.01729,0.814506,0.998743,0.814506,0.814506
10,1360.73,1,8.57994,1.27686,0.111693,68.6572,17.0411,80.802,0.793882,0.793882,1.06966,0.793882,0.998743,0.793882,0.793882
11,1346.01,1,5.5528,1.16921,0.537819,73.6035,14.1919,86.1202,0.773781,0.773781,1.04258,0.773781,0.998743,0.773781,0.773781
12,1332.6,1,5.53245,1.03014,0.603835,67.8577,13.6577,78.7789,0.754188,0.754188,1.05806,0.754188,0.998743,0.754188,0.754188
13,1330.46,1,7.23272,1.16671,0.248799,72.7839,15.3209,84.4333,0.735092,0.735092,1.13724,0.735092,0.998743,0.735092,0.735092
14,1325.21,1,5.58181,0.856042,0.524034,75.0628,10.9755,87.2345,0.716479,0.716479,1.23307,0.716479,0.998743,0.716479,0.716479
15,1313.69,1,6.6421,1.0776,0.406596,67.9991,12.964,79.1386,0.698337,0.698337,1.31814,0.698337,0.998743,0.698337,0.698337
16,1301.86,1,5.92794,1.0762,0.484863,62.3954,14.2697,73.1175,0.680655,0.680655,1.43938,0.680655,0.998743,0.680655,0.680655
17,1281.35,1,6.06838,1.13493,0.434942,57.6424,12.754,67.3326,0.66342,0.66342,1.40293,0.66342,0.998743,0.66342,0.66342
18,1278.2,1,6.37643,1.24003,0.387402,60.6819,10.0478,70.7308,0.646622,0.646622,1.36741,0.646622,0.998743,0.646622,0.646622
19,1269.45,1,6.33353,1.08928,0.415761,57.2251,10.6692,66.1725,0.630249,0.630249,1.4734,0.630249,0.998743,0.630249,0.630249
20,1252.76,1,6.19606,1.10048,0.417921,52.0195,10.4389,60.2857,0.614291,0.614291,1.43609,0.614291,0.998743,0.614291,0.614291
21,1252.04,1,6.60959,1.02107,0.407677,48.7409,11.4766,56.5825,0.598737,0.598737,1.42481,0.598737,0.998743,0.598737,0.598737
22,1226.16,1,7.08151,1.00245,0.332983,52.7737,9.6314,61.3644,0.583577,0.583577,1.38874,0.583577,0.998743,0.583577,0.583577
23,1218.81,1,6.12862,0.851617,0.499709,50.5376,9.46609,59.0848,0.5688,0.5688,1.35633,0.5688,0.998743,0.5688,0.5688
