iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,636.19,1,10.2275,11.1604,43.2233,60.344,0.3,1,1,1,1
2,595.173,1,10.1202,14.5331,33.4467,56.1497,0.24,0.894427,0.917804,0.894427,0.920645
3,562.035,1,10.045,14.4042,33.1089,60.7098,0.192,0.8,0.820909,0.8,0.868656
4,516.355,1,10.2205,15.3568,34.5711,60.1244,0.1536,0.715542,0.734244,0.715542,0.903923
5,485.501,1,10.0161,13.7644,36.6975,60.7494,0.123046,0.64,0.773769,0.64,0.847313
6,455.074,1,10.103,13.3617,34.2679,57.0827,0.107558,0.572433,0.785042,0.572433,0.838818
7,428.519,1,10.0616,11.6991,34.9852,62.7588,0.0968264,0.512,0.75247,0.512,0.824714
8,414.9,1,10.0055,12.028,35.2153,61.0762,0.0922705,0.457947,0.682575,0.457947,0.854112
9,392.926,1,9.97455,10.9682,36.2086,63.1161,0.0860454,0.4096,0.610514,0.4096,0.85251
10,378.559,1,10.082,10.7839,36.0038,56.0704,0.0804955,0.366357,0.65583,0.377905,0.762508
11,367.429,1,10.0671,10.7163,35.8667,56.5998,0.0778246,0.32768,0.625105,0.361538,0.721296
12,351.545,1,10.0377,10.5448,35.7695,56.8353,0.07343,0.293086,0.609805,0.323637,0.695727
13,350.022,1,10.0404,10.2585,36.11,56.4887,0.0729043,0.262144,0.643,0.320543,0.691173
14,345.11,1,10.0246,10.1584,35.9434,57.4126,0.0714618,0.260104,0.613869,0.307576,0.729582
15,325.66,1,10.1018,10.6177,36.8575,55.8039,0.0657893,0.258373,0.627604,0.294695,0.652558
16,325.57,1,10.0788,10.6817,36.3778,56.3236,0.0658616,0.260596,0.604754,0.300967,0.641202
17,322.354,1,10.1282,10.8742,36.3781,55.8383,0.06421,0.266578,0.623973,0.304151,0.659717
18,319.354,1,10.1198,10.6895,36.1558,52.504,0.0646224,0.268724,0.558098,0.288084,0.671803
19,307.986,1,10.0822,10.537,36.4512,51.6345,0.0608065,0.273711,0.519232,0.300106,0.665116
20,311.359,1,10.1159,10.692,36.7256,53.1065,0.0613462,0.272192,0.550283,0.29615,0.702549
21,309.455,1,10.1305,10.7214,36.1761,51.5637,0.060638,0.266073,0.57984,0.304682,0.650844
22,312.774,1,10.1385,10.6347,36.3353,52.113,0.0621087,0.267815,0.580194,0.302638,0.620756
23,307.218,1,10.1553,10.0311,37.1189,53.5378,0.0607895,0.266447,0.588886,0.292192,0.6195
24,287.588,1,10.143,10.0944,37.5348,55.3925,0.055759,0.264954,0.550031,0.271922,0.634665
25,291.043,1,10.1541,10.2952,37.2802,54.408,0.0570049,0.268364,0.559527,0.277998,0.590845
26,291.977,1,10.1408,9.91045,37.3205,55.9787,0.0572541,0.268339,0.544977,0.281463,0.591812
27,300.205,1,10.179,9.94773,37.2887,54.7398,0.0609113,0.267716,0.509661,0.280786,0.563404
28,298.701,1,10.2567,9.84507,37.9064,50.8484,0.0614013,0.255169,0.508683,0.258307,0.602344
29,297.663,1,10.2492,9.92119,38.0815,52.5501,0.0602926,0.256277,0.535688,0.262154,0.609413
30,289.351,1,10.2492,9.5556,38.3978,51.9972,0.0579929,0.261728,0.568584,0.258987,0.5519
