rep,id,eta_Cl,eta_V1,eta_Q,eta_V2
1,1,-0.621207821321213,-0.562699266725053,0.723157936066507,-0.15778092183578
2,1,-0.655594381022587,-0.257899314034987,0.428705427209761,-0.0623915007002973
3,1,-0.612752280924689,-0.991282724226291,0.96778634054396,-0.293919781366708
4,1,-0.688236956180894,-0.462959840393438,0.392225073885892,-0.106380748994802
5,1,-0.679183851019648,-0.384666005819082,0.293448642868031,-0.10315106917914
6,1,-0.619457194148001,-0.667589852588548,0.620380846869266,-0.178464285686224
7,1,-0.644279321431627,-0.232318231261183,0.131096533119976,-0.0369474874362013
8,1,-0.615034868198309,-0.723923652616029,0.591692336610186,-0.187818329001474
9,1,-0.611184326953269,-1.13476005423984,1.50107004807798,-0.303206996103947
10,1,-0.655709845630245,-0.584808644342251,0.598963833778875,-0.141652607033199
1,2,0.256672215788642,0.0820852164764111,0.549492940865856,0.0181524931677038
2,2,0.265563935363921,0.0820993973893505,0.489557185602348,0.0230642488683259
3,2,0.278215609463134,0.239516239747244,-0.100370885509469,0.0700981216876853
4,2,0.257318929041415,0.0996871592266589,0.00390921097172545,-0.00422954990383806
5,2,0.269464090415993,-0.115921190002928,0.655978194015806,-0.0466535066611609
6,2,0.266313944436495,0.133571246106114,-0.0280231372828717,0.0326066358063946
7,2,0.250038087950253,0.181111935269097,-0.374233875661705,0.0625123831653507
8,2,0.232638128030269,-0.159381364287601,0.356239863852565,-0.0136711958691056
9,2,0.234327514448219,-0.0840972617706118,0.423340651019998,-0.0256550705283731
10,2,0.280233412542078,0.133624144782137,0.329429612889654,0.0516906440461327
1,3,0.159100464117489,0.0300219427476945,0.125150280717028,-0.0041795264164563
2,3,0.166240812268708,0.236905263751823,0.0509402981126571,0.0776273390079329
3,3,0.182131499142318,0.278930659162007,-0.303237778206649,0.0684845908575879
4,3,0.177301619509213,0.115433454425333,0.10553259645428,0.0320206514298862
5,3,0.175809016048002,0.11799925424777,0.0924118028303302,0.0576729067243317
6,3,0.172641711515352,0.150733872273237,-0.0426905598490899,0.040283931211384
7,3,0.193881624020117,0.234655082724001,-0.187819397803075,0.0510859754896403
8,3,0.216462600365537,-0.0771023514533353,0.760495843746553,-0.0214197075132774
9,3,0.189532901884946,0.145523322296797,0.00185421097890602,0.0523054447210295
10,3,0.209073600034964,0.278540352205356,0.0115150082181361,0.0834936655237833
1,4,-0.0380656893624012,-0.0753443810093289,-0.58902895019806,0.011393284299606
2,4,-0.0429483577304808,-0.64398604780293,0.668436969065598,-0.173046469334689
3,4,-0.0169668014784571,-0.823800000995433,1.26576251841161,-0.205957229016658
4,4,-0.027841720923777,-0.898991213498791,1.29257199150975,-0.243223504900899
5,4,0.00451319538729102,-0.0938435012503492,-0.248498733767078,-0.0391908216910194
6,4,0.0232204170380474,-0.648827431488991,1.17821271909343,-0.168476420472491
7,4,-0.0324730162153043,-0.997743526759158,1.04176814289992,-0.286124145673325
8,4,-0.0223079310103983,-0.827224816110297,1.10752185792963,-0.205086987012938
9,4,-0.00475154495628321,-0.148122116684431,-0.218151070470239,-0.0418088880804655
10,4,0.0250441465223065,-0.633076706019878,1.35979381267928,-0.200064685498561
1,5,-0.146996300274648,0.158956546739644,0.242054896802157,0.0610809675031298
