popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
7.62884,7.85519,7.62884,6.94192,8.38374,4.26352,4.3206,4.26352,3.88155,4.68308,All
7.87495,8.01284,7.87495,7.16564,8.65448,4.49184,4.53797,4.49184,4.08926,4.93405,All
8.12899,8.24171,8.12899,7.39656,8.93396,4.73237,4.76866,4.73237,4.30807,5.19847,All
8.22261,8.33612,8.22261,7.48166,9.03695,4.98579,5.01449,4.98579,4.53858,5.47707,All
8.39123,8.50645,8.39123,7.63492,9.22247,5.25278,5.27647,5.25278,4.78142,5.77061,All
8.66193,8.81535,8.66193,7.88096,9.5203,5.33585,5.35828,5.33585,4.85697,5.86195,All
8.81638,8.99455,8.81638,8.02133,9.69024,5.53407,5.55424,5.53407,5.03725,6.07989,All
8.94137,9.13794,8.94137,8.13492,9.82776,5.83042,5.84997,5.83042,5.30676,6.40576,All
9.22981,9.46638,9.22981,8.39707,10.1451,6.14264,6.1631,6.14264,5.59068,6.74909,All
9.41015,9.66866,9.41015,8.56096,10.3436,6.40818,6.43107,6.40818,5.83214,7.04112,All
9.52757,9.79917,9.52757,8.66765,10.4728,6.47158,6.49521,6.47158,5.88978,7.11084,All
9.83492,10.133,9.83492,8.94696,10.811,6.81813,6.8458,6.81813,6.20488,7.49199,All
10.0039,10.3166,10.0039,9.10052,10.997,7.18324,7.21587,7.18324,6.53683,7.89358,All
10.1522,10.4776,10.1522,9.23525,11.1602,7.48051,7.51709,7.48051,6.80707,8.22057,All
10.4797,10.831,10.4797,9.53284,11.5206,7.56791,7.60553,7.56791,6.88652,8.31671,All
10.5977,10.9563,10.5977,9.64004,11.6505,7.97317,8.01462,7.97317,7.25492,8.76253,All
10.8178,11.1884,10.8178,9.84001,11.8927,8.40013,8.44286,8.40013,7.64301,9.23226,All
11.1668,11.5552,11.1668,10.1571,12.2768,8.55284,8.59511,8.55284,7.78181,9.40027,All
11.1915,11.5809,11.1915,10.1795,12.304,8.84996,8.89078,8.84996,8.05185,9.72718,All
11.527,11.9303,11.527,10.4843,12.6734,9.32388,9.35994,9.32388,8.48255,10.2487,All
11.7852,12.1992,11.7852,10.7189,12.9576,9.62517,9.65717,9.62517,8.75635,10.5802,All
11.8989,12.3175,11.8989,10.8221,13.0827,9.82317,9.85249,9.82317,8.93628,10.7981,All
12.2827,12.7145,12.2827,11.1708,13.5053,10.3492,10.37,10.3492,9.41426,11.377,All
12.379,12.8134,12.379,11.2583,13.6113,10.6975,10.7125,10.6975,9.73072,11.7603,All
12.679,13.1214,12.679,11.5308,13.9415,10.9034,10.9151,10.9034,9.9178,11.987,All
12.9728,13.4231,12.9728,11.7976,14.265,11.4873,11.4908,11.4873,10.4483,12.6296,All
13.088,13.5414,13.088,11.9023,14.3918,11.7698,11.7704,11.7698,10.7049,12.9407,All
13.5102,13.9747,13.5102,12.2857,14.8567,12.1024,12.1006,12.1024,11.0071,13.3068,All
13.5665,14.0318,13.5665,12.3369,14.9187,12.7505,12.7479,12.7505,11.5958,14.0203,All
13.946,14.4165,13.946,12.6816,15.3366,12.8422,12.8399,12.8422,11.679,14.1212,All
14.1603,14.6338,14.1603,12.8762,15.5725,13.4333,13.4348,13.4333,12.2159,14.772,All
14.3959,14.8721,14.3959,13.0901,15.832,13.9145,13.9217,13.9145,12.6529,15.3018,All
14.7541,15.2299,14.7541,13.4154,16.2264,14.1527,14.1633,14.1527,12.8692,15.5641,All
14.8603,15.336,14.8603,13.5119,16.3434,14.9105,14.9333,14.9105,13.5575,16.3987,All
15.3397,15.8148,15.3397,13.9472,16.8713,14.9868,15.011,14.9868,13.6267,16.4827,All
15.3479,15.8229,15.3479,13.9546,16.8803,15.709,15.7476,15.709,14.2825,17.278,All
15.8346,16.3091,15.8346,14.3965,17.4163,16.0591,16.1051,16.0591,14.6004,17.6637,All
15.9416,16.416,15.9416,14.4937,17.5342,16.5502,16.6066,16.5502,15.0462,18.2045,All
16.3454,16.8193,16.3454,14.8603,17.9789,17.1315,17.1989,17.1315,15.5739,18.8448,All
16.5354,17.0085,16.5354,15.0328,18.1882,17.4365,17.5095,17.4365,15.8508,19.1808,All
16.8727,17.3414,16.8727,15.339,18.5597,18.2038,18.2909,18.2038,16.5474,20.026,All
17.1292,17.5928,17.1292,15.5718,18.8422,18.3702,18.4603,18.3702,16.6984,20.2094,All
17.417,17.8738,17.417,15.8332,19.1593,19.2761,19.3767,19.2761,17.5207,21.2074,All
17.7229,18.1724,17.7229,16.1109,19.4963,19.3539,19.455,19.3539,17.5913,21.2932,All
17.9789,18.4223,17.9789,16.3432,19.7783,20.3485,20.4515,20.3485,18.4939,22.389,All
18.3167,18.7521,18.3167,16.6499,20.1504,20.3903,20.4935,20.3903,18.5319,22.4351,All
18.5589,18.9885,18.5589,16.8697,20.4172,21.4208,21.5212,21.4208,19.4671,23.5706,All
18.9105,19.3318,18.9105,17.1888,20.8046,21.4822,21.5822,21.4822,19.5228,23.6383,All
19.1576,19.573,19.1576,17.4131,21.0768,22.4931,22.5831,22.4931,20.4401,24.7523,All
19.5042,19.9101,19.5042,17.7277,21.4588,22.6326,22.7208,22.6326,20.5667,24.9061,All
19.7756,20.1715,19.7756,17.974,21.7578,23.5654,23.6396,23.5654,21.413,25.9342,All
20.098,20.482,20.098,18.2666,22.113,23.8446,23.9145,23.8446,21.6663,26.2419,All
20.4136,20.786,20.4136,18.553,22.4607,24.6378,24.6928,24.6378,22.3859,27.1162,All
20.6918,21.054,20.6918,18.8055,22.7673,25.1215,25.1668,25.1215,22.8247,27.6494,All
21.0721,21.4204,21.0721,19.1506,23.1864,25.7101,25.7436,25.7101,23.3587,28.2983,All
21.2856,21.626,21.2856,19.3443,23.4216,26.4667,26.4843,26.4667,24.045,29.1324,All
21.7519,22.0749,21.7519,19.7675,23.9355,26.7824,26.7933,26.7824,24.3314,29.4804,All
21.8793,22.1973,21.8793,19.8832,24.0759,27.8548,27.843,27.8548,25.304,30.6627,All
22.4536,22.7501,22.4536,20.4042,24.7088,27.884,27.8717,27.884,25.3305,30.695,All
22.4731,22.769,22.4731,20.4219,24.7303,28.9271,28.8932,28.9271,26.2765,31.8451,All
23.0669,23.3437,23.0669,20.9607,25.3847,29.3772,29.334,29.3772,26.6847,32.3414,All
23.178,23.4512,23.178,21.0615,25.5071,29.9994,29.9437,29.9994,27.249,33.0275,All
23.6606,23.9184,23.6606,21.4994,26.0391,30.9504,30.8761,30.9504,28.1113,34.0762,All
23.9257,24.175,23.9257,21.7399,26.3313,31.0717,30.9952,31.0717,28.2213,34.2101,All
24.2544,24.4931,24.2544,22.0381,26.6936,32.1441,32.0478,32.1441,29.1937,35.3927,All
24.6975,24.922,24.6975,22.4401,27.182,32.6078,32.5034,32.6078,29.6141,35.9041,All
24.8482,25.0679,24.8482,22.5768,27.3481,33.2164,33.1016,33.2164,30.1659,36.5754,All
25.442,25.6426,25.442,23.1154,28.0027,34.2887,34.1568,34.2887,31.1381,37.7582,All
25.4943,25.6932,25.4943,23.1629,28.0603,34.3539,34.221,34.3539,31.1972,37.8301,All
26.0357,26.2206,26.0357,23.654,28.6572,35.3611,35.2138,35.3611,32.1102,38.9411,All
26.3167,26.4983,26.3167,23.9089,28.967,36.1936,36.0357,36.1936,32.8649,39.8595,All
26.6295,26.8075,26.6295,24.1926,29.3118,36.4334,36.2726,36.4334,33.0822,40.124,All
27.1657,27.3374,27.1657,24.679,29.903,37.5057,37.3388,37.5057,34.0542,41.307,All
27.2233,27.3944,27.2233,24.7312,29.9664,38.1318,37.963,38.1318,34.6217,41.9977,All
27.817,27.9813,27.817,25.2697,30.6211,38.5781,38.408,38.5781,35.0262,42.4901,All
28.042,28.2037,28.042,25.4738,30.8692,39.6504,39.4771,39.6504,35.998,43.6733,All
28.4108,28.5676,28.4108,25.8083,31.2758,40.1737,39.9989,40.1737,36.4723,44.2508,All
28.9467,29.0874,28.9467,26.2942,31.8666,40.7227,40.5462,40.7227,36.9698,44.8565,All
29.0046,29.1436,29.0046,26.3468,31.9305,41.795,41.6154,41.795,37.9416,46.0399,All
29.5983,29.7196,29.5983,26.8852,32.5852,42.325,42.1438,42.325,38.4218,46.6247,All
29.8805,29.9934,29.8805,27.1411,32.8964,42.8674,42.6845,42.8674,38.9133,47.2232,All
30.1921,30.2957,30.1921,27.4237,33.24,43.9397,43.7537,43.9397,39.8849,48.4067,All
30.7859,30.8717,30.7859,27.9621,33.8948,44.5915,44.4082,44.5915,40.4755,49.1261,All
30.8444,30.9285,30.8444,28.0152,33.9594,45.012,44.8366,45.012,40.8565,49.5902,All
31.3797,31.4478,31.3797,28.5005,34.5496,46.0844,45.9288,46.0844,41.8281,50.7738,All
31.8395,31.8938,31.8395,28.9175,35.0567,46.9794,46.8405,46.9794,42.6389,51.7617,All
31.9734,32.0238,31.9734,29.0389,35.2045,47.1567,47.0211,47.1567,42.7995,51.9574,All
32.5672,32.5998,32.5672,29.5773,35.8594,48.229,48.1133,48.229,43.771,53.1411,All
32.8666,32.8903,32.8666,29.8487,36.1896,49.3013,49.2056,49.3013,44.7424,54.3249,All
33.161,33.1756,33.161,30.1156,36.5142,49.4952,49.403,49.4952,44.9179,54.5388,All
33.7547,33.693,33.7547,30.654,37.1692,50.3737,50.2979,50.3737,45.7137,55.5087,All
33.9269,33.843,33.9269,30.81,37.359,51.446,51.3902,51.446,46.685,56.6925,All
34.3485,34.2105,34.3485,31.1923,37.8241,52.1456,52.1218,52.1456,47.3187,57.465,All
34.9423,34.7279,34.9423,31.7305,38.4791,52.5183,52.5116,52.5183,47.6562,57.8765,All
35.0213,34.7969,35.0213,31.8022,38.5663,53.5907,53.633,53.5907,48.6274,59.0605,All
35.536,35.2454,35.536,32.2688,39.1341,54.663,54.7544,54.663,49.5986,60.2445,All
36.1298,35.7629,36.1298,32.8071,39.7891,54.938,55.042,54.938,49.8477,60.5482,All
36.1511,35.7814,36.1511,32.8264,39.8126,55.7353,55.8757,55.7353,50.5697,61.4286,All
36.7236,36.2803,36.7236,33.3453,40.4442,56.8076,56.9971,56.8076,51.5407,62.6128,All
37.3174,36.7866,37.3174,33.8835,41.0992,57.88,58.1185,57.88,52.5118,63.797,All
