Cl_pop,0.00503,-9.69e-5,0.000491,-0.000461,-6.36e-5,1.57e-5,0.000157,-0.000429,-2.14e-6,2.23e-5,-6.98e-6
V1_pop,-9.69e-5,0.00747,-0.00671,0.00235,3.64e-5,0.000258,-0.00485,0.00186,1.2e-7,-0.0003,0.000132
Q_pop,0.000491,-0.00671,0.0521,-0.00634,-5.99e-6,-0.000326,0.0119,-0.00287,-1.67e-5,0.000878,-0.000386
V2_pop,-0.000461,0.00235,-0.00634,0.026,0.0003,4.34e-5,-0.00187,0.00828,1.53e-5,-0.000363,0.000124
omega_Cl,-6.36e-5,3.64e-5,-5.99e-6,0.0003,0.00271,-3.88e-5,6.64e-5,9.75e-5,3.46e-6,4.14e-5,-2.01e-5
omega_V1,1.57e-5,0.000258,-0.000326,4.34e-5,-3.88e-5,0.00386,-0.00161,0.00172,3.32e-6,3.57e-5,-2.04e-5
omega_Q,0.000157,-0.00485,0.0119,-0.00187,6.64e-5,-0.00161,0.0317,-0.00649,-1.7e-5,0.000784,-0.000332
omega_V2,-0.000429,0.00186,-0.00287,0.00828,9.75e-5,0.00172,-0.00649,0.0306,7.39e-5,-0.000799,0.000242
b1,-2.14e-6,1.2e-7,-1.67e-5,1.53e-5,3.46e-6,3.32e-6,-1.7e-5,7.39e-5,0.000109,-1.59e-5,4.45e-6
a2,2.23e-5,-0.0003,0.000878,-0.000363,4.14e-5,3.57e-5,0.000784,-0.000799,-1.59e-5,0.000668,-0.000244
b2,-6.98e-6,0.000132,-0.000386,0.000124,-2.01e-5,-2.04e-5,-0.000332,0.000242,4.45e-6,-0.000244,9.46e-5
