iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1426.61,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1412.24,1,7.6672,0.571938,0.381822,48.4319,19.7326,57.4297,0.974679,0.974679,1.03948,0.974679,0.998743,0.974679,0.974679
3,1404.26,1,6.7049,0.821442,0.517581,53.6757,17.8844,64.3522,0.95,0.95,1.02281,0.95,0.998743,0.95,0.95
4,1386.41,1,7.62819,0.825428,0.336032,58.0948,21.4782,69.6562,0.925945,0.925945,1.08135,0.925945,0.998743,0.925945,0.925945
5,1372.37,1,7.97896,0.885987,0.245411,57.0168,17.8226,67.4046,0.9025,0.9025,1.05397,0.9025,0.998743,0.9025,0.9025
6,1372.8,1,7.49769,0.384843,0.331132,56.8674,15.947,67.3071,0.879648,0.879648,1.02728,0.879648,0.998743,0.879648,0.879648
7,1356.05,1,9.24402,0.240164,0.184211,60.1515,16.6847,70.9859,0.857375,0.857375,1.00127,0.857375,0.998743,0.857375,0.857375
8,1332.68,1,7.1084,0.605426,0.43142,59.0337,18.1444,69.1237,0.835666,0.835666,0.975915,0.835666,0.998743,0.835666,0.835666
9,1335.06,1,6.80301,0.861785,0.475371,67.5766,17.1226,78.9967,0.814506,0.814506,0.951204,0.814506,0.998743,0.814506,0.814506
10,1329.76,1,6.20457,0.152548,0.616713,63.9196,17.576,74.9278,0.793882,0.793882,1.00568,0.793882,0.998743,0.793882,0.793882
11,1312.04,1,6.49859,1.07648,0.488104,71.5455,14.1906,83.512,0.773781,0.773781,0.980211,0.773781,0.998743,0.773781,0.773781
12,1294.96,1,8.04606,0.794105,0.328187,65.6883,13.1196,76.4905,0.754188,0.754188,1.03325,0.754188,0.998743,0.754188,0.754188
13,1291.99,1,7.23847,0.579244,0.469867,71.0594,15.7933,82.2062,0.735092,0.735092,1.07186,0.735092,0.998743,0.735092,0.735092
14,1282.71,1,8.66452,0.483992,0.259345,66.5735,15.1742,77.1332,0.716479,0.716479,1.12564,0.716479,0.998743,0.716479,0.716479
15,1265.26,1,8.06458,0.910529,0.320669,66.7905,18.228,77.3586,0.698337,0.698337,1.11683,0.698337,0.998743,0.698337,0.698337
16,1261.85,1,6.94569,0.92818,0.442903,60.0989,20.599,69.483,0.680655,0.680655,1.25372,0.680655,0.998743,0.680655,0.680655
17,1243.65,1,8.06936,0.720377,0.297675,52.3061,15.9574,60.4768,0.66342,0.66342,1.22198,0.66342,0.998743,0.66342,0.66342
18,1234.99,1,9.24579,0.531125,0.218919,53.3241,14.739,61.8413,0.646622,0.646622,1.19104,0.646622,0.998743,0.646622,0.646622
19,1222.32,1,9.66961,0.625846,0.157827,52.9189,14.5344,61.3589,0.630249,0.630249,1.16088,0.630249,0.998743,0.630249,0.630249
20,1207.79,1,9.07017,0.336663,0.222762,51.4146,16.4589,59.6275,0.614291,0.614291,1.13149,0.614291,0.998743,0.614291,0.614291
21,1207.14,1,8.52871,0.290906,0.296343,50.1521,19.7897,58.3352,0.598737,0.598737,1.12286,0.598737,0.998743,0.598737,0.598737
22,1189.47,1,8.89953,0.450046,0.258498,53.9842,19.1442,63.1445,0.583577,0.583577,1.09443,0.583577,0.998743,0.583577,0.583577
23,1172.57,1,10.5645,0.528557,0.0906514,52.2844,16.3498,61.2668,0.5688,0.5688,1.06672,0.5688,0.998743,0.5688,0.5688
24,1165.88,1,9.91009,0.612306,0.144007,55.1315,14.4577,64.5622,0.554398,0.554398,1.03971,0.554398,0.998743,0.554398,0.554398
25,1155.05,1,9.72195,0.468476,0.159129,51.7344,14.4093,60.3025,0.54036,0.54036,1.01338,0.54036,0.998743,0.54036,0.54036
26,1131.89,1,9.11925,0.697009,0.238513,51.9946,14.2848,60.7201,0.526678,0.526678,0.987722,0.526678,0.998743,0.526678,0.526678
27,1127.8,1,9.36449,0.654115,0.193672,50.139,14.5611,58.7673,0.513342,0.513342,0.962712,0.513342,0.998743,0.513342,0.513342
28,1111.33,1,8.69475,0.514755,0.285552,48.5559,17.4947,56.8038,0.500344,0.500344,0.938336,0.500344,0.998743,0.500344,0.500344
29,1098.89,1,9.16098,0.329981,0.27094,49.9402,17.1766,58.2109,0.487675,0.487675,0.914576,0.487675,0.998743,0.487675,0.487675
30,1081.26,1,7.61337,0.447353,0.435582,48.5564,16.2885,56.4146,0.475327,0.475327,0.891419,0.475327,0.998743,0.475327,0.475327
31,1074.81,1,8.8162,0.570025,0.270386,51.335,15.9443,59.2788,0.463291,0.463291,0.868848,0.463291,0.998743,0.463291,0.463291
32,1064.81,1,7.96557,0.410685,0.388839,51.0154,16.4018,59.2748,0.45156,0.45156,0.846848,0.45156,0.998743,0.45156,0.45156
33,1052.25,1,7.16732,0.62713,0.463238,51.3315,14.5705,59.5105,0.440127,0.440127,0.844166,0.440127,0.998743,0.440127,0.440127
34,1044.15,1,7.85437,0.704886,0.36415,50.8717,13.1787,59.0077,0.428982,0.428982,0.859154,0.428982,0.998743,0.428982,0.428982
