simulations,OFV
500,986.953
1000,982.102
1500,976.61
2000,970.758
2500,969.636
3000,969.847
3500,968.683
4000,968.122
4500,968.407
5000,969.479
5500,969.505
6000,969.903
6500,966.726
7000,967.172
7500,966.922
8000,967.179
8500,967.603
9000,967.636
9500,967.407
10000,967.426
10500,967.459
11000,967.822
11500,967.456
12000,966.996
12500,967.451
13000,967.57
13500,967.552
14000,967.76
14500,967.607
15000,967.582
15500,967.141
16000,967.224
16500,966.971
17000,967.05
17500,967.388
18000,967.41
18500,967.425
19000,966.964
19500,967.065
20000,966.966
20500,966.96
21000,966.997
21500,967.148
22000,967.359
22500,967.419
23000,966.919
23500,966.859
24000,966.842
24500,966.806
25000,966.681
25500,966.77
26000,966.668
26500,966.703
27000,966.73
27500,966.854
28000,967.015
28500,967.071
29000,966.308
29500,966.464
30000,966.42
