iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,773.045,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,766.505,1,5.70297,0.857491,26.2478,5.68805,23.4194,1.46202,1.46202,1.04424,0.62,0.285
3,748.292,1,5.78694,0.585715,25.6732,6.25024,26.3468,1.425,1.425,1.16529,0.62,0.27075
4,752.343,1,5.24171,1.46919,26.3013,6.56646,37.8735,1.38892,1.38892,1.13578,0.62,0.257212
5,728.292,1,5.80844,0.895496,22.6283,6.59919,47.5786,1.35375,1.35375,1.13944,0.62,0.244352
6,719.176,1,5.51441,0.562272,27.8839,7.29232,79.0994,1.31947,1.31947,1.11059,0.62,0.232134
7,701.991,1,5.65307,0.392613,24.5487,7.90603,70.6951,1.28606,1.28606,1.08247,0.62,0.220528
8,696.276,1,5.86548,0.866085,27.5801,7.02721,68.0441,1.2535,1.2535,1.05506,0.62,0.209501
9,692.129,1,5.84271,0.612791,26.0011,8.53887,69.1072,1.22176,1.22176,1.02834,0.62,0.199026
10,682.217,1,5.677,0.838875,26.6481,9.04652,65.22,1.19082,1.19082,1.00231,0.62,0.189075
11,666.536,1,5.77117,0.424381,23.0542,8.5097,58.9018,1.16067,1.16067,1.01371,0.62,0.179621
12,649.733,1,5.66688,0.222718,23.4335,8.17782,31.9358,1.13128,1.13128,0.988037,0.62,0.17064
13,642.411,1,5.58602,0.585489,18.5983,9.11699,31.5366,1.10264,1.10264,0.96302,0.62,0.162108
14,629.206,1,5.68321,0.202055,17.4917,10.1606,25.2786,1.07472,1.07472,0.938636,0.62,0.154003
15,609.502,1,5.68203,0.228641,18.6872,9.82438,23.1062,1.04751,1.04751,0.914869,0.62,0.146302
16,602.166,1,5.78468,0.160557,18.7218,12.8064,24.0449,1.02098,1.02098,0.899368,0.62,0.138987
17,589.319,1,5.73335,0.242269,15.5939,13.0943,24.6836,0.995131,0.995131,0.876596,0.62,0.132038
18,577.967,1,5.67642,0.432494,16.218,13.4209,24.105,0.969933,0.969933,0.8544,0.62,0.125436
19,565.563,1,5.61682,0.402507,15.0424,11.8809,23.5024,0.945374,0.945374,0.832766,0.62,0.119164
20,556.022,1,5.58529,0.430523,15.552,12.3934,22.9699,0.921437,0.921437,0.81168,0.62,0.113206
21,555.034,1,5.48366,0.425512,15.3837,10.1985,22.5034,0.898105,0.898105,0.791128,0.62,0.107546
22,547.802,1,5.4625,0.526179,14.922,11.1555,23.5934,0.875365,0.875365,0.771096,0.62,0.102168
23,532.556,1,5.56315,0.440156,15.7784,12.4688,23.2432,0.8532,0.8532,0.751571,0.62,0.0970601
24,522.237,1,5.59074,0.485672,15.5805,13.2837,23.3884,0.831597,0.831597,0.74694,0.62,0.0922071
25,513.379,1,5.59283,0.490788,15.0672,14.5392,24.2472,0.81054,0.81054,0.767805,0.62,0.0875967
26,504.277,1,5.51543,0.541532,14.7545,14.3995,22.978,0.790017,0.790017,0.794718,0.62,0.0832169
27,493.511,1,5.59524,0.261219,15.6234,17.1426,22.3677,0.770013,0.770013,0.861965,0.62,0.079056
28,481.984,1,5.66952,0.118972,15.588,15.6176,23.0492,0.750516,0.750516,0.840139,0.62,0.0751032
29,476.618,1,5.55258,0.26841,15.5767,14.9855,22.8871,0.731512,0.731512,0.818866,0.62,0.0713481
30,471.813,1,5.58842,0.369604,15.2506,16.3642,22.9408,0.71299,0.71299,0.837915,0.62,0.0677807
31,454.517,1,5.54834,0.347172,15.0185,16.7744,22.0805,0.694937,0.694937,0.820485,0.62,0.0643916
32,446.939,1,5.56629,0.456266,15.7787,17.0281,23.0638,0.677341,0.677341,0.894588,0.62,0.061172
33,438.986,1,5.60288,0.511154,15.7689,16.0624,23.4872,0.66019,0.66019,0.871936,0.62,0.0581134
34,435.459,1,5.54939,0.558567,15.8547,14.8244,23.2762,0.643474,0.643474,0.849858,0.62,0.0552078
35,423.136,1,5.55403,0.478429,15.3224,15.5922,22.9398,0.627181,0.627181,0.828339,0.62,0.0524474
36,417.183,1,5.58084,0.368332,15.1514,17.1113,22.6978,0.6113,0.6113,0.818479,0.62,0.049825
37,403.084,1,5.55709,0.22878,14.6734,16.1231,22.3254,0.595821,0.595821,0.797755,0.62,0.0473338
38,397.31,1,5.54541,0.235045,15.266,15.9883,22.2557,0.580735,0.580735,0.777555,0.62,0.0449671
