Cl_pop,1,0.0352,-0.311,-0.516,-0.249,0.0161,0.066,-0.0669
V1_pop,0.0352,1,-0.0719,-0.011,-0.00464,0.0199,-0.0698,0.0686
Q_pop,-0.311,-0.0719,1,0.563,0.348,-0.0774,0.174,-0.16
V2_pop,-0.516,-0.011,0.563,1,0.41,-0.0222,-0.161,0.167
omega_Cl,-0.249,-0.00464,0.348,0.41,1,-0.00269,0.0209,-0.0272
omega_V1,0.0161,0.0199,-0.0774,-0.0222,-0.00269,1,0.139,-0.155
a,0.066,-0.0698,0.174,-0.161,0.0209,0.139,1,-0.978
b,-0.0669,0.0686,-0.16,0.167,-0.0272,-0.155,-0.978,1
