simulations, -2LL
1000,596.79
2000,596.476
3000,595.932
4000,595.709
5000,595.795
6000,595.809
7000,595.872
8000,595.854
9000,595.846
10000,595.82
11000,595.813
12000,595.824
13000,595.859
14000,595.847
15000,595.854
16000,595.84
17000,595.896
18000,595.888
19000,595.944
20000,595.933
21000,595.873
22000,595.869
23000,595.868
24000,595.8
25000,595.824
26000,595.858
27000,595.882
28000,595.864
29000,595.864
30000,595.868
