iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCRMLMIN,V1_pop,Q_pop,V2_pop,bias_pop,beta_bias_lcat_2,omega_Cl,omega_V1,omega_Q,omega_V2,bias_sd,corr_V2_V1,a1,a2,plcat_1,plcat_2
1121,721.854,1,5.28672,0.630898,22.0644,6.18305,25.1257,-17.257,17.9178,0.218778,0.272106,0.475688,0.4072,3.88957,0.940362,0.115301,0.0714992,0.0713041,0.928696
1122,720.612,1,5.27966,0.644526,22.0362,6.1314,25.2729,-16.8126,17.3542,0.214777,0.269728,0.515584,0.392319,3.77764,0.924428,0.11809,0.068148,0.0714048,0.928595
1123,718.305,1,5.26429,0.617671,21.9429,6.28564,24.7863,-16.5867,17.134,0.216985,0.272369,0.520047,0.414442,3.67459,0.935151,0.115088,0.0695776,0.0714198,0.92858
1124,719.985,1,5.26712,0.631816,22.2275,5.78031,25.1293,-16.536,17.1254,0.213799,0.261122,0.529772,0.392058,3.74876,0.929425,0.118558,0.0681389,0.0714207,0.928579
1125,717.182,1,5.29036,0.629304,22.0549,5.81293,24.9534,-16.8997,17.4483,0.213858,0.265941,0.508367,0.38627,3.79736,0.928848,0.117441,0.0680584,0.0714133,0.928587
1126,732.693,1,5.27069,0.646392,21.7686,6.31711,24.895,-16.9291,17.4002,0.215433,0.280752,0.529144,0.417259,3.78642,0.909439,0.120365,0.0688658,0.0713407,0.928659
1127,723.098,1,5.25551,0.640441,21.6313,6.14973,25.3571,-17.9859,18.5218,0.21418,0.290599,0.526696,0.406329,3.97644,0.925742,0.118336,0.0673978,0.0713882,0.928612
1128,726.493,1,5.23991,0.64699,21.8676,6.12392,25.6197,-17.4717,17.9864,0.213671,0.288557,0.511086,0.384653,3.89599,0.927711,0.119295,0.0692278,0.0713942,0.928606
1129,727.878,1,5.25131,0.657556,21.5922,6.20855,25.4349,-17.5977,18.045,0.218819,0.291938,0.550346,0.379492,3.90801,0.917496,0.119685,0.0677932,0.0713532,0.928647
1130,723.321,1,5.25306,0.667803,21.5778,6.30062,26.1046,-17.6037,18.0446,0.21814,0.28243,0.507944,0.345169,3.91254,0.895881,0.119538,0.067111,0.071383,0.928617
1131,730.922,1,5.27014,0.640124,21.6119,6.05493,25.957,-17.4874,17.9397,0.21637,0.289244,0.512747,0.370111,3.83294,0.901719,0.120859,0.0688328,0.071387,0.928613
1132,727.516,1,5.24836,0.642715,21.6551,5.87112,25.6289,-17.5827,18.0265,0.218532,0.283139,0.482977,0.361443,3.90062,0.892193,0.118749,0.0689218,0.0713997,0.9286
1133,727.25,1,5.23495,0.633068,21.904,5.7584,26.5204,-17.3105,17.801,0.216814,0.286541,0.485488,0.376974,3.87007,0.8899,0.117282,0.069062,0.0713759,0.928624
1134,713.718,1,5.26257,0.657741,21.8392,6.22374,26.7733,-18.1343,18.6687,0.219091,0.302718,0.463861,0.377212,3.98304,0.94007,0.115504,0.0683319,0.0713315,0.928669
1135,720.136,1,5.22479,0.636314,21.7048,6.04968,27.4269,-17.9301,18.317,0.217631,0.313896,0.453649,0.401211,3.9131,0.922123,0.119045,0.0666129,0.0713821,0.928618
1136,729.377,1,5.24313,0.640323,21.5931,5.93628,26.8826,-18.1077,18.5429,0.223526,0.319237,0.467525,0.390578,3.94265,0.932266,0.119333,0.0700314,0.0714069,0.928593
1137,726.79,1,5.26553,0.645745,21.9504,5.95595,26.775,-18.2322,18.7528,0.217846,0.309956,0.474601,0.385248,4.00438,0.926963,0.116256,0.0708055,0.0713969,0.928603
1138,727.494,1,5.28603,0.643748,22.0795,5.89552,26.3076,-18.0803,18.6621,0.218994,0.289609,0.457015,0.378872,3.96972,0.900648,0.117689,0.0698622,0.0713515,0.928648
1139,734.271,1,5.24683,0.622519,21.8686,5.96655,25.9821,-18.2109,18.7327,0.224817,0.285712,0.476489,0.393416,3.97958,0.896515,0.117385,0.071362,0.0714051,0.928595
1140,722.783,1,5.25027,0.619734,22.0873,6.03179,26.2486,-17.8861,18.4095,0.225539,0.28635,0.465476,0.40516,3.90051,0.898802,0.115412,0.0685952,0.0713908,0.928609
1141,723.384,1,5.26905,0.635845,21.9905,5.91728,26.6028,-18.0206,18.6088,0.221836,0.284444,0.486276,0.401527,3.95803,0.906062,0.117777,0.0675164,0.0714137,0.928586
1142,722.916,1,5.26633,0.632566,22.4991,5.8454,26.8145,-17.5052,18.1478,0.226503,0.282267,0.461339,0.403835,3.90211,0.931757,0.116428,0.0701984,0.0714146,0.928585
1143,721.386,1,5.25984,0.663423,21.9715,5.71506,27.2318,-18.1696,18.7497,0.222724,0.277747,0.4472,0.394706,4.04449,0.910684,0.119992,0.0666884,0.0713895,0.928611
1144,712.947,1,5.28808,0.646558,22.0178,6.04508,26.7957,-18.155,18.7829,0.221514,0.268256,0.441263,0.378851,4.06293,0.908071,0.114373,0.0675422,0.0713677,0.928632
1145,710.33,1,5.26508,0.651379,22.1426,6.16561,27.0231,-17.9237,18.4974,0.227399,0.271694,0.458462,0.388076,4.02498,0.929599,0.114559,0.0669536,0.0713268,0.928673
1146,714.474,1,5.26506,0.655454,22.1033,6.04163,26.6571,-17.8948,18.5536,0.223929,0.260581,0.504598,0.388268,4.02051,0.918632,0.114741,0.0672051,0.0714013,0.928599
1147,726.382,1,5.2656,0.638521,22.3926,6.42074,26.4326,-18.8179,19.3415,0.231011,0.270237,0.498432,0.415718,4.16009,0.920062,0.112574,0.0714202,0.0713986,0.928601
1148,726.835,1,5.2602,0.663829,22.3509,6.07561,25.6876,-19.0232,19.5218,0.227851,0.268811,0.48708,0.39117,4.18108,0.918585,0.112877,0.0723846,0.0713314,0.928669
1149,725.488,1,5.2525,0.673743,22.475,6.14931,26.3924,-18.6066,19.1965,0.222894,0.283675,0.484567,0.408725,4.10447,0.903783,0.111367,0.071384,0.0714008,0.928599
1150,726.361,1,5.26583,0.672191,22.2878,6.11727,25.9944,-18.3643,18.9331,0.220997,0.295353,0.465341,0.420811,4.07682,0.920751,0.112062,0.0721065,0.0714129,0.928587
1151,733.17,1,5.27217,0.68038,22.1767,6.11681,26.9574,-18.911,19.4759,0.226268,0.299975,0.492743,0.436015,4.18418,0.926971,0.116427,0.070792,0.0713949,0.928605
1152,727.535,1,5.25732,0.655066,22.1763,6.04112,26.3338,-18.6626,19.0371,0.226226,0.279003,0.470711,0.417353,4.06392,0.931282,0.114215,0.0724958,0.0714119,0.928588
1153,731.476,1,5.25695,0.654342,22.5065,6.02844,26.9244,-18.4327,18.9091,0.225255,0.295421,0.487377,0.465853,4.064,0.935759,0.113208,0.0728255,0.0714142,0.928586
1154,725.224,1,5.25215,0.628715,21.8923,6.26699,25.6926,-18.8127,19.3781,0.224913,0.287285,0.498823,0.472373,4.14189,0.91787,0.114003,0.0691842,0.071392,0.928608
1155,724.416,1,5.2258,0.61626,22.0289,6.14268,25.3929,-17.7239,18.0831,0.218264,0.281972,0.506946,0.463073,3.85072,0.936497,0.115308,0.0701329,0.0714134,0.928587
1156,723.413,1,5.24067,0.633788,21.6495,6.30834,23.9237,-18.6794,19.2884,0.221234,0.27675,0.526795,0.434899,4.11972,0.929775,0.117758,0.0673561,0.0714163,0.928584
1157,724.992,1,5.23236,0.619402,21.3797,6.44352,23.7958,-18.431,18.8811,0.223079,0.27567,0.536615,0.427282,4.01016,0.9276,0.119039,0.0673176,0.0714157,0.928584
1158,720.022,1,5.25328,0.615968,21.6849,6.21269,24.6089,-18.2523,18.7699,0.221546,0.262584,0.517003,0.411499,4.02229,0.931504,0.117123,0.0680844,0.0714031,0.928597
1159,718.383,1,5.25563,0.6178,21.6536,6.16516,24.9325,-17.9139,18.4613,0.222016,0.26226,0.560122,0.37959,3.93117,0.94144,0.117964,0.0682118,0.0714124,0.928588
1160,720.047,1,5.23785,0.626542,21.7587,5.90099,25.2238,-18.5203,19.1368,0.225682,0.259027,0.495003,0.371282,4.07938,0.930665,0.118864,0.0683728,0.0714006,0.928599
1161,722.318,1,5.2463,0.649127,21.6655,5.96239,25.5044,-18.865,19.3852,0.224849,0.260628,0.495925,0.363667,4.09912,0.932827,0.119804,0.0690634,0.0714108,0.928589
1162,712.405,1,5.25343,0.636084,21.9287,6.04321,25.2274,-18.444,19.0835,0.228366,0.263366,0.476257,0.373507,4.08675,0.933752,0.115676,0.0677041,0.0714158,0.928584
1163,717.427,1,5.27617,0.640987,21.921,6.12417,25.1359,-17.3768,17.9337,0.215911,0.274829,0.459101,0.378513,3.87095,0.935602,0.119315,0.0683513,0.0713825,0.928617
1164,710.468,1,5.29166,0.62891,21.9798,5.9393,25.3113,-17.0629,17.6282,0.211868,0.272483,0.462057,0.390973,3.88663,0.934644,0.118031,0.0661125,0.071361,0.928639
1165,717.076,1,5.29653,0.628018,22.0122,6.01515,25.1287,-17.1851,17.8266,0.21462,0.261286,0.476223,0.378702,3.94822,0.92525,0.117432,0.0681173,0.0713413,0.928659
1166,725.14,1,5.29086,0.640741,21.6573,6.00953,24.9233,-16.8611,17.5192,0.213703,0.252625,0.475485,0.390524,3.89523,0.907063,0.120474,0.0682615,0.0713899,0.92861
1167,723.781,1,5.28305,0.662346,21.3574,6.20599,24.379,-16.5695,17.1225,0.211022,0.274332,0.49415,0.380452,3.79177,0.931661,0.124849,0.0665539,0.0713631,0.928637
1168,736.284,1,5.25237,0.638146,21.2086,6.21075,24.4701,-16.7577,17.2737,0.210152,0.280165,0.516889,0.397549,3.72476,0.91838,0.128428,0.0675894,0.0713266,0.928673
1169,736.344,1,5.27637,0.615099,21.0543,6.43055,23.748,-17.6401,18.2105,0.216666,0.284027,0.500275,0.417239,3.89945,0.915614,0.12629,0.0676138,0.0713736,0.928626
1170,727.401,1,5.24967,0.632256,21.2171,6.14417,23.2732,-18.181,18.7804,0.219,0.256021,0.549888,0.373014,4.05966,0.911254,0.124699,0.0656349,0.0712913,0.928709
1171,742.867,1,5.25128,0.642087,21.3415,6.17721,23.5659,-18.4614,19.005,0.223111,0.254654,0.567175,0.36031,4.08975,0.893096,0.125412,0.0696328,0.0714149,0.928585
1172,739.12,1,5.27298,0.614899,21.7434,6.54674,23.8723,-17.8375,18.3263,0.223321,0.258561,0.58127,0.369955,3.9408,0.922004,0.11924,0.0732484,0.0714098,0.92859
1173,730.016,1,5.27916,0.612613,21.6847,6.64112,23.1827,-18.1723,18.7325,0.220756,0.259202,0.548796,0.367347,4.02231,0.942612,0.115641,0.074426,0.0714088,0.928591
1174,736.812,1,5.3109,0.593842,21.6457,6.46752,22.242,-18.1923,18.6979,0.222584,0.256756,0.550086,0.365032,3.9946,0.937794,0.120609,0.0736794,0.0713804,0.92862
1175,723.523,1,5.28697,0.614381,21.6402,6.32011,22.3489,-18.3101,18.8977,0.220212,0.248661,0.577142,0.356241,4.03745,0.923223,0.11738,0.0699954,0.0714125,0.928587
1176,735.162,1,5.28079,0.65055,21.83,6.19161,22.3087,-18.3597,18.975,0.208821,0.244266,0.608273,0.337756,4.07136,0.907604,0.11959,0.0720623,0.0714151,0.928585
1177,736.789,1,5.29536,0.649433,21.9467,6.34483,22.5152,-18.3865,19.0768,0.211081,0.245522,0.555565,0.340942,4.0835,0.899275,0.119234,0.0731048,0.0714167,0.928583
1178,727.685,1,5.32038,0.635499,21.794,6.33434,22.3507,-17.7805,18.4725,0.214259,0.24909,0.538248,0.342001,3.95613,0.884467,0.114835,0.0719312,0.0714109,0.928589
1179,730.199,1,5.32426,0.653749,21.8804,6.37882,22.5582,-17.9303,18.5292,0.215606,0.236904,0.573547,0.327647,3.97206,0.871492,0.11584,0.0718741,0.0713874,0.928613
1180,725.475,1,5.31884,0.664291,21.6078,6.50309,22.2507,-17.8347,18.4454,0.211332,0.238473,0.571599,0.340573,3.9601,0.902639,0.11862,0.069729,0.071398,0.928602
1181,721.501,1,5.31691,0.663016,21.7294,6.3652,23.1462,-17.553,18.1937,0.214534,0.243952,0.594347,0.352358,3.90508,0.914808,0.114879,0.0702394,0.0714004,0.9286
1182,718.883,1,5.2936,0.682424,22.0605,6.15189,23.5145,-18.2726,18.9045,0.219999,0.246394,0.551056,0.358714,4.06416,0.914166,0.117497,0.0675262,0.0713878,0.928612
1183,723.885,1,5.24309,0.668646,22.0104,5.83031,23.558,-17.8636,18.3543,0.22121,0.248401,0.513526,0.339274,3.97361,0.895581,0.119439,0.0684106,0.0714107,0.928589
1184,714.15,1,5.30739,0.643403,21.7985,6.04326,23.7833,-17.9209,18.4462,0.217171,0.255594,0.489384,0.311231,3.95626,0.898157,0.120445,0.0659663,0.0714022,0.928598
1185,724.676,1,5.28852,0.622176,21.6777,6.11931,23.5147,-17.7305,18.2321,0.215841,0.26584,0.476823,0.337482,3.86753,0.89819,0.11931,0.069835,0.0713975,0.928603
1186,726.231,1,5.30598,0.638772,21.7748,6.17062,23.4039,-17.3262,18.0378,0.2128,0.260674,0.51005,0.352155,3.87677,0.904081,0.120301,0.0691591,0.071384,0.928616
1187,714.868,1,5.28312,0.64174,21.5608,6.33834,23.2251,-17.3557,17.9257,0.208772,0.258658,0.544753,0.37702,3.84678,0.929407,0.118976,0.0665607,0.0713858,0.928614
1188,708.503,1,5.27545,0.646521,21.7487,6.17363,24.0868,-17.7744,18.2245,0.21254,0.269729,0.529935,0.380246,3.93081,0.942445,0.1169,0.0659578,0.0713947,0.928605
1189,705.94,1,5.29458,0.654376,21.8229,6.06266,24.2104,-18.2142,18.7076,0.216034,0.268299,0.518087,0.379329,4.00118,0.938395,0.11692,0.0647834,0.0713857,0.928614
1190,712.404,1,5.27255,0.658516,21.7189,5.71277,23.743,-17.2909,18.0187,0.212819,0.261896,0.49284,0.370931,3.87992,0.942383,0.119715,0.0671035,0.0714113,0.928589
1191,711.18,1,5.28253,0.639147,21.8429,6.00874,23.6031,-17.5572,18.2093,0.213319,0.27466,0.542517,0.390947,3.92402,0.950759,0.118503,0.0661881,0.07141,0.92859
1192,717.343,1,5.30821,0.636247,22.344,5.93832,24.1849,-17.3735,17.8836,0.214167,0.273071,0.564769,0.380461,3.90031,0.95449,0.116504,0.069761,0.0714029,0.928597
1193,715.352,1,5.28864,0.623024,22.0031,6.18868,23.9665,-17.5084,18.0488,0.212046,0.267724,0.551423,0.383137,3.89231,0.953243,0.116685,0.0694203,0.0714023,0.928598
1194,711.798,1,5.29627,0.633741,22.2523,6.10543,24.7349,-17.0419,17.5919,0.211985,0.268056,0.519212,0.360168,3.79711,0.944437,0.113799,0.0703035,0.071392,0.928608
1195,725.566,1,5.32449,0.634332,22.3947,6.27386,25.2823,-16.634,17.1931,0.209557,0.26135,0.49682,0.36059,3.73968,0.925717,0.111461,0.0762141,0.0714117,0.928588
1196,725.326,1,5.29817,0.628402,22.4859,5.85155,25.275,-16.3456,16.9829,0.209018,0.255318,0.476566,0.357214,3.75467,0.913419,0.112828,0.0748545,0.0714011,0.928599
1197,731.159,1,5.31155,0.616059,22.7704,5.71129,25.895,-16.8697,17.5166,0.213288,0.265982,0.468854,0.357813,3.83733,0.926705,0.114395,0.0765002,0.0714052,0.928595
1198,725.564,1,5.27872,0.619461,22.9581,5.57726,25.6273,-17.1771,17.7295,0.214554,0.257049,0.472052,0.349772,3.89869,0.92736,0.111656,0.0764182,0.071277,0.928723
1199,724.188,1,5.27177,0.656245,22.9537,5.53882,25.7404,-17.8064,18.4255,0.216009,0.267812,0.419413,0.36332,4.02331,0.898798,0.111409,0.0742068,0.0714205,0.928579
1200,727.524,1,5.28914,0.652887,22.971,5.87577,25.7671,-17.464,18.0206,0.215269,0.255396,0.439064,0.37633,3.89684,0.896838,0.107733,0.0781181,0.0713878,0.928612
1201,733.206,1,5.28641,0.65439,22.7604,5.8779,24.7047,-18.2148,18.8047,0.216287,0.253632,0.420172,0.397099,4.03269,0.887411,0.10859,0.0789672,0.0714118,0.928588
1202,734.584,1,5.30776,0.65719,22.8691,5.76303,24.7035,-18.3517,19.1492,0.223666,0.263921,0.455155,0.426137,4.12757,0.919424,0.107463,0.0794533,0.0713714,0.928629
1203,728.217,1,5.32105,0.647176,22.9257,6.14258,24.9713,-18.8057,19.2985,0.226075,0.251437,0.449359,0.386793,4.09917,0.931633,0.105998,0.0809876,0.0713919,0.928608
1204,719.934,1,5.29974,0.64075,22.7946,6.23068,24.144,-18.621,19.1468,0.224124,0.271111,0.472707,0.385327,4.10607,0.94073,0.105131,0.0776495,0.0714018,0.928598
1205,724.257,1,5.28699,0.656318,22.4442,6.02347,23.983,-18.8717,19.4453,0.223148,0.269953,0.504318,0.379398,4.15491,0.940696,0.110546,0.0750455,0.0714152,0.928585
1206,720.075,1,5.28087,0.65297,22.4344,5.84559,24.4142,-18.4034,18.9908,0.22584,0.272201,0.470629,0.389742,4.06571,0.944251,0.110871,0.0740351,0.0714008,0.928599
1207,727.868,1,5.27325,0.652084,22.3026,5.81335,24.0127,-18.726,19.2756,0.223336,0.277647,0.519238,0.373388,4.12447,0.934076,0.113216,0.0736392,0.071394,0.928606
1208,725.013,1,5.31679,0.652054,22.5449,5.67727,24.7421,-19.1242,19.8841,0.222578,0.26494,0.473162,0.359969,4.25473,0.920837,0.113772,0.0727071,0.071366,0.928634
1209,716.786,1,5.31314,0.651771,22.6041,5.88556,24.6259,-18.3336,18.972,0.222414,0.250058,0.519513,0.373516,4.0582,0.908918,0.112485,0.069432,0.0713257,0.928674
1210,722.001,1,5.32011,0.629123,22.2545,5.79874,24.0006,-17.0804,17.7541,0.21708,0.246083,0.469848,0.365577,3.89439,0.892042,0.114711,0.0707871,0.0713506,0.928649
1211,720.67,1,5.31748,0.640072,22.358,6.04318,23.887,-17.0984,17.6582,0.217027,0.263816,0.45636,0.349633,3.8664,0.908663,0.113766,0.0719345,0.0713396,0.92866
1212,708.869,1,5.27463,0.624657,22.5621,5.71089,23.97,-17.1418,17.5748,0.214891,0.265719,0.468796,0.333341,3.81099,0.904268,0.114533,0.0683377,0.0713827,0.928617
1213,715.647,1,5.26477,0.631153,22.5073,5.82343,23.8226,-17.0061,17.4078,0.211712,0.265944,0.48055,0.342311,3.79011,0.885911,0.111339,0.0705298,0.0713682,0.928632
1214,715.75,1,5.29929,0.635063,22.3861,5.91467,23.8404,-16.7289,17.1613,0.205216,0.272241,0.442789,0.342316,3.76732,0.921452,0.112479,0.0727892,0.0713682,0.928632
1215,719.588,1,5.28922,0.639485,22.0911,5.98283,24.0276,-16.7959,17.2734,0.20972,0.250846,0.429173,0.317697,3.76909,0.898701,0.113657,0.0739056,0.0713208,0.928679
1216,721.744,1,5.29341,0.631306,21.9153,6.10044,22.6064,-16.6088,17.2444,0.213803,0.254713,0.444457,0.336982,3.78995,0.902945,0.11369,0.0734067,0.0712634,0.928737
1217,724.47,1,5.29566,0.628466,22.0372,6.05341,23.0602,-16.7257,17.3133,0.212227,0.258638,0.477088,0.332633,3.82831,0.909268,0.118769,0.0707493,0.069685,0.930315
1218,732.596,1,5.30846,0.633764,21.9601,6.00245,22.4943,-17.3923,18.1818,0.214371,0.28144,0.51699,0.319349,3.96785,0.923718,0.122413,0.0710785,0.0713261,0.928674
1219,728.784,1,5.27987,0.6318,22.0893,5.82293,22.999,-17.7216,18.3824,0.216499,0.263971,0.540166,0.29646,3.98239,0.907708,0.120601,0.0705984,0.0714027,0.928597
1220,717.954,1,5.28197,0.629995,21.8108,6.07749,22.609,-18.1585,18.8009,0.213096,0.268496,0.498345,0.304057,4.07048,0.922621,0.118963,0.0689098,0.071392,0.928608
1221,718.478,1,5.26747,0.6407,22.4217,5.8675,22.7481,-18.2659,18.9251,0.21967,0.255121,0.500052,0.346617,4.05229,0.918117,0.116574,0.0692359,0.0713851,0.928615
1222,723.34,1,5.28245,0.659313,22.009,6.12672,23.1723,-18.2409,18.675,0.221358,0.266196,0.539822,0.354132,3.98339,0.897579,0.11321,0.0705407,0.0713967,0.928603
1223,722.974,1,5.2524,0.649683,21.8735,6.32886,22.5146,-19.0267,19.6235,0.223124,0.251317,0.53447,0.338478,4.21219,0.908783,0.111895,0.0722803,0.0713983,0.928602
1224,713.353,1,5.27613,0.64065,21.2173,6.49635,22.7744,-19.1414,19.7815,0.217995,0.243749,0.541974,0.330022,4.19838,0.926024,0.117964,0.0686663,0.0714094,0.928591
1225,714.622,1,5.2633,0.658945,21.4896,6.48728,22.9422,-18.7716,19.3499,0.222496,0.245484,0.568736,0.32454,4.13322,0.944333,0.121808,0.0665239,0.0714165,0.928584
1226,714.729,1,5.28506,0.657143,21.196,6.75716,22.4675,-18.2981,18.8231,0.219364,0.244905,0.56153,0.343868,4.034,0.929886,0.117535,0.0675668,0.0714044,0.928596
1227,715.291,1,5.28982,0.671148,21.2168,6.50459,22.8981,-17.9473,18.6731,0.222276,0.247809,0.551167,0.346373,4.03161,0.931148,0.120474,0.0659971,0.0713926,0.928607
1228,715.354,1,5.3194,0.629817,21.7502,6.35252,23.9509,-17.761,18.3249,0.218037,0.247208,0.561953,0.343201,3.96008,0.916104,0.115506,0.068033,0.0714173,0.928583
1229,722.834,1,5.29961,0.633597,22.0515,6.3591,23.4755,-17.8893,18.4342,0.218575,0.225699,0.557457,0.324698,3.94255,0.899691,0.115236,0.0716935,0.0714172,0.928583
1230,724.845,1,5.29653,0.633155,21.8846,6.47014,23.8487,-18.1043,18.6217,0.215814,0.256305,0.568471,0.339901,3.95992,0.915894,0.115463,0.0714449,0.0714185,0.928581
1231,718.085,1,5.29568,0.634644,22.0184,6.43325,24.4422,-18.0297,18.4745,0.222421,0.263722,0.486443,0.347377,3.93044,0.920794,0.114965,0.0704358,0.0714153,0.928585
1232,719.017,1,5.27571,0.619866,22.0137,6.14264,24.0007,-17.4257,17.9537,0.219279,0.257527,0.491109,0.353134,3.84951,0.923732,0.116185,0.0704752,0.0714091,0.928591
1233,717.336,1,5.30789,0.629407,22.0963,6.27339,24.1025,-17.4741,18.1262,0.216673,0.265765,0.500958,0.350714,3.88234,0.940863,0.113895,0.0723227,0.0714086,0.928591
1234,717.04,1,5.31597,0.649378,21.821,6.35685,23.8785,-18.2224,18.9124,0.214687,0.278697,0.491124,0.349361,4.0812,0.93753,0.117605,0.0688813,0.0714041,0.928596
1235,718.326,1,5.30355,0.630689,21.6855,6.37598,23.0797,-17.0575,17.6982,0.215387,0.281091,0.490062,0.326648,3.78741,0.907783,0.115871,0.0696675,0.0713839,0.928616
1236,722.836,1,5.29281,0.647831,21.5787,6.51626,22.9664,-17.5608,18.159,0.220045,0.276109,0.493882,0.334209,3.90316,0.911344,0.12028,0.0682393,0.0714118,0.928588
1237,707.265,1,5.30514,0.630133,21.6974,6.29393,23.0684,-17.5558,18.2017,0.216868,0.280935,0.492957,0.329739,3.94495,0.933729,0.115341,0.0670316,0.0714114,0.928589
1238,708.763,1,5.30426,0.637225,21.4747,6.60812,22.5562,-18.5554,19.061,0.221072,0.263856,0.463665,0.296543,4.04931,0.932239,0.111941,0.0716571,0.0714111,0.928589
1239,710.742,1,5.28374,0.630375,21.9103,6.33208,23.2039,-18.4153,19.005,0.215117,0.267438,0.496503,0.30478,4.03006,0.937695,0.11404,0.0707963,0.0713958,0.928604
1240,708.418,1,5.27583,0.654338,21.7715,6.27077,23.0543,-18.8019,19.3794,0.215987,0.26585,0.518535,0.316801,4.15932,0.95065,0.113621,0.0702497,0.0713943,0.928606
1241,716.909,1,5.24667,0.660933,21.8042,6.09907,22.9055,-18.8987,19.4733,0.220391,0.266339,0.506264,0.320843,4.17848,0.942447,0.11712,0.0701826,0.0713956,0.928604
1242,717.013,1,5.25251,0.656047,21.6894,6.07256,23.3923,-19.0106,19.7686,0.221,0.264602,0.503781,0.332333,4.23338,0.947031,0.117647,0.0700223,0.0714072,0.928593
1243,718.735,1,5.26909,0.659934,21.8202,6.3251,23.1539,-18.469,19.0822,0.223313,0.275175,0.553255,0.32735,4.11507,0.943287,0.115517,0.070397,0.0714007,0.928599
1244,712.312,1,5.28315,0.647953,22.0769,6.35282,23.2586,-18.7467,19.3891,0.221376,0.284167,0.501694,0.353333,4.16423,0.949657,0.111561,0.0710996,0.0713917,0.928608
1245,707.764,1,5.27581,0.661987,21.7115,6.27971,23.4163,-18.8816,19.505,0.220045,0.278587,0.480121,0.347064,4.14988,0.948889,0.112672,0.0697237,0.0713907,0.928609
1246,707.821,1,5.27041,0.66284,22.2001,6.1972,24.0347,-17.9612,18.4251,0.218098,0.281332,0.433493,0.342899,3.96117,0.947826,0.110514,0.0724821,0.0713922,0.928608
1247,710.881,1,5.27989,0.631329,22.1021,5.99509,23.5949,-17.4038,18.0163,0.215029,0.261577,0.446637,0.323409,3.87964,0.935407,0.110602,0.0737186,0.0713899,0.92861
1248,721.401,1,5.25324,0.623724,22.1284,5.92072,23.6921,-17.9599,18.4891,0.216652,0.266082,0.483827,0.330997,3.95376,0.931836,0.115866,0.0725831,0.0714155,0.928585
1249,713.022,1,5.26149,0.642717,22.1299,5.8969,24.1365,-18.0595,18.6298,0.217169,0.265541,0.47534,0.33724,4.00869,0.949068,0.116593,0.0704999,0.0713625,0.928637
1250,717.526,1,5.26264,0.629045,22.4996,5.67273,24.5321,-18.6452,19.2914,0.214781,0.279395,0.501952,0.344022,4.15993,0.954688,0.115155,0.0721652,0.071385,0.928615
1251,713.054,1,5.2594,0.636599,22.2546,5.95229,23.852,-18.3842,19.0368,0.214241,0.277641,0.505544,0.331099,4.11377,0.951924,0.113082,0.0719167,0.0713264,0.928674
1252,715.95,1,5.25832,0.629321,22.1028,6.02181,23.6419,-18.5676,19.1662,0.214747,0.282121,0.483908,0.351465,4.11318,0.956988,0.112709,0.0737009,0.0712443,0.928756
1253,719.184,1,5.26603,0.639483,22.2684,5.64625,23.9894,-18.4963,19.1178,0.217366,0.271724,0.486577,0.343338,4.0782,0.949547,0.115035,0.0730813,0.0713187,0.928681
1254,725.688,1,5.26599,0.647901,22.3337,5.52066,23.7184,-17.443,18.057,0.21432,0.265256,0.507644,0.339626,3.95577,0.952064,0.117489,0.0743613,0.0711999,0.9288
1255,720.378,1,5.26689,0.659487,22.3851,5.72307,23.6958,-18.3352,18.8252,0.220166,0.261831,0.451579,0.341784,4.00914,0.951405,0.115736,0.0746636,0.0714041,0.928596
1256,719.925,1,5.2714,0.663741,22.3973,5.92909,23.6134,-18.9887,19.6047,0.226234,0.266209,0.437569,0.337198,4.15558,0.944619,0.115841,0.0732988,0.0713722,0.928628
1257,720.2,1,5.26812,0.670982,22.5484,5.87789,23.664,-19.2811,19.8949,0.22777,0.274787,0.454782,0.343312,4.2186,0.949289,0.117238,0.0719126,0.0713554,0.928645
1258,714.08,1,5.2872,0.652641,22.1687,5.84435,23.3323,-18.9646,19.4902,0.221997,0.286311,0.45642,0.359334,4.12624,0.948022,0.115307,0.0702494,0.0714099,0.92859
1259,711.603,1,5.27429,0.630628,22.554,5.80612,23.6305,-18.9871,19.648,0.223472,0.271772,0.419089,0.35598,4.18791,0.945226,0.113886,0.0710786,0.0713926,0.928607
1260,711.761,1,5.27864,0.652333,22.2948,5.89756,23.6572,-18.1322,18.5982,0.221943,0.27698,0.431283,0.339499,3.99015,0.942514,0.117327,0.0692544,0.0714162,0.928584
1261,710.947,1,5.2776,0.647572,22.1727,6.1914,23.8154,-18.306,18.7811,0.221718,0.277289,0.454823,0.355496,4.04391,0.948732,0.115108,0.069752,0.0714169,0.928583
1262,714.744,1,5.26967,0.628413,22.4467,5.91067,24.0186,-17.423,17.958,0.21943,0.289796,0.426652,0.367045,3.88643,0.943921,0.112761,0.0723835,0.071385,0.928615
1263,715.367,1,5.30214,0.634143,22.2361,5.92059,23.4914,-18.0816,18.7072,0.217878,0.297459,0.388851,0.368415,4.00746,0.934734,0.113298,0.0719391,0.0713911,0.928609
