f_pop,0.0042211,0.0015478,0.0021269,0.0071822,-0.039383,2.971e-5,-2.6499e-5,5.4585e-5,-7.5082e-5,-0.0011636,-0.00063575,5.6552e-5,-0.0003675,3.2808e-6
Cl_pop,0.0015478,0.52144,0.013961,0.13608,-0.55778,3.8315e-5,-0.00045673,0.00045321,-0.0020692,-0.016858,-0.0078671,0.00086366,0.0032414,-0.00040741
V1_pop,0.0021269,0.013961,1.6481,-0.71136,0.19076,0.00010362,0.0020398,-0.001947,-0.021316,-0.0081837,-0.037712,0.0034546,0.022773,-0.0013178
Q_pop,0.0071822,0.13608,-0.71136,12.303,-4.7074,-0.0023141,-0.0027969,-0.00067606,-0.0096325,-0.13516,-0.017142,0.0055671,0.029972,-0.0073576
V2_pop,-0.039383,-0.55778,0.19076,-4.7074,60.013,-0.0055847,0.034044,-0.011143,0.0019717,1.0941,0.30889,-0.031193,-0.12767,0.019121
omega_f,2.971e-5,3.8315e-5,0.00010362,-0.0023141,-0.0055847,0.0026078,3.2577e-5,-8.6497e-5,6.178e-6,-7.1721e-5,-0.00059302,1.8996e-5,-0.0015826,0.00011828
omega_Cl,-2.6499e-5,-0.00045673,0.0020398,-0.0027969,0.034044,3.2577e-5,0.0025211,-2.4325e-5,5.0762e-5,0.00067514,0.00051151,-4.8222e-5,-2.2535e-5,1.6208e-5
omega_V1,5.4585e-5,0.00045321,-0.001947,-0.00067606,-0.011143,-8.6497e-5,-2.4325e-5,0.00084687,0.00011382,-0.00085046,0.00018719,-6.3927e-6,0.00097353,-9.0751e-5
omega_Q,-7.5082e-5,-0.0020692,-0.021316,-0.0096325,0.0019717,6.178e-6,5.0762e-5,0.00011382,0.049267,0.0018888,0.0090072,-0.00053031,-0.00236,-0.00019056
omega_V2,-0.0011636,-0.016858,-0.0081837,-0.13516,1.0941,-7.1721e-5,0.00067514,-0.00085046,0.0018888,0.035365,0.0070636,-0.00086651,-0.003723,0.00055476
a1,-0.00063575,-0.0078671,-0.037712,-0.017142,0.30889,-0.00059302,0.00051151,0.00018719,0.0090072,0.0070636,0.055194,-0.0032172,-0.0030221,-0.00021486
b1,5.6552e-5,0.00086366,0.0034546,0.0055671,-0.031193,1.8996e-5,-4.8222e-5,-6.3927e-6,-0.00053031,-0.00086651,-0.0032172,0.00028259,0.00030973,-2.5914e-5
a2,-0.0003675,0.0032414,0.022773,0.029972,-0.12767,-0.0015826,-2.2535e-5,0.00097353,-0.00236,-0.003723,-0.0030221,0.00030973,0.070043,-0.0049482
b2,3.2808e-6,-0.00040741,-0.0013178,-0.0073576,0.019121,0.00011828,1.6208e-5,-9.0751e-5,-0.00019056,0.00055476,-0.00021486,-2.5914e-5,-0.0049482,0.00057681
