Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_bias_abscissa,Cl_vs_bias_spline,Cl_vs_bias_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,Q_vs_bias_abscissa,Q_vs_bias_spline,Q_vs_bias_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_bias_abscissa,V1_vs_bias_spline,V1_vs_bias_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_bias_abscissa,V2_vs_bias_spline,V2_vs_bias_regression,bias_vs_Cl_abscissa,bias_vs_Cl_spline,bias_vs_Cl_regression,bias_vs_Q_abscissa,bias_vs_Q_spline,bias_vs_Q_regression,bias_vs_V1_abscissa,bias_vs_V1_spline,bias_vs_V1_regression,bias_vs_V2_abscissa,bias_vs_V2_spline,bias_vs_V2_regression
-1.23609,0.102261,0.0256542,-0.548028,-0.0954755,-0.217904,-0.61848,-0.073167,-0.172704,-2.94653e-13,-0.0166145,-0.0166145,-0.449321,-0.0575658,-0.00107329,-0.548028,-0.506955,-0.272095,-0.61848,-0.271316,-0.226421,-2.94653e-13,-0.00376206,-0.00376206,-0.449321,-0.237928,-0.27643,-1.23609,0.0229778,-0.0920979,-0.61848,-0.49579,-0.485251,-2.94653e-13,0.21217,0.21217,-0.449321,-0.200847,-0.291207,-1.23609,0.0578653,-0.0985595,-0.548028,-0.640462,-0.642455,-2.94653e-13,0.304779,0.304779,-0.449321,-1.39073e-14,4.33701e-16,-1.23609,1.08646e-14,3.63147e-14,-0.548028,2.36767e-13,1.43033e-13,-0.61848,2.31609e-13,1.61797e-13
-1.21818,0.0965398,0.0252634,-0.536961,-0.102069,-0.213621,-0.606149,-0.0860338,-0.169315,-2.88772e-13,-0.0162963,-0.0162963,-0.44169,-0.0679258,-0.00218264,-0.536961,-0.478525,-0.268055,-0.606149,-0.25148,-0.223285,-2.88772e-13,-0.00495191,-0.00495191,-0.44169,-0.236032,-0.271476,-1.21818,0.0154866,-0.0904518,-0.606149,-0.483577,-0.475436,-2.88772e-13,0.208432,0.208432,-0.44169,-0.205317,-0.286085,-1.21818,0.0465359,-0.0968894,-0.536961,-0.628081,-0.629629,-2.88772e-13,0.29919,0.29919,-0.44169,-1.2609e-14,6.81329e-16,-1.21818,1.39666e-14,3.59885e-14,-0.536961,2.27621e-13,1.40519e-13,-0.606149,2.19287e-13,1.58919e-13
-1.20026,0.0908189,0.0248726,-0.525893,-0.108663,-0.209337,-0.593818,-0.0989006,-0.165926,-2.82892e-13,-0.0159781,-0.0159781,-0.43406,-0.0782858,-0.003292,-0.525893,-0.450095,-0.264015,-0.593818,-0.231645,-0.220148,-2.82892e-13,-0.00614176,-0.00614176,-0.43406,-0.234136,-0.266522,-1.20026,0.00799547,-0.0888057,-0.593818,-0.471364,-0.465622,-2.82892e-13,0.204695,0.204695,-0.43406,-0.209786,-0.280964,-1.20026,0.0352064,-0.0952192,-0.525893,-0.6157,-0.616803,-2.82892e-13,0.293601,0.293601,-0.43406,-1.13108e-14,9.28958e-16,-1.20026,1.70686e-14,3.56623e-14,-0.525893,2.18474e-13,1.38004e-13,-0.593818,2.06965e-13,1.56042e-13
-1.18235,0.085098,0.0244819,-0.514826,-0.115257,-0.205054,-0.581487,-0.111767,-0.162538,-2.77011e-13,-0.0156599,-0.0156599,-0.426429,-0.0886458,-0.00440135,-0.514826,-0.421665,-0.259974,-0.581487,-0.211809,-0.217011,-2.77011e-13,-0.00733161,-0.00733161,-0.426429,-0.23224,-0.261568,-1.18235,0.000504302,-0.0871596,-0.581487,-0.459151,-0.455807,-2.77011e-13,0.200958,0.200958,-0.426429,-0.214255,-0.275842,-1.18235,0.023877,-0.093549,-0.514826,-0.603318,-0.603977,-2.77011e-13,0.288012,0.288012,-0.426429,-1.00125e-14,1.17659e-15,-1.18235,2.01706e-14,3.53361e-14,-0.514826,2.09327e-13,1.35489e-13,-0.581487,1.94643e-13,1.53164e-13
-1.16443,0.0793771,0.0240911,-0.503759,-0.121851,-0.200771,-0.569156,-0.124634,-0.159149,-2.7113e-13,-0.0153417,-0.0153417,-0.418799,-0.0990058,-0.0055107,-0.503759,-0.393234,-0.255934,-0.569156,-0.191973,-0.213874,-2.7113e-13,-0.00852146,-0.00852146,-0.418799,-0.230343,-0.256615,-1.16443,-0.00698687,-0.0855136,-0.569156,-0.446938,-0.445992,-2.7113e-13,0.19722,0.19722,-0.418799,-0.218724,-0.27072,-1.16443,0.0125475,-0.0918789,-0.503759,-0.590937,-0.591151,-2.7113e-13,0.282423,0.282423,-0.418799,-8.71428e-15,1.42421e-15,-1.16443,2.32726e-14,3.501e-14,-0.503759,2.0018e-13,1.32975e-13,-0.569156,1.82321e-13,1.50286e-13
-1.14651,0.0736562,0.0237003,-0.492692,-0.128445,-0.196488,-0.556825,-0.12787,-0.15576,-2.65249e-13,-0.0150235,-0.0150235,-0.411168,-0.109366,-0.00662005,-0.492692,-0.364804,-0.251894,-0.556825,-0.183637,-0.210737,-2.65249e-13,-0.00971131,-0.00971131,-0.411168,-0.228447,-0.251661,-1.14651,-0.014478,-0.0838675,-0.556825,-0.436262,-0.436177,-2.65249e-13,0.193483,0.193483,-0.411168,-0.223193,-0.265598,-1.14651,0.00121805,-0.0902087,-0.492692,-0.578556,-0.578325,-2.65249e-13,0.276834,0.276834,-0.411168,-7.41603e-15,1.67184e-15,-1.14651,2.63746e-14,3.46838e-14,-0.492692,1.91033e-13,1.3046e-13,-0.556825,1.75259e-13,1.47409e-13
-1.1286,0.0679353,0.0233095,-0.481625,-0.135039,-0.192205,-0.544495,-0.129215,-0.152372,-2.59368e-13,-0.0147053,-0.0147053,-0.403538,-0.119726,-0.0077294,-0.481625,-0.336374,-0.247853,-0.544495,-0.177559,-0.2076,-2.59368e-13,-0.0109012,-0.0109012,-0.403538,-0.226551,-0.246707,-1.1286,-0.0219692,-0.0822214,-0.544495,-0.425887,-0.426363,-2.59368e-13,0.189746,0.189746,-0.403538,-0.227663,-0.260477,-1.1286,-0.0101114,-0.0885386,-0.481625,-0.566175,-0.565499,-2.59368e-13,0.271246,0.271246,-0.403538,-6.11777e-15,1.91947e-15,-1.1286,2.94766e-14,3.43576e-14,-0.481625,1.81886e-13,1.27945e-13,-0.544495,1.6923e-13,1.44531e-13
-1.11068,0.0622144,0.0229187,-0.470558,-0.141633,-0.187921,-0.532164,-0.13056,-0.148983,-2.53487e-13,-0.0143871,-0.0143871,-0.395907,-0.130086,-0.00883875,-0.470558,-0.307944,-0.243813,-0.532164,-0.171481,-0.204463,-2.53487e-13,-0.012091,-0.012091,-0.395907,-0.224654,-0.241753,-1.11068,-0.0294604,-0.0805753,-0.532164,-0.415513,-0.416548,-2.53487e-13,0.186008,0.186008,-0.395907,-0.232132,-0.255355,-1.11068,-0.0214409,-0.0868684,-0.470558,-0.553794,-0.552673,-2.53487e-13,0.265657,0.265657,-0.395907,-4.81952e-15,2.1671e-15,-1.11068,3.25786e-14,3.40314e-14,-0.470558,1.72739e-13,1.25431e-13,-0.532164,1.63201e-13,1.41654e-13
-1.09277,0.0564935,0.022528,-0.45949,-0.148227,-0.183638,-0.519833,-0.131905,-0.145594,-2.47607e-13,-0.0140689,-0.0140689,-0.388276,-0.140446,-0.0099481,-0.45949,-0.279514,-0.239773,-0.519833,-0.165403,-0.201326,-2.47607e-13,-0.0132809,-0.0132809,-0.388276,-0.222758,-0.236799,-1.09277,-0.0369516,-0.0789292,-0.519833,-0.405139,-0.406733,-2.47607e-13,0.182271,0.182271,-0.388276,-0.236601,-0.250233,-1.09277,-0.0327703,-0.0851983,-0.45949,-0.541413,-0.539847,-2.47607e-13,0.260068,0.260068,-0.388276,-3.52127e-15,2.41473e-15,-1.09277,3.56806e-14,3.37053e-14,-0.45949,1.63592e-13,1.22916e-13,-0.519833,1.57171e-13,1.38776e-13
-1.07485,0.0507725,0.0221372,-0.448423,-0.154821,-0.179355,-0.507502,-0.13325,-0.142206,-2.41726e-13,-0.0137507,-0.0137507,-0.380646,-0.150806,-0.0110575,-0.448423,-0.251083,-0.235733,-0.507502,-0.159326,-0.198189,-2.41726e-13,-0.0144707,-0.0144707,-0.380646,-0.220862,-0.231845,-1.07485,-0.0444427,-0.0772831,-0.507502,-0.394765,-0.396918,-2.41726e-13,0.178534,0.178534,-0.380646,-0.24107,-0.245111,-1.07485,-0.0440998,-0.0835281,-0.448423,-0.529031,-0.527021,-2.41726e-13,0.254479,0.254479,-0.380646,-2.22302e-15,2.66236e-15,-1.07485,3.87826e-14,3.33791e-14,-0.448423,1.54445e-13,1.20401e-13,-0.507502,1.51142e-13,1.35899e-13
