Cl_pop,1,-0.127,0.034265,0.2106,-0.18519,-0.16562,0.042211,-0.067682,0.098529,nan,-0.14687,0.024276,-0.083547
V1_pop,-0.127,1,-0.28249,-0.48275,0.35285,0.48339,-0.058845,0.13262,-0.45561,nan,0.47653,0.10173,0.31346
Q2_pop,0.034265,-0.28249,1,0.099426,-0.060049,-0.11923,0.010382,-0.03894,0.034843,nan,-0.14216,-0.048125,-0.08546
V2_pop,0.2106,-0.48275,0.099426,1,-0.79271,-0.68811,0.11889,-0.3069,0.44489,nan,-0.61902,0.18112,-0.34541
Q3_pop,-0.18519,0.35285,-0.060049,-0.79271,1,0.61081,-0.10266,0.23451,-0.3597,nan,0.432,-0.22795,0.23001
V3_pop,-0.16562,0.48339,-0.11923,-0.68811,0.61081,1,-0.097741,0.27084,-0.46929,nan,0.7733,0.32791,0.31757
omega_Cl,0.042211,-0.058845,0.010382,0.11889,-0.10266,-0.097741,1,-0.067856,0.053991,nan,-0.088494,-0.010765,-0.031881
omega_V1,-0.067682,0.13262,-0.03894,-0.3069,0.23451,0.27084,-0.067856,1,-0.17595,nan,0.26116,0.034107,0.04931
omega_Q2,0.098529,-0.45561,0.034843,0.44489,-0.3597,-0.46929,0.053991,-0.17595,1,nan,-0.44498,-0.10986,-0.3113
omega_V2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
omega_Q3,-0.14687,0.47653,-0.14216,-0.61902,0.432,0.7733,-0.088494,0.26116,-0.44498,nan,1,0.41507,0.37151
omega_V3,0.024276,0.10173,-0.048125,0.18112,-0.22795,0.32791,-0.010765,0.034107,-0.10986,nan,0.41507,1,0.082812
a,-0.083547,0.31346,-0.08546,-0.34541,0.23001,0.31757,-0.031881,0.04931,-0.3113,nan,0.37151,0.082812,1
