Cl_pop,0.00509,-0.000141,0.000636,-0.000615,-0.0167,0.000585,-2.7e-5,2.32e-5,0.000208,-0.000426,0.0125,0.00706,-1.78e-6
V1_pop,-0.000141,0.00804,-0.00884,0.00222,0.289,0.0546,5.35e-5,-0.000129,-0.00578,-0.00099,-0.176,-0.146,0.000111
Q2_pop,0.000636,-0.00884,0.0621,-0.0073,-0.822,-0.12,-4.37e-5,-7.01e-5,0.0166,0.00415,0.502,0.452,-0.000321
V2_pop,-0.000615,0.00222,-0.0073,0.027,0.0798,-0.149,0.000671,-0.000906,0.000821,0.00455,-0.105,-0.048,1.36e-5
Q3_pop,-0.0167,0.289,-0.822,0.0798,136,3.11,-0.00192,-0.0388,-0.464,-0.516,-60.2,-43.3,0.0243
V3_pop,0.000585,0.0546,-0.12,-0.149,3.11,58.6,-0.00789,0.0362,-0.358,0.107,-8.63,-0.402,0.000394
omega_Cl,-2.7e-5,5.35e-5,-4.37e-5,0.000671,-0.00192,-0.00789,0.0026,-3.47e-5,7.45e-5,0.000537,-0.003,0.00515,-7.47e-6
omega_V1,2.32e-5,-0.000129,-7.01e-5,-0.000906,-0.0388,0.0362,-3.47e-5,0.0037,-0.00185,0.00126,0.0303,0.0293,-4.21e-5
omega_Q2,0.000208,-0.00578,0.0166,0.000821,-0.464,-0.358,7.45e-5,-0.00185,0.0393,-0.00198,0.282,0.263,-0.000135
omega_V2,-0.000426,-0.00099,0.00415,0.00455,-0.516,0.107,0.000537,0.00126,-0.00198,0.0286,0.276,0.292,-0.000293
omega_Q3,0.0125,-0.176,0.502,-0.105,-60.2,-8.63,-0.003,0.0303,0.282,0.276,49.9,24.8,-0.0146
omega_V3,0.00706,-0.146,0.452,-0.048,-43.3,-0.402,0.00515,0.0293,0.263,0.292,24.8,42.3,-0.0107
a,-1.78e-6,0.000111,-0.000321,1.36e-5,0.0243,0.000394,-7.47e-6,-4.21e-5,-0.000135,-0.000293,-0.0146,-0.0107,4.07e-5
