iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1534.39,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1516.31,1,5.89998,36.5105,14.2873,60.9886,0.974679,0.974679,0.974679,0.983726,0.974679,0.974679
3,1492.93,1,6.2701,31.058,12.5896,72.3186,0.95,0.95,0.95,0.958817,0.95,0.95
4,1488.26,1,5.76301,30.5336,15.3876,77.9373,0.925945,0.925945,1.01158,0.934539,0.925945,0.925945
5,1481.91,1,5.75763,33.0156,11.8464,79.3293,0.9025,0.9025,1.00162,0.958023,0.9025,0.9025
6,1469.39,1,5.28028,25.2852,9.13945,83.3836,0.879648,0.879648,0.976257,0.973541,0.879648,0.879648
7,1456.24,1,5.17764,29.7551,8.0639,91.9644,0.857375,0.857375,0.951538,0.948891,0.857375,0.857375
8,1439.85,1,5.22324,26.5529,8.40458,86.9352,0.835666,0.835666,0.927444,0.982998,0.835666,0.835666
9,1437.05,1,5.18879,28.1234,6.8497,88.6602,0.814506,0.814506,0.947109,0.994634,0.814506,0.814506
10,1416.58,1,4.67624,28.0401,6.16805,104.352,0.793882,0.793882,0.923127,0.969449,0.793882,0.793882
11,1404,1,5.15387,27.0738,5.39682,99.9375,0.773781,0.773781,0.899753,0.981189,0.773781,0.773781
12,1384.69,1,4.84665,25.8478,5.03679,103.937,0.754188,0.754188,0.876971,0.956345,0.754188,0.754188
13,1387.38,1,5.0299,24.8677,4.80561,103.501,0.735092,0.735092,0.854766,0.956598,0.735092,0.735092
14,1377,1,4.83416,29.008,4.46331,99.8076,0.716479,0.716479,0.833122,1.02419,0.716479,0.716479
15,1360.2,1,5.10711,28.4046,5.38166,106.47,0.698337,0.698337,0.860737,0.998259,0.698337,0.698337
16,1352.51,1,5.29394,28.1489,5.64172,91.6883,0.680655,0.680655,0.852813,0.972983,0.680655,0.680655
17,1330.67,1,5.21007,24.2034,5.14809,97.3606,0.66342,0.66342,0.83122,0.948346,0.66342,0.66342
18,1329.17,1,5.15809,23.2202,5.07258,80.0952,0.646622,0.646622,0.810173,0.989061,0.646622,0.646622
19,1320.98,1,5.10777,23.0889,5.69706,97.3494,0.630249,0.630249,0.789659,1.00799,0.630249,0.630249
20,1304.47,1,5.1682,25.8263,5.22268,88.1526,0.614291,0.614291,0.782205,1.01116,0.614291,0.614291
21,1291.13,1,5.55031,26.0818,5.82433,77.9163,0.598737,0.598737,0.762399,0.985552,0.598737,0.598737
22,1273.39,1,5.40139,25.4241,5.42372,90.2164,0.583577,0.583577,0.743095,0.960597,0.583577,0.583577
23,1278.04,1,5.19356,23.3463,5.31201,85.0898,0.5688,0.5688,0.775473,0.936275,0.5688,0.5688
24,1271.11,1,4.92328,25.9743,4.97259,109.337,0.554398,0.554398,0.869901,1.08139,0.554398,0.554398
25,1251.25,1,5.10851,24.2547,4.33139,102.967,0.54036,0.54036,0.847874,1.05401,0.54036,0.54036
26,1239.18,1,5.12061,26.2864,4.29502,107.249,0.526678,0.526678,0.826406,1.02732,0.526678,0.526678
27,1232.27,1,5.25463,28.2944,4.40352,108.926,0.513342,0.513342,0.805481,1.00131,0.513342,0.513342
28,1210.19,1,5.38824,28.3826,3.70909,96.5653,0.500344,0.500344,0.785085,0.975955,0.500344,0.500344
29,1208.81,1,5.26123,26.2916,3.88313,95.3507,0.487675,0.487675,0.765207,0.951244,0.487675,0.487675
30,1188.86,1,5.37036,27.8838,3.81052,90.4508,0.475327,0.475327,0.745831,0.927158,0.475327,0.475327
31,1187.13,1,5.2264,26.006,3.26472,91.5841,0.463291,0.463291,0.797922,0.903681,0.463291,0.463291
32,1169.25,1,5.19508,25.8525,2.9515,82.567,0.45156,0.45156,0.777719,0.8808,0.45156,0.45156
33,1170.56,1,5.27888,27.2375,2.99849,81.6213,0.440127,0.440127,0.758026,0.963882,0.440127,0.440127
34,1156.64,1,5.23547,27.0165,3.39856,74.5647,0.428982,0.428982,0.738833,1.02868,0.428982,0.428982
35,1144.32,1,5.31536,25.6005,3.60818,82.5407,0.41812,0.41812,0.720125,1.06528,0.41812,0.41812
36,1142.9,1,5.2801,26.5151,3.72737,81.8392,0.407533,0.407533,0.701891,1.03831,0.407533,0.407533
37,1138.42,1,5.07809,25.4621,3.1289,88.1641,0.397214,0.397214,0.684119,1.01202,0.397214,0.397214
38,1123.93,1,5.13665,24.7889,2.95517,77.252,0.387157,0.387157,0.666796,1.08814,0.387157,0.387157
39,1110.87,1,5.23546,26.7686,3.3083,84.9737,0.377354,0.377354,0.649913,1.06059,0.377354,0.377354
40,1103.93,1,5.31161,27.4019,3.56067,83.2457,0.367799,0.367799,0.633457,1.05647,0.367799,0.367799
41,1091.13,1,5.56648,26.7626,3.45122,61.1727,0.358486,0.358486,0.629446,1.02972,0.358486,0.358486
42,1075.45,1,5.54434,26.6697,3.62346,55.1066,0.349409,0.349409,0.613508,1.00364,0.349409,0.349409
43,1055.22,1,5.47551,25.5159,3.41929,61.6256,0.340562,0.340562,0.597974,0.978231,0.340562,0.340562
44,1053.07,1,5.4425,25.9908,3.61742,57.453,0.331938,0.331938,0.582833,0.966743,0.331938,0.331938
45,1045.8,1,5.37112,24.8719,3.65134,63.4122,0.323534,0.323534,0.568075,0.984775,0.323534,0.323534
46,1031.54,1,5.48667,25.9861,3.44232,57.6294,0.315341,0.315341,0.553691,0.95984,0.315341,0.315341
47,1021.21,1,5.40597,25.6444,3.7004,61.1419,0.307357,0.307357,0.539672,1.0431,0.307357,0.307357
48,1024.57,1,5.32917,25.4945,3.5377,64.8407,0.299574,0.299574,0.532004,1.01669,0.299574,0.299574
49,1004.62,1,5.30375,25.9179,3.59761,72.8704,0.291989,0.291989,0.518533,0.990949,0.291989,0.291989
50,994.332,1,5.30307,25.0174,3.63749,63.9416,0.284596,0.284596,0.505404,0.965858,0.284596,0.284596
51,992.436,1,5.40938,26.1214,3.31109,63.8694,0.27739,0.27739,0.492607,0.941402,0.27739,0.27739
52,976.206,1,5.31876,24.8283,3.12278,70.6492,0.270366,0.270366,0.480134,0.917565,0.270366,0.270366
53,978.737,1,5.31885,25.2656,3.3109,62.4515,0.26352,0.26352,0.467976,0.894332,0.26352,0.26352
54,970.841,1,5.45705,26.0182,3.21088,58.9524,0.256848,0.256848,0.483073,0.871687,0.256848,0.256848
55,961.638,1,5.4877,25.9746,3.48606,57.1394,0.250344,0.250344,0.470842,0.849615,0.250344,0.250344
56,956.781,1,5.53461,25.939,3.50973,57.1022,0.244005,0.244005,0.45892,0.873429,0.244005,0.244005
