iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1613.27,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1596.48,1,4.61309,35.7482,13.3915,58.3123,0.974679,0.974679,0.974679,1.02625,0.974679,0.974679
3,1571.16,1,4.73549,29.5668,13.9665,75.1101,0.95,0.95,0.964539,1.0667,0.95,0.95
4,1559.59,1,4.22507,31.5547,16.2303,88.8611,0.925945,0.925945,0.940116,1.0397,0.925945,0.925945
5,1552.66,1,4.09342,31.5049,12.743,98.7316,0.9025,0.9025,0.916312,1.01337,0.9025,0.9025
6,1541.94,1,4.03933,30.7429,11.407,103.928,0.879648,0.879648,0.89311,0.987711,0.879648,0.879648
7,1529.54,1,3.99332,33.8705,11.73,93.7784,0.857375,0.857375,0.870496,0.962701,0.857375,0.857375
8,1517.92,1,3.73213,32.6561,11.354,105.9,0.835666,0.835666,0.848455,1.06373,0.835666,0.835666
9,1515.01,1,3.91764,31.0327,9.6281,95.2908,0.814506,0.814506,0.963252,1.03679,0.814506,0.814506
10,1495.18,1,3.71236,28.3067,10.0712,115.173,0.793882,0.793882,0.966248,1.01054,0.793882,0.793882
11,1482.1,1,4.07557,28.6019,9.71222,130.236,0.773781,0.773781,0.941782,0.984952,0.773781,0.773781
12,1469.55,1,3.71982,27.7584,9.06367,121.232,0.754188,0.754188,0.917935,0.960013,0.754188,0.754188
13,1468.8,1,3.27046,25.7817,9.71674,173.706,0.735092,0.735092,0.957589,0.997612,0.735092,0.735092
14,1458.62,1,3.35627,28.7503,7.98087,176.539,0.716479,0.716479,0.991618,0.972352,0.716479,0.716479
15,1440.93,1,3.49864,26.0505,8.08346,180.171,0.698337,0.698337,0.96651,0.947731,0.698337,0.698337
16,1438.84,1,3.17981,25.0472,8.86231,174.691,0.680655,0.680655,0.961747,0.923734,0.680655,0.680655
17,1410.03,1,3.60904,23.0709,8.61469,172.108,0.66342,0.66342,0.937396,0.900345,0.66342,0.66342
18,1410.04,1,3.46989,23.8676,8.70049,139.715,0.646622,0.646622,0.91366,0.930567,0.646622,0.646622
19,1391.24,1,3.66939,25.447,7.87697,146.776,0.630249,0.630249,0.890526,0.907004,0.630249,0.630249
20,1378.07,1,3.71232,27.9436,7.71348,149.494,0.614291,0.614291,0.867977,0.884039,0.614291,0.614291
21,1374.54,1,3.73141,30.3545,7.99042,145.895,0.598737,0.598737,0.845999,0.861654,0.598737,0.598737
22,1355.85,1,3.63577,29.2444,7.19801,150.085,0.583577,0.583577,0.824578,0.839837,0.583577,0.583577
23,1347.43,1,3.64646,28.5056,5.92891,145.096,0.5688,0.5688,0.803699,0.818571,0.5688,0.5688
24,1345.57,1,3.52672,29.8003,5.66953,170.721,0.554398,0.554398,0.783349,0.862109,0.554398,0.554398
25,1330.95,1,3.83273,26.1046,5.45666,161.325,0.54036,0.54036,0.763515,0.92216,0.54036,0.54036
26,1305.62,1,3.67455,28.0335,5.61969,155.359,0.526678,0.526678,0.744182,0.89881,0.526678,0.526678
27,1306.24,1,3.77883,26.212,5.51231,152.368,0.513342,0.513342,0.725339,0.876052,0.513342,0.513342
28,1285.81,1,4.06133,28.6313,5.10482,120.234,0.500344,0.500344,0.706973,0.85387,0.500344,0.500344
