simulations, -2LL
1000,582.753
2000,581.634
3000,581.314
4000,581.325
5000,581.356
6000,581.025
7000,581.153
8000,581.127
9000,580.253
10000,580.305
11000,580.373
12000,580.446
13000,580.575
14000,580.538
15000,580.62
16000,580.665
17000,580.759
18000,580.833
19000,580.914
20000,580.905
21000,580.88
22000,580.947
23000,580.949
24000,580.954
25000,580.949
26000,580.965
27000,580.979
28000,580.955
29000,580.968
30000,580.979
