pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.63683,0.0346081,-2.44718,0.0446437,-1.91723,0.022836,All
-0.974658,0.519121,-2.20632,0.0267862,-1.41546,0.0685079,All
-0.312481,0.536425,-1.96547,0.0491081,-0.913695,0.616571,All
0.349696,0.311473,-1.72461,0.0892875,-0.411928,0.456719,All
1.01187,0.0865202,-1.48376,0.120538,0.0898397,0.525227,All
1.67405,0.0346081,-1.2429,0.156253,0.591607,0.159852,All
2.33623,0.0692162,-1.00205,0.169646,1.09337,0.11418,All
2.9984,0.017304,-0.761191,0.227683,1.59514,0.0456719,All
3.66058,0.0346081,-0.520335,0.401794,2.09691,0.0685079,All
4.32276,0.017304,-0.27948,0.392865,2.59868,0.11418,All
,,-0.0386241,0.589297,,,All
,,0.202231,0.53126,,,All
,,0.443087,0.406258,,,All
,,0.683942,0.31697,,,All
,,0.924798,0.218754,,,All
,,1.16565,0.133931,,,All
,,1.40651,0.129467,,,All
,,1.64736,0.102681,,,All
,,1.88822,0.0848231,,,All
,,2.12908,0.0312506,,,All
,,2.36993,0.00892875,,,All
,,2.61079,0.00446437,,,All
,,2.85164,0.00446437,,,All
,,3.0925,0,,,All
,,3.33335,0,,,All
,,3.57421,0,,,All
,,3.81506,0.0133931,,,All
,,4.05592,0.00892875,,,All
,,4.29678,0.00446437,,,All
,,4.53763,0.0133931,,,All
,,4.77849,0.00446437,,,All
