simulations,OFV
500,964.555
1000,965.359
1500,964.333
2000,962.34
2500,962.337
3000,962.368
3500,962.126
4000,962.172
4500,962.406
5000,962.811
5500,962.704
6000,962.983
6500,962.671
7000,962.861
7500,962.757
8000,962.968
8500,963.157
9000,962.936
9500,962.805
10000,962.612
10500,962.549
11000,962.557
11500,962.466
12000,962.143
12500,962.272
13000,962.056
13500,961.84
14000,961.717
14500,961.779
15000,961.865
15500,961.826
16000,962.01
16500,961.906
17000,961.961
17500,962.065
18000,961.747
18500,961.822
19000,961.689
19500,961.644
20000,961.481
20500,961.406
21000,961.286
21500,961.377
22000,961.456
22500,961.458
23000,961.165
23500,960.838
24000,960.79
24500,960.811
25000,960.85
25500,960.863
26000,960.772
26500,960.721
27000,960.614
27500,960.668
28000,960.792
28500,960.779
29000,960.894
29500,960.951
30000,961.032
