iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,680.856,1,15.3257,14.8705,22.0859,51.2921,0.3,1.5,1.5,1.5,1.5
2,657.428,1,9.87725,22.5765,30.3423,59.1249,0.24,1.34164,1.56727,1.34164,1.34164
3,614.233,1,9.64316,19.7043,33.24,57.5119,0.192,1.2,1.77156,1.2,1.21707
4,583.643,1,9.44487,18.3354,35.2824,70.1785,0.1536,1.07331,1.58453,1.07331,1.14937
5,560.303,1,9.58299,16.1601,36.4721,67.6779,0.138932,0.96,1.47553,0.96,1.10433
6,537.784,1,9.47623,11.6366,40.074,69.8218,0.130595,0.85865,1.31975,0.85865,1.13907
7,515.027,1,9.52234,10.7596,41.1808,67.9502,0.118108,0.768,1.25705,0.768,1.13522
8,509.289,1,9.58173,10.347,40.7476,64.9667,0.119606,0.68692,1.23726,0.68692,1.05555
9,491.237,1,9.47821,10.0457,41.5892,70.4315,0.11423,0.6144,1.18578,0.6144,1.01848
10,483.643,1,9.53978,11.4958,41.952,72.6738,0.113972,0.549536,1.1878,0.549536,0.945718
11,470.085,1,9.54399,10.7175,41.7846,73.5327,0.108005,0.49152,1.13325,0.49152,1.00254
12,457.537,1,9.48408,10.9678,41.3453,79.8294,0.102795,0.439629,1.07779,0.439629,0.976924
13,456.318,1,9.44167,10.2566,42.0666,77.663,0.105215,0.393216,0.96982,0.393216,1.00082
14,439.843,1,9.47501,10.1028,42.7426,74.5831,0.100634,0.351703,0.914497,0.351703,0.945565
15,429.595,1,9.58111,10.2861,42.734,69.4886,0.0969476,0.340899,0.890706,0.314573,0.924803
16,427.381,1,9.58583,10.5067,43.3155,72.9541,0.0972833,0.340683,0.856344,0.281362,0.9077
17,427.518,1,9.63551,10.2793,43.6757,73.761,0.100533,0.33784,0.781491,0.257155,0.869926
18,416.62,1,9.66089,9.70377,43.8075,68.402,0.0982355,0.325805,0.761176,0.230007,0.839968
19,410.986,1,9.69473,9.82407,44.3316,72.8041,0.093855,0.31784,0.795436,0.222022,0.870358
20,412.426,1,9.7236,10.2787,44.6567,74.8949,0.0963363,0.313684,0.787661,0.206506,0.911195
21,408.288,1,9.70592,10.5524,44.2063,72.9464,0.0938105,0.300277,0.733119,0.206393,0.991087
22,397.441,1,9.70625,10.3049,43.8227,72.5509,0.0897626,0.299434,0.715523,0.21337,0.921895
23,394.613,1,9.70974,10.3224,44.3469,72.8347,0.0900975,0.300545,0.721655,0.196909,0.882563
24,400.03,1,9.71653,10.2689,44.2584,72.17,0.0941927,0.310405,0.733044,0.179373,0.823243
25,392.018,1,9.82476,9.86991,44.6142,76.3681,0.0926435,0.290213,0.786973,0.17481,0.736331
26,393.759,1,9.84814,9.68573,44.9363,80.106,0.0940583,0.285245,0.823199,0.172355,0.667264
27,390.149,1,9.90057,9.03575,45.6492,77.7363,0.0959882,0.276054,0.823043,0.154186,0.634258
28,383.067,1,9.94282,9.44859,45.2256,70.111,0.0935221,0.267488,0.802348,0.145808,0.608958
29,383.92,1,9.98318,9.35133,44.9251,66.1947,0.0937604,0.263653,0.753719,0.150133,0.636208
30,372.891,1,9.9599,9.34858,45.2899,71.2297,0.0912581,0.268477,0.737193,0.137348,0.59247
31,368.672,1,10.0684,9.04618,45.6722,70.9725,0.0885365,0.265046,0.782201,0.148419,0.555056
32,372.255,1,10.0391,8.91089,46.3861,71.7726,0.0900359,0.267314,0.803477,0.142725,0.55751
33,373.694,1,10.0669,8.94142,46.5158,67.6214,0.0903277,0.268486,0.820081,0.136819,0.57066
34,373.685,1,10.0538,9.5304,45.4642,67.1857,0.0904858,0.262853,0.828536,0.140917,0.555038
35,372.37,1,10.036,9.50137,45.0726,67.2988,0.0901269,0.261528,0.800673,0.141359,0.563053
36,376.258,1,10.0586,9.5774,44.914,67.1845,0.0917174,0.265155,0.785464,0.14775,0.546398
37,376.795,1,10.0594,9.52997,45.6227,69.5859,0.0915607,0.267898,0.859638,0.132822,0.569546
38,377.699,1,10.0477,9.57541,45.3035,67.5084,0.0934044,0.260277,0.811661,0.12563,0.587817
39,375.382,1,10.0806,10.0735,45.4423,64.7666,0.0921814,0.261227,0.798629,0.119212,0.640941
40,377.979,1,10.0785,10.0966,45.6074,66.2153,0.0944227,0.270068,0.820003,0.114061,0.59825
41,374.99,1,10.0557,9.83398,44.5754,64.3166,0.0939349,0.265183,0.832519,0.110838,0.563632
42,374.388,1,10.0189,9.55425,44.4725,63.7937,0.095729,0.264763,0.813652,0.0991366,0.587192
43,374.242,1,10.0866,9.64928,44.6541,64.3047,0.0978483,0.255974,0.797213,0.0958034,0.55688
44,381.315,1,10.0845,10.1463,45.3305,64.1577,0.0993972,0.256286,0.786779,0.103838,0.531448
45,379.494,1,10.064,9.18303,45.1494,65.0133,0.0995247,0.252044,0.794429,0.10405,0.51856
46,371.397,1,10.0209,9.49009,45.0068,67.3534,0.0933754,0.267218,0.785133,0.107097,0.520893
47,360.152,1,10.1043,9.48091,45.0104,64.1037,0.0921829,0.26197,0.806321,0.10499,0.465901
48,374.972,1,10.0493,9.5949,45.1795,63.5817,0.0958728,0.267743,0.822814,0.108611,0.450295
49,369.976,1,10.0546,9.6053,44.9051,62.8371,0.0949087,0.273278,0.844196,0.0993404,0.466295
50,361.142,1,10.0121,9.11837,45.0956,66.3328,0.0929148,0.275829,0.832149,0.0939008,0.435491
51,358.183,1,10.025,9.45449,44.9764,65.4709,0.0911593,0.275702,0.868495,0.0916721,0.407155
52,360.463,1,10.0556,9.62774,45.0031,69.9016,0.0928089,0.267,0.848301,0.0976842,0.387608
53,362.344,1,10.0972,9.43863,45.0283,69.6458,0.0941909,0.26452,0.873007,0.0975769,0.38111
54,353.739,1,10.1368,9.90413,44.9611,68.4312,0.09245,0.261721,0.865326,0.089992,0.374457
55,356.211,1,10.1021,9.25498,45.0213,68.7582,0.0929741,0.256824,0.846174,0.0976047,0.351937
56,356.205,1,10.0736,9.00187,44.4372,67.06,0.0914231,0.253419,0.884629,0.0960753,0.36594
57,356.021,1,10.0951,9.14418,44.9075,66.3525,0.0907702,0.261378,0.858941,0.0991252,0.379548
58,354.825,1,10.0151,9.14673,44.709,70.3123,0.0925159,0.260874,0.858291,0.0888715,0.370336
59,361.811,1,10.0132,9.10741,44.3627,70.0218,0.0946946,0.262172,0.874249,0.0911058,0.365301
60,360.306,1,10.0732,9.36257,44.4386,69.856,0.0960266,0.259943,0.931538,0.0879644,0.335979
61,349.173,1,10.1811,10.0426,44.1595,68.7443,0.0921225,0.270357,0.925063,0.0908817,0.300509
62,349.773,1,10.1523,10.1388,43.761,65.9764,0.0927077,0.274068,0.932562,0.0888498,0.277087
63,338.871,1,10.1246,9.61109,43.9328,66.6216,0.0923321,0.268009,0.910304,0.081805,0.247834
64,337.555,1,10.1699,9.42106,44.222,63.7,0.0898418,0.26381,0.946484,0.0822255,0.23697
65,338.301,1,10.1939,9.68807,44.1215,62.5847,0.0919656,0.26373,0.921697,0.0738583,0.248335
66,341.983,1,10.2114,9.81689,44.0229,60.0371,0.0929065,0.265171,0.977124,0.0701455,0.253493
67,339.238,1,10.182,9.50146,43.8194,60.0369,0.0920431,0.266896,0.953541,0.0686413,0.25596
68,336.156,1,10.1682,9.57194,43.7714,57.8981,0.0924513,0.268036,0.972426,0.0639187,0.242166
69,334.588,1,10.144,10.0387,43.4593,57.3304,0.0919154,0.268609,1.00004,0.0604839,0.230089
70,339.997,1,10.2004,9.68382,43.6631,57.726,0.0956257,0.262715,1.02984,0.0639195,0.210055
71,342.311,1,10.257,9.57193,43.8334,57.8911,0.0989359,0.257121,1.02533,0.0612651,0.205067
72,333.999,1,10.2169,10.0414,43.725,57.3314,0.0945464,0.257789,0.996058,0.060941,0.19568
73,330.641,1,10.1977,10.3672,43.8463,56.8911,0.0923857,0.255083,1.03305,0.0652271,0.178061
74,328.533,1,10.1568,9.993,43.9999,57.1291,0.0941129,0.257232,1.07258,0.0601271,0.163126
75,315.571,1,10.1948,9.92417,43.6516,56.6671,0.0942045,0.255564,1.00083,0.0537793,0.151588
76,326.009,1,10.1849,10.0841,43.3424,58.4846,0.0950429,0.255985,1.00763,0.0482597,0.168112
77,326.512,1,10.1943,10.2025,43.4606,57.3483,0.0942305,0.257212,0.996694,0.048737,0.179514
78,329.361,1,10.2311,10.1344,43.8214,56.26,0.0971977,0.25936,0.920784,0.0498919,0.182631
79,315.118,1,10.238,10.2506,43.8824,55.331,0.0923163,0.260391,0.941452,0.0489097,0.16335
80,320.773,1,10.2335,9.75346,43.7619,55.9592,0.0930331,0.264123,0.95711,0.0494543,0.16519
81,315.719,1,10.1601,9.47332,43.9282,55.8102,0.09127,0.264905,0.963824,0.0522347,0.14775
82,317.733,1,10.1659,9.48029,44.0919,56.6265,0.0901738,0.266055,0.97378,0.0556045,0.150028
83,321.275,1,10.1765,9.26002,44.2193,57.8719,0.0913755,0.267028,0.979259,0.0565319,0.157895
84,324.132,1,10.1524,9.36325,44.4725,56.9214,0.0904601,0.268851,1.01189,0.0574842,0.167294
85,326.762,1,10.159,9.75965,44.5076,56.7598,0.0912066,0.271835,1.00585,0.0652668,0.157931
86,322.744,1,10.1692,9.8625,44.5235,56.7353,0.0902418,0.267885,0.981487,0.0662583,0.158537
87,326.798,1,10.1272,9.44982,44.1503,57.0828,0.0909158,0.270607,0.98014,0.0628054,0.17204
88,330.702,1,10.1516,8.985,44.4497,56.7733,0.0926346,0.270352,0.978269,0.0645791,0.177326
89,323.915,1,10.1851,9.13948,44.4764,57.2359,0.0898025,0.268516,0.98481,0.0631538,0.181553
90,323.894,1,10.221,9.04881,44.6352,59.5175,0.0903323,0.26749,0.991166,0.060063,0.191139
91,331.648,1,10.1473,9.17099,44.1954,57.7045,0.0889249,0.270355,0.98804,0.0682836,0.199946
92,332.776,1,10.1593,9.06237,44.1435,56.6231,0.0909757,0.2723,0.981168,0.0709197,0.196059
93,337.76,1,10.1543,8.70265,44.2037,55.7146,0.091825,0.268244,1.04438,0.0682068,0.208348
94,338.875,1,10.1295,8.47015,44.1988,57.111,0.0923827,0.268333,1.05075,0.0740955,0.194818
95,341.795,1,10.1227,8.39179,44.2722,58.07,0.0941066,0.265799,1.05236,0.0728256,0.198336
96,341.682,1,10.1378,8.45828,44.4541,57.7238,0.0941481,0.261395,1.00042,0.0722807,0.212286
