Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
2.45873,0.159288,13.7298,0.0305585,2.60288,0.0908079,46.7008,0.00821848,All
2.84737,0.159288,16.262,0.0336144,3.28459,0.192967,125.791,0.00264165,All
3.236,0.0995552,18.7942,0.0519495,3.9663,0.22702,204.881,0.00136975,All
3.62463,0.238932,21.3265,0.0702846,4.64801,0.329179,283.971,0.000587034,All
4.01327,0.238932,23.8587,0.0947314,5.32973,0.147563,363.061,0.000391356,All
4.4019,0.219021,26.3909,0.0702846,6.01144,0.170265,442.151,0,All
4.79054,0.517687,28.9231,0.0366702,6.69315,0.124861,521.241,0.000195678,All
5.17917,0.37831,31.4554,0.00916756,7.37486,0.136212,600.331,9.7839e-05,All
5.5678,0.238932,33.9876,0.00916756,8.05657,0.0681059,679.422,9.7839e-05,All
5.95644,0.159288,36.5198,0.00916756,8.73828,0.0454039,758.512,0,All
6.34507,0.278754,39.052,0.00916756,9.41999,0.0454039,837.602,0,All
6.7337,0.0995552,41.5842,0.00305585,10.1017,0.011351,916.692,9.7839e-05,All
