iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,789.72,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,777.69,1,5.39288,0.420482,26.0494,7.22815,30.2243,1.46202,1.46202,0.974679,0.62,0.285
3,769.795,1,5.81038,0.410521,30.1264,9.09077,32.2077,1.425,1.425,1.12942,0.62,0.27075
4,765.12,1,5.58322,0.348176,27.3693,8.08565,36.8376,1.38892,1.38892,1.10083,0.62,0.257212
5,745.838,1,5.71025,0.493726,23.6455,9.22696,26.8224,1.35375,1.35375,1.07295,0.62,0.244352
6,742.615,1,5.65387,0.731203,24.2012,9.5212,26.5709,1.31947,1.31947,1.11345,0.62,0.232134
7,725.436,1,5.7126,0.951879,20.5478,11.4206,29.6016,1.28606,1.28606,1.08526,0.62,0.220528
8,712.476,1,5.6503,0.924505,21.2978,10.3609,31.0817,1.2535,1.2535,1.05778,0.62,0.209501
9,703.397,1,5.79622,0.796541,22.9141,10.0282,30.3047,1.22176,1.22176,1.03099,0.62,0.199026
10,692.508,1,5.3067,0.537879,19.3509,11.7577,22.2077,1.19082,1.19082,1.00489,0.62,0.189075
11,684.495,1,5.5485,0.923403,17.6504,14.6002,22.7628,1.16067,1.16067,0.979443,0.62,0.179621
12,668.067,1,5.51387,0.572976,17.0617,14.071,24.4345,1.13128,1.13128,0.954643,0.62,0.17064
13,658.752,1,5.41631,0.341589,15.1559,15.8357,25.5799,1.10264,1.10264,0.930471,0.62,0.162108
14,648.869,1,5.24011,0.234877,12.9488,19.4983,26.2993,1.07472,1.07472,0.906911,0.62,0.154003
15,634.808,1,5.37024,0.436119,12.9152,17.6048,28.1074,1.04751,1.04751,0.948846,0.62,0.146302
16,631.776,1,5.32261,0.558398,12.9501,21.7043,27.1631,1.02098,1.02098,1.07496,0.62,0.138987
17,619.847,1,5.32304,0.409851,11.2675,23.1232,27.248,0.995131,0.995131,1.04774,0.62,0.132038
18,610.842,1,5.43058,0.470549,11.3906,22.1258,28.802,0.969933,0.969933,1.02121,0.62,0.125436
19,599.012,1,5.2942,0.300899,10.9903,20.7945,27.1144,0.945374,0.945374,0.995351,0.62,0.119164
20,585.592,1,5.24038,0.571754,10.9485,19.0686,26.9449,0.921437,0.921437,0.970148,0.62,0.113206
21,575.825,1,5.36293,0.704647,11.0842,18.6689,27.2607,0.898105,0.898105,0.945583,0.62,0.107546
22,572.885,1,5.34954,0.810377,11.6317,20.9579,27.3246,0.875365,0.875365,0.92164,0.62,0.102168
23,564.816,1,5.30993,0.972807,12.405,17.1372,25.1258,0.8532,0.8532,0.898304,0.62,0.0970601
24,548.31,1,5.29074,0.601499,12.3579,16.3853,25.4399,0.831597,0.831597,0.875558,0.62,0.0922071
25,529.082,1,5.34462,0.503383,11.2699,19.1001,24.7939,0.81054,0.81054,0.853389,0.62,0.0875967
26,527.151,1,5.29307,0.612136,11.4773,17.2334,24.9683,0.790017,0.790017,0.83178,0.62,0.0832169
27,521.488,1,5.30744,0.708512,11.32,19.4862,24.6172,0.770013,0.770013,0.841639,0.62,0.079056
28,504.615,1,5.2387,0.393929,10.8304,20.0271,24.5787,0.750516,0.750516,0.820328,0.62,0.0751032
29,496.156,1,5.28261,0.432479,11.8682,20.8484,24.3675,0.731512,0.731512,0.799557,0.62,0.0713481
30,489.082,1,5.31027,0.368383,11.0892,24.6209,24.5007,0.71299,0.71299,0.779312,0.62,0.0677807
31,478.163,1,5.24256,0.448858,10.7565,26.3389,24.4624,0.694937,0.694937,0.759579,0.62,0.0643916
32,478.522,1,5.29767,0.369955,11.3761,24.7867,24.8064,0.677341,0.677341,0.740346,0.62,0.061172
33,461.007,1,5.23784,0.206832,10.8343,23.4703,25.0487,0.66019,0.66019,0.7216,0.62,0.0581134
34,458.637,1,5.26478,0.197718,10.9409,23.0241,24.7747,0.643474,0.643474,0.718312,0.62,0.0552078
35,453.55,1,5.23379,0.266549,11.2482,26.0533,24.3586,0.627181,0.627181,0.724231,0.62,0.0524474
36,441.92,1,5.21728,0.248277,10.6123,27.8586,24.016,0.6113,0.6113,0.75535,0.62,0.049825
37,443.013,1,5.18901,0.0849569,11.0059,25.4726,24.1099,0.595821,0.595821,0.736224,0.62,0.0473338
38,429.582,1,5.20945,0.0533879,10.8338,24.4874,23.7614,0.580735,0.580735,0.717582,0.62,0.0449671
39,420.051,1,5.18503,-0.103898,11.7733,23.0677,23.5201,0.56603,0.56603,0.699413,0.62,0.0427187
40,412.555,1,5.20314,-0.00700565,12.0089,20.8524,23.4833,0.551698,0.551698,0.681703,0.62,0.0405828
41,411.137,1,5.20229,0.227931,12.4416,20.203,22.8779,0.537729,0.537729,0.664442,0.62,0.0385536
42,407.21,1,5.23129,0.22296,13.0374,20.1401,22.5606,0.524113,0.524113,0.647618,0.62,0.0379198
43,406.048,1,5.15789,0.132462,12.6121,19.8834,22.7898,0.510842,0.510842,0.702935,0.62,0.0374584
44,406.857,1,5.17835,0.0850819,12.8374,18.7598,22.5583,0.497908,0.497908,0.685136,0.62,0.0379998
45,403.708,1,5.1313,0.00962392,12.6709,19.5263,22.4305,0.4853,0.504024,0.762511,0.62,0.0363536
46,405.577,1,5.15591,0.0237178,13.064,19.0441,22.2816,0.473012,0.493557,0.750885,0.62,0.0370003
47,399.511,1,5.15315,0.0669621,13.0627,18.3624,21.8856,0.461035,0.48106,0.74681,0.62,0.0365339
48,393.059,1,5.1409,0.0193926,13.4587,17.8608,21.6291,0.449362,0.468879,0.7279,0.62,0.0352325
49,391.079,1,5.16226,0.211856,13.7923,18.1259,21.477,0.437984,0.457007,0.70947,0.62,0.035687
50,388.693,1,5.2034,0.202062,13.6018,17.8366,21.8126,0.426894,0.458068,0.691505,0.62,0.0349788
51,384.978,1,5.16622,0.181137,13.5304,17.8776,21.8722,0.416084,0.446469,0.673996,0.62,0.0347292
52,379.642,1,5.14869,0.142315,13.6111,17.0331,21.727,0.405549,0.458986,0.65693,0.62,0.0338948
53,377.076,1,5.15399,0.134846,13.8642,17.5695,21.2687,0.39528,0.447365,0.640296,0.62,0.0344187
54,379.977,1,5.15329,0.227726,13.8246,17.3954,21.0693,0.385271,0.436752,0.624084,0.62,0.0345054
55,374.76,1,5.13634,0.196681,13.5516,16.4046,20.8553,0.375516,0.425694,0.622578,0.62,0.0341917
56,373.73,1,5.13677,0.263183,13.7714,17.1457,20.6068,0.366008,0.414915,0.667145,0.62,0.0334594
57,378.246,1,5.1599,0.172755,14.4814,15.96,20.4056,0.35674,0.456159,0.654556,0.62,0.0340003
58,376.94,1,5.1811,0.117074,14.3158,16.2478,20.4813,0.347707,0.444609,0.671323,0.62,0.0344595
59,371.641,1,5.17233,0.233642,14.5437,14.9041,20.4613,0.338903,0.439202,0.654325,0.62,0.0334822
60,367.285,1,5.1861,0.267724,14.7803,14.0572,20.4613,0.330322,0.428081,0.637757,0.62,0.0330335
61,370.053,1,5.16095,0.276066,15.12,14.8231,20.0457,0.321958,0.417241,0.662136,0.62,0.0335836
62,365.377,1,5.15501,0.223111,14.852,15.1425,20.6173,0.313806,0.420606,0.699108,0.62,0.0319161
63,363.01,1,5.14309,0.117318,14.2348,15.1093,20.6576,0.30586,0.426553,0.687007,0.62,0.0319835
64,365.395,1,5.11606,0.240164,14.43,14.7342,20.3873,0.298116,0.415753,0.739086,0.62,0.0321827
65,364.917,1,5.13379,0.170144,14.4499,14.5967,20.5864,0.290567,0.454487,0.770233,0.62,0.0315261
66,367.838,1,5.11793,0.188398,14.0372,15.368,20.5582,0.28321,0.473383,0.772695,0.62,0.0319704
67,373.893,1,5.11709,0.268281,14.2684,15.7266,20.6345,0.276039,0.461396,0.851212,0.62,0.0326449
68,371.774,1,5.11014,0.251313,14.1474,14.7911,20.7554,0.269049,0.455186,0.853162,0.62,0.0323992
69,373.065,1,5.07708,0.22939,13.9389,13.9588,20.7797,0.262237,0.497162,0.881394,0.62,0.0317479
70,378.656,1,5.06749,0.235544,13.8675,13.6502,20.6255,0.255597,0.493246,0.904461,0.62,0.0329711
71,368.119,1,5.05985,0.184817,13.4966,14.5646,20.7504,0.252984,0.529126,0.891454,0.62,0.0313226
72,368.633,1,5.09783,0.215754,14.1574,14.0445,20.5842,0.246579,0.515729,0.868882,0.62,0.0316559
73,363.091,1,5.09308,0.215603,14.2622,13.4243,20.4797,0.252954,0.50267,0.846882,0.62,0.0308354
74,365.541,1,5.12593,0.24739,14.8854,13.068,20.5317,0.246549,0.489942,0.84963,0.62,0.0310029
75,373.666,1,5.13254,0.23689,15.0267,13.4394,20.7081,0.240307,0.477537,0.846928,0.62,0.0327201
76,369.72,1,5.13884,0.266694,14.9562,13.308,20.7486,0.256702,0.477363,0.839695,0.62,0.0316747
77,367.831,1,5.17856,0.214908,15.3231,13.776,20.546,0.250202,0.485122,0.840259,0.62,0.0316849
78,364.705,1,5.16396,0.231745,14.8353,14.0855,20.7546,0.243867,0.488198,0.844089,0.52387,0.0311883
79,361.022,1,5.13565,0.321038,14.2761,14.3271,20.4992,0.247072,0.477627,0.822716,0.506673,0.0307393
80,360.801,1,5.13567,0.265703,14.3633,14.0736,20.6754,0.251528,0.492959,0.801884,0.539054,0.0306631
81,361.926,1,5.1803,0.228433,15.0259,13.7694,20.95,0.251233,0.513186,0.824223,0.569758,0.0307009
82,357.075,1,5.13534,0.189528,14.7738,13.4057,20.6472,0.250946,0.523966,0.859332,0.641914,0.0298947
83,357.847,1,5.11878,0.212503,14.9826,12.3841,20.4214,0.24927,0.530555,0.863408,0.599823,0.0297588
84,355.973,1,5.09793,0.227151,14.8263,11.8698,20.5331,0.254073,0.575874,0.885164,0.644842,0.029098
85,358.07,1,5.08637,0.23907,14.6977,11.5887,20.6694,0.253836,0.609607,0.926315,0.628198,0.0289051
86,357.264,1,5.10868,0.19183,14.495,11.7015,20.6735,0.247409,0.594171,0.935699,0.692361,0.029528
87,359.35,1,5.1362,0.235033,14.7237,11.8742,20.7381,0.241936,0.605117,0.912007,0.610854,0.0294779
88,356.112,1,5.11715,0.241219,14.62,12.4032,21.1188,0.24452,0.60796,0.951511,0.632069,0.0286924
89,361.884,1,5.12975,0.258742,14.4425,12.8044,20.8796,0.242876,0.620379,0.977121,0.612383,0.0293687
90,361.142,1,5.15161,0.279893,15.116,12.3855,20.6757,0.243134,0.60467,0.95238,0.611464,0.0298638
91,356.973,1,5.13143,0.278431,14.6324,12.577,20.9624,0.251307,0.597566,0.928265,0.649569,0.0292193
92,354.763,1,5.12232,0.22286,14.6997,13.3107,20.7413,0.25468,0.606123,0.968067,0.667621,0.0284741
93,353.79,1,5.1195,0.197465,14.6089,12.9348,20.8021,0.248231,0.590776,0.946247,0.66146,0.0287905
94,355.129,1,5.13697,0.244091,15.0927,12.3003,20.6273,0.24473,0.575817,0.922288,0.613582,0.0291877
95,351.917,1,5.10473,0.191665,14.633,12.0531,20.8892,0.246715,0.56878,0.927772,0.650401,0.0285213
96,355.034,1,5.08719,0.217379,14.7074,11.916,21.0239,0.248131,0.570809,0.914156,0.597216,0.0287373
97,358.915,1,5.10856,0.217733,14.9231,12.6512,21.184,0.247261,0.561625,0.974265,0.599973,0.0291649
98,356.882,1,5.13427,0.221105,15.0043,12.2333,21.3578,0.245233,0.55835,0.949596,0.605247,0.0291439
99,359.457,1,5.1162,0.271406,15.0838,11.6102,21.1909,0.249217,0.547556,0.967859,0.590992,0.0293427
100,353.526,1,5.11081,0.248449,14.8588,11.7668,21.2737,0.24802,0.536193,0.961497,0.589687,0.0285902
101,357.195,1,5.13716,0.26302,15.3515,12.1092,21.0909,0.247776,0.522617,0.979332,0.588589,0.0293472
102,358.797,1,5.12864,0.297709,15.442,10.9803,21.1156,0.246041,0.509384,0.954534,0.5294,0.0299127
103,362.181,1,5.14811,0.291915,15.5329,12.1609,21.0661,0.247104,0.496486,0.954218,0.570719,0.0303534
104,356.651,1,5.13057,0.256699,15.408,11.671,20.5148,0.246642,0.504503,0.930057,0.613618,0.0296324
105,365.015,1,5.10887,0.237592,15.2403,12.898,20.4707,0.256963,0.525493,0.976396,0.651038,0.0304931
106,356.046,1,5.10477,0.229061,15.3057,12.9392,19.9509,0.251496,0.512188,0.955856,0.65021,0.0294168
107,352.943,1,5.10974,0.258839,15.2185,12.1935,20.3562,0.24751,0.541584,0.931653,0.564975,0.028508
108,352.665,1,5.10388,0.280355,15.1788,11.6415,20.4277,0.241477,0.527871,0.908063,0.567454,0.0290142
109,354.85,1,5.12729,0.313966,15.3161,11.1995,20.332,0.250347,0.557144,0.885071,0.588205,0.0291138
110,350.301,1,5.1558,0.262946,15.4507,11.2839,20.602,0.251907,0.575841,0.86266,0.623212,0.0285013
111,347.199,1,5.14936,0.283697,15.1887,11.9716,20.3606,0.254728,0.573257,0.861472,0.651441,0.0280315
112,351.892,1,5.1172,0.316155,14.7825,12.4244,20.456,0.256352,0.558742,0.86143,0.639014,0.0287554
113,347.077,1,5.13812,0.193758,14.8877,12.8863,20.1923,0.249861,0.575012,0.867284,0.669624,0.0281609
114,341.983,1,5.12238,0.215967,15.0776,12.2892,19.9557,0.252306,0.560452,0.845324,0.685383,0.027893
115,352.029,1,5.09191,0.190201,14.8995,11.621,20.3611,0.25758,0.556752,0.8273,0.682886,0.0290643
116,351.979,1,5.08659,0.228407,15.1928,11.624,20.206,0.257791,0.542655,0.832737,0.632146,0.0290509
117,356.007,1,5.11136,0.202478,15.4382,11.1166,20.1665,0.256919,0.546688,0.825838,0.651549,0.0296302
118,352.309,1,5.1355,0.189314,16.0738,10.7232,19.8829,0.250413,0.532846,0.850775,0.641651,0.0292684
119,357.449,1,5.14302,0.217409,16.3516,10.1472,19.5761,0.251524,0.526197,0.829233,0.621436,0.0300466
120,359.92,1,5.15675,0.266279,16.7122,10.6055,19.8591,0.255645,0.515701,0.875693,0.531368,0.0298408
121,352.421,1,5.17059,0.268541,16.6478,10.3663,19.5798,0.249172,0.502643,0.85352,0.574078,0.0297026
122,354.533,1,5.12781,0.336124,16.3233,10.2291,19.6448,0.25373,0.489916,0.837223,0.548148,0.029499
123,357.612,1,5.14747,0.312101,16.5794,10.7858,19.0808,0.250112,0.477511,0.827518,0.576359,0.0303836
124,362.473,1,5.16222,0.299539,16.5784,11.2454,19.2038,0.25179,0.46542,0.896473,0.610029,0.0310934
125,354.183,1,5.17118,0.264586,17.3795,10.3782,19.1588,0.2492,0.453635,0.873773,0.580944,0.0302779
126,355.357,1,5.18051,0.278985,17.5713,10.2564,18.9941,0.244393,0.442149,0.857031,0.577361,0.0304561
127,354.926,1,5.17426,0.281917,17.8361,10.489,18.3783,0.248511,0.447427,0.835331,0.593741,0.0304207
128,351.829,1,5.15629,0.280448,17.7691,9.87285,18.2598,0.246696,0.436098,0.827039,0.574389,0.0300356
129,351.454,1,5.15469,0.294441,17.6545,9.4313,18.1671,0.241204,0.425055,0.806098,0.549048,0.0302842
130,352.656,1,5.13739,0.272507,17.2744,10.4999,18.1671,0.242387,0.414293,0.810034,0.57012,0.0304858
131,355.495,1,5.1274,0.271465,17.2998,9.54314,18.1529,0.241407,0.412918,0.789524,0.532789,0.0311358
132,355.539,1,5.15512,0.289873,17.6135,9.37923,18.4153,0.242292,0.424158,0.769533,0.556352,0.0309941
133,357.659,1,5.11076,0.28995,16.5118,10.0477,18.5016,0.248024,0.441532,0.762085,0.613668,0.0311609
134,355.653,1,5.12002,0.310976,16.6912,10.1534,19.2243,0.255508,0.442801,0.788106,0.585286,0.0304279
135,355.539,1,5.13414,0.248417,16.5232,10.8508,19.3745,0.253956,0.47335,0.786188,0.614524,0.0302888
136,356.089,1,5.16225,0.277128,17.0809,10.8735,19.0453,0.252719,0.461364,0.801609,0.575152,0.0303636
137,356.954,1,5.15073,0.252157,16.595,11.0354,19.1346,0.255551,0.481671,0.8286,0.593664,0.0301246
138,357.174,1,5.1655,0.30712,17.1947,11.1402,19.0972,0.254411,0.469475,0.80762,0.52885,0.0307345
139,360.126,1,5.14993,0.328765,17.548,10.1904,18.7167,0.256314,0.457588,0.78717,0.555714,0.0315239
140,354.693,1,5.15938,0.291068,17.2096,10.3107,18.6729,0.255316,0.446001,0.791571,0.58094,0.0306965
141,359.419,1,5.15178,0.33391,17.5716,9.57327,18.6072,0.248851,0.441136,0.801133,0.455964,0.0308325
142,353.308,1,5.13821,0.301239,17.02,10.3433,18.6072,0.247046,0.456108,0.804227,0.529396,0.0298125
143,351.732,1,5.11369,0.257645,16.8123,10.1272,18.4401,0.251694,0.457233,0.817097,0.620565,0.0297465
144,344.72,1,5.11753,0.294755,17.0789,9.40731,18.4401,0.24719,0.445655,0.800019,0.625876,0.0291298
145,345.535,1,5.07875,0.276459,17.2038,9.04891,18.332,0.251013,0.445498,0.798619,0.600643,0.0288742
146,344.364,1,5.10766,0.26604,16.8674,9.46915,18.8548,0.245825,0.443391,0.822236,0.606272,0.0287672
147,347.453,1,5.087,0.338428,16.9641,9.03571,19.5618,0.252182,0.439037,0.837779,0.503679,0.028688
148,347.25,1,5.08276,0.375179,17.1057,8.65018,19.4013,0.261122,0.42792,0.838942,0.541446,0.0288426
149,352.986,1,5.09333,0.331577,17.3646,9.04949,19.5226,0.254511,0.417085,0.952152,0.503788,0.0293321
150,350.039,1,5.12194,0.341064,17.4578,9.18978,19.576,0.248066,0.431451,0.96827,0.556918,0.0289291
151,343.102,1,5.14001,0.355166,17.7307,8.39254,19.3389,0.241785,0.42383,0.943753,0.568421,0.0285766
152,350.729,1,5.11551,0.382181,18.0153,8.43865,19.3389,0.242613,0.413098,0.919857,0.453155,0.0293057
153,352.308,1,5.14489,0.390238,18.4206,7.85496,20.2152,0.250303,0.402638,0.896566,0.461457,0.0298601
154,345.952,1,5.14827,0.411354,18.3644,8.29079,20.5943,0.250901,0.392443,0.873864,0.435563,0.0291071
155,352.991,1,5.08942,0.466974,17.8735,7.9764,20.7552,0.261864,0.382507,0.873381,0.430515,0.029646
156,348.111,1,5.09913,0.477647,17.7585,8.295,20.7876,0.261546,0.372821,0.895894,0.400157,0.0291772
157,342.646,1,5.12911,0.426188,18.6468,7.77437,20.4993,0.254923,0.363381,0.915889,0.416283,0.0284105
158,341.212,1,5.12643,0.427751,19.1913,7.49022,19.9388,0.260815,0.35418,0.892698,0.396804,0.028203
159,342.688,1,5.12975,0.443355,19.5113,7.15967,19.7363,0.254211,0.345212,0.890958,0.430873,0.0285855
160,337.602,1,5.13673,0.396848,19.8147,6.50834,19.5281,0.252854,0.367425,0.868398,0.435545,0.0279378
161,337.834,1,5.11974,0.411508,19.7739,6.5237,19.4366,0.254282,0.358122,0.87774,0.424702,0.0280231
162,336.392,1,5.11235,0.424947,19.5738,6.84773,19.391,0.262287,0.349054,0.855515,0.455083,0.0278937
163,339.341,1,5.05466,0.406245,19.6018,6.24717,19.5653,0.260972,0.340216,0.889509,0.353474,0.028109
164,341.564,1,5.10395,0.379354,19.6018,6.18913,19.8557,0.255197,0.331602,0.866986,0.424047,0.0289178
165,331.36,1,5.08563,0.420035,19.7326,6.12179,19.4213,0.255499,0.323205,0.845034,0.415495,0.027951
166,332.484,1,5.0581,0.418746,19.7024,5.694,19.611,0.25742,0.315021,0.823637,0.340945,0.0279825
167,334.936,1,5.11461,0.42123,20.2195,6.25828,19.6723,0.255143,0.307045,0.894498,0.395196,0.027998
168,326.763,1,5.12691,0.439265,20.6823,6.10669,19.5877,0.257139,0.29927,0.871849,0.351604,0.0272143
169,328.13,1,5.08588,0.405655,19.5603,6.11842,20.3376,0.256836,0.303074,0.849773,0.375164,0.0272973
170,332.437,1,5.0771,0.396008,19.5979,6.231,19.853,0.255765,0.29814,0.828257,0.396294,0.0279571
171,332.772,1,5.07269,0.40152,18.9198,6.66548,20.4424,0.261338,0.29818,0.857132,0.44153,0.0277047
172,338.361,1,5.10475,0.43715,18.9099,6.83892,20.7778,0.26888,0.31458,0.835429,0.467475,0.0284798
173,340.564,1,5.12466,0.432742,19.388,6.79454,20.9725,0.262072,0.306614,0.823812,0.340032,0.0289003
174,334.803,1,5.12225,0.475353,19.343,6.56425,20.7759,0.262531,0.298851,0.812765,0.359753,0.028368
175,338.396,1,5.15872,0.50781,20.4052,6.56458,20.5893,0.263483,0.291284,0.792185,0.31814,0.0288145
176,333.946,1,5.15937,0.455705,19.9278,6.60524,20.348,0.256811,0.283908,0.788099,0.35197,0.028537
177,336.691,1,5.16771,0.485184,19.4868,7.47741,20.6023,0.259859,0.288559,0.819032,0.380885,0.0285957
178,339.527,1,5.1602,0.478464,19.1257,7.30799,20.8357,0.258484,0.281252,0.826426,0.385364,0.0291532
179,339.908,1,5.13617,0.495418,18.8562,7.4697,20.7381,0.256259,0.291268,0.824586,0.362495,0.0289739
180,346.654,1,5.17192,0.488306,19.0155,7.49742,21.5522,0.251412,0.299447,0.845409,0.341716,0.0298982
181,344.261,1,5.14173,0.433745,18.81,7.45825,21.2828,0.250397,0.300784,0.837537,0.365722,0.0295738
