Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,split
1.8689,0.000549577,6.66832e-05,8.6751,3.0209e-05,1.28444e-05,1.01574,0.0296606,0.00680688,All
1.99108,0.00125627,0.000172068,9.13128,7.54528e-05,3.5583e-05,1.23642,0.050068,0.0155519,All
2.11325,0.00259307,0.000399199,9.58746,0.000171129,8.92785e-05,1.45709,0.0719754,0.0290137,All
2.23543,0.00490301,0.00084523,10.0436,0.000356451,0.000205254,1.67777,0.093124,0.047261,All
2.35761,0.00859288,0.00165342,10.4998,0.000688456,0.000436696,1.89845,0.112012,0.0699466,All
2.47978,0.0140953,0.00301876,10.956,0.00124314,0.000867146,2.11913,0.12783,0.0964712,All
2.60196,0.0218177,0.00518815,11.4122,0.0021135,0.00161883,2.33981,0.140288,0.126117,All
2.72413,0.0320863,0.00845382,11.8684,0.00340389,0.00285928,2.56049,0.149441,0.158145,All
2.84631,0.0450962,0.0131404,12.3245,0.00522093,0.00480453,2.78117,0.155545,0.19185,All
2.96848,0.0608739,0.0195861,12.7807,0.00766198,0.00771764,3.00184,0.158961,0.226598,All
3.09066,0.0792605,0.0281215,13.2369,0.0108026,0.0119015,3.22252,0.160088,0.26184,All
3.21284,0.099914,0.0390461,13.6931,0.0146849,0.0176865,3.4432,0.15932,0.297114,All
3.33501,0.122333,0.0526077,14.1493,0.0193091,0.0254125,3.66388,0.157023,0.332044,All
3.45719,0.145891,0.0689847,14.6054,0.024628,0.0354092,3.88456,0.153524,0.366329,All
3.57936,0.169889,0.0882743,15.0616,0.0305474,0.0479737,4.10524,0.14911,0.399736,All
3.70154,0.193596,0.110485,15.5178,0.0369301,0.06335,4.32592,0.144021,0.43209,All
3.82371,0.216304,0.135539,15.974,0.0436046,0.0817117,4.54659,0.13846,0.463266,All
3.94589,0.237365,0.163272,16.4301,0.0503762,0.103148,4.76727,0.132594,0.493178,All
4.06806,0.256223,0.193449,16.8863,0.0570399,0.127656,4.98795,0.126557,0.521775,All
4.19024,0.272436,0.225773,17.3425,0.0633933,0.155142,5.20863,0.120458,0.549031,All
4.31242,0.285689,0.259899,17.7987,0.0692483,0.185418,5.42931,0.114382,0.574942,All
4.43459,0.295789,0.295453,18.2549,0.0744412,0.21822,5.64999,0.108395,0.59952,All
4.55677,0.302668,0.332044,18.711,0.0788399,0.253214,5.87067,0.102546,0.622793,All
4.67894,0.306365,0.36928,19.1672,0.0823483,0.290015,6.09134,0.0968739,0.644793,All
4.80112,0.307013,0.40678,19.6234,0.084908,0.328201,6.31202,0.0914043,0.665564,All
4.92329,0.304819,0.444183,20.0796,0.0864975,0.367334,6.5327,0.0861556,0.685151,All
5.04547,0.300048,0.481158,20.5358,0.0871293,0.406972,6.75338,0.0811388,0.703606,All
5.16765,0.293002,0.517408,20.9919,0.0868456,0.446687,6.97406,0.07636,0.72098,All
5.28982,0.284006,0.552674,21.4481,0.0857132,0.486077,7.19474,0.0718206,0.737326,All
5.412,0.273394,0.586739,21.9043,0.0838174,0.524772,7.41541,0.0675188,0.752696,All
5.53417,0.261493,0.619426,22.3605,0.0812561,0.562447,7.63609,0.0634506,0.767143,All
5.65635,0.248617,0.650596,22.8167,0.078135,0.598822,7.85677,0.0596097,0.780717,All
5.77852,0.235059,0.680148,23.2728,0.0745618,0.633666,8.07745,0.0559888,0.793468,All
5.9007,0.221085,0.708016,23.729,0.0706429,0.666797,8.29813,0.0525794,0.805444,All
6.02288,0.206931,0.734163,24.1852,0.0664793,0.69808,8.51881,0.0493724,0.816689,All
6.14505,0.192805,0.758581,24.6414,0.0621645,0.727427,8.73949,0.0463586,0.827249,All
6.26723,0.178879,0.781283,25.0976,0.0577826,0.754786,8.96016,0.0435282,0.837163,All
6.3894,0.165299,0.802304,25.5537,0.0534073,0.780146,9.18084,0.0408717,0.846473,All
6.51158,0.152182,0.821693,26.0099,0.0491012,0.803524,9.40152,0.0383798,0.855215,All
6.63375,0.139616,0.839513,26.4661,0.0449161,0.824963,9.6222,0.0360431,0.863424,All
6.75593,0.127668,0.855834,26.9223,0.0408934,0.844528,9.84288,0.0338526,0.871133,All
6.8781,0.116384,0.870735,27.3785,0.0370647,0.862302,10.0636,0.0317998,0.878375,All
7.00028,0.105792,0.884301,27.8346,0.0334526,0.878377,10.2842,0.0298763,0.885178,All
7.12246,0.0959041,0.896615,28.2908,0.0300721,0.892858,10.5049,0.0280743,0.89157,All
7.24463,0.0867196,0.907764,28.747,0.0269312,0.90585,10.7256,0.0263861,0.897577,All
7.36681,0.0782276,0.917833,29.2032,0.0240322,0.917465,10.9463,0.0248046,0.903223,All
7.48898,0.0704092,0.926906,29.6593,0.0213729,0.927813,11.167,0.0233232,0.908532,All
7.61116,0.0632388,0.935064,30.1155,0.0189471,0.937001,11.3876,0.0219353,0.913524,All
7.73333,0.0566864,0.942384,30.5717,0.0167458,0.945133,11.6083,0.0206351,0.91822,All
7.85551,0.0507184,0.948939,31.0279,0.0147578,0.952311,11.829,0.0194168,0.922638,All
7.97769,0.0452996,0.954799,31.4841,0.0129706,0.958628,12.0497,0.0182751,0.926795,All
8.09986,0.0403933,0.960029,31.9402,0.0113704,0.964173,12.2703,0.0172052,0.930709,All
8.22204,0.0359629,0.964689,32.3964,0.00994342,0.969029,12.491,0.0162023,0.934394,All
8.34421,0.031972,0.968834,32.8526,0.00867542,0.97327,12.7117,0.015262,0.937864,All
8.46639,0.0283853,0.972517,33.3088,0.00755256,0.976966,12.9324,0.0143803,0.941134,All
8.58856,0.0251687,0.975785,33.765,0.0065614,0.98018,13.1531,0.0135533,0.944215,All
8.71074,0.0222899,0.978681,34.2211,0.00568911,0.98297,13.3737,0.0127776,0.94712,All
8.83292,0.0197181,0.981244,34.6773,0.0049236,0.985387,13.5944,0.0120497,0.949858,All
8.95509,0.0174246,0.983511,35.1335,0.00425357,0.987477,13.8151,0.0113665,0.952441,All
9.07727,0.0153825,0.985512,35.5897,0.00366858,0.989281,14.0358,0.0107252,0.954878,All
9.19944,0.0135672,0.987279,36.0459,0.00315902,0.990835,14.2564,0.010123,0.957178,All
9.32162,0.0119556,0.988836,36.502,0.00271615,0.992173,14.4771,0.00955735,0.959348,All
9.44379,0.0105269,0.990207,36.9582,0.00233205,0.993322,14.6978,0.00902596,0.961398,All
9.56597,0.00926184,0.991415,37.4144,0.00199956,0.994309,14.9185,0.00852659,0.963334,All
9.68814,0.00814298,0.992477,37.8706,0.00171229,0.995154,15.1392,0.00805719,0.965164,All
9.81032,0.0071545,0.99341,38.3268,0.00146452,0.995877,15.3598,0.00761583,0.966893,All
9.9325,0.00628211,0.99423,38.7829,0.00125117,0.996495,15.5805,0.00720073,0.968527,All
10.0547,0.00551288,0.994949,39.2391,0.00106774,0.997023,15.8012,0.00681022,0.970073,All
10.1768,0.00483523,0.99558,39.6953,0.000910269,0.997473,16.0219,0.00644273,0.971534,All
10.299,0.00423875,0.996134,40.1515,0.000775271,0.997857,16.2426,0.00609681,0.972918,All
10.4212,0.00371412,0.996619,40.6077,0.00065969,0.998183,16.4632,0.00577111,0.974227,All
10.5434,0.00325302,0.997044,41.0638,0.000560855,0.998461,16.6839,0.00546435,0.975466,All
10.6655,0.00284802,0.997416,41.52,0.000476438,0.998697,16.9046,0.00517536,0.97664,All
10.7877,0.00249252,0.997742,41.9762,0.000404416,0.998898,17.1253,0.00490301,0.977752,All
10.9099,0.00218066,0.998027,42.4324,0.000343032,0.999068,17.3459,0.00464629,0.978805,All
11.0321,0.00190723,0.998276,42.8886,0.000290767,0.999212,17.5666,0.00440423,0.979803,All
11.1543,0.0016676,0.998494,43.3447,0.000246306,0.999334,17.7873,0.00417592,0.98075,All
11.2764,0.00145771,0.998685,43.8009,0.000208517,0.999438,18.008,0.00396053,0.981647,All
11.3986,0.00127393,0.998852,44.2571,0.000176426,0.999525,18.2287,0.00375726,0.982499,All
11.5208,0.00111309,0.998997,44.7133,0.000149193,0.9996,18.4493,0.00356537,0.983307,All
11.643,0.000972365,0.999124,45.1694,0.000126102,0.999662,18.67,0.00338419,0.984073,All
11.7651,0.000849289,0.999236,45.6256,0.000106534,0.999715,18.8907,0.00321307,0.984801,All
11.8873,0.00074168,0.999333,46.0818,8.99636e-05,0.99976,19.1114,0.00305139,0.985492,All
12.0095,0.00064762,0.999417,46.538,7.59395e-05,0.999798,19.3321,0.00289861,0.986148,All
12.1317,0.000565425,0.999491,46.9942,6.40772e-05,0.999829,19.5527,0.00275418,0.986772,All
12.2538,0.000493615,0.999556,47.4503,5.40488e-05,0.999856,19.7734,0.00261762,0.987364,All
12.376,0.00043089,0.999612,47.9065,4.5575e-05,0.999879,19.9941,0.00248846,0.987928,All
12.4982,0.000376111,0.999662,48.3627,3.8418e-05,0.999898,20.2148,0.00236627,0.988463,All
12.6204,0.00032828,0.999705,48.8189,3.2376e-05,0.999914,20.4354,0.00225064,0.988973,All
12.7425,0.000286522,0.999742,49.2751,2.72772e-05,0.999928,20.6561,0.00214118,0.989457,All
12.8647,0.000250069,0.999775,49.7312,2.2976e-05,0.999939,20.8768,0.00203755,0.989918,All
12.9869,0.000218253,0.999803,50.1874,1.93489e-05,0.999949,21.0975,0.00193941,0.990357,All
13.1091,0.000190485,0.999828,50.6436,1.62912e-05,0.999957,21.3182,0.00184643,0.990774,All
13.2312,0.000166252,0.99985,51.0998,1.37143e-05,0.999964,21.5388,0.00175833,0.991172,All
13.3534,0.000145106,0.999869,51.556,1.15432e-05,0.99997,21.7595,0.00167483,0.991551,All
13.4756,0.000126654,0.999886,52.0121,9.71451e-06,0.999974,21.9802,0.00159567,0.991912,All
13.5978,0.000110553,0.9999,52.4683,8.1745e-06,0.999978,22.2009,0.00152061,0.992255,All
13.7199,9.65052e-05,0.999913,52.9245,6.87788e-06,0.999982,22.4216,0.0014494,0.992583,All
13.8421,8.42476e-05,0.999924,53.3807,5.78641e-06,0.999985,22.6422,0.00138185,0.992895,All
13.9643,7.35523e-05,0.999933,53.8369,4.86778e-06,0.999987,22.8629,0.00131774,0.993193,All
