Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_fi_abscissa,Cl_vs_fi_spline,Cl_vs_fi_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,Q_vs_fi_abscissa,Q_vs_fi_spline,Q_vs_fi_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_fi_abscissa,V1_vs_fi_spline,V1_vs_fi_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_fi_abscissa,V2_vs_fi_spline,V2_vs_fi_regression,fi_vs_Cl_abscissa,fi_vs_Cl_spline,fi_vs_Cl_regression,fi_vs_Q_abscissa,fi_vs_Q_spline,fi_vs_Q_regression,fi_vs_V1_abscissa,fi_vs_V1_spline,fi_vs_V1_regression,fi_vs_V2_abscissa,fi_vs_V2_spline,fi_vs_V2_regression
-0.859587,0.0076979,-0.065728,-0.589071,-0.559033,-0.454581,-2.33155,0.154256,0.179246,-0.720448,-0.57883,-0.465882,-0.775653,-0.132827,-0.0868265,-0.589071,0.103878,-0.041881,-2.33155,0.271902,0.136206,-0.720448,0.0150958,-0.141895,-0.775653,-0.290185,-0.356662,-0.859587,-0.104698,-0.0427388,-2.33155,0.0558271,0.00793106,-0.720448,-0.377822,-0.313646,-0.775653,0.553857,0.426967,-0.859587,0.164625,0.157948,-0.589071,0.106032,-0.0155433,-0.720448,-0.113517,-0.504655,-0.775653,-0.442741,-0.341458,-0.859587,-0.0448148,-0.0850449,-0.589071,-0.492267,-0.292587,-2.33155,-0.0790594,-0.101291
-0.842653,-0.0194122,-0.0643797,-0.578131,-0.557716,-0.445856,-2.29387,0.150149,0.176273,-0.709136,-0.586318,-0.458422,-0.764256,-0.112383,-0.0853797,-0.578131,0.0962795,-0.040853,-2.29387,0.252173,0.134105,-0.709136,0.0121046,-0.139448,-0.764256,-0.302476,-0.351658,-0.842653,-0.0963904,-0.0421894,-2.29387,0.0559286,0.00755199,-0.709136,-0.377741,-0.308893,-0.764256,0.511856,0.419163,-0.842653,0.0774058,0.152807,-0.578131,0.0832474,-0.017278,-0.709136,-0.0963582,-0.498332,-0.764256,-0.455071,-0.336588,-0.842653,-0.0374158,-0.0835563,-0.578131,-0.490628,-0.287176,-2.29387,-0.086017,-0.0997183
-0.825719,-0.0446391,-0.0630314,-0.567191,-0.556399,-0.437131,-2.2562,0.146853,0.1733,-0.697823,-0.59348,-0.450961,-0.752859,-0.0919393,-0.0839328,-0.567191,0.0886807,-0.0398251,-2.2562,0.23365,0.132004,-0.697823,0.00899661,-0.137001,-0.752859,-0.314768,-0.346653,-0.825719,-0.0881926,-0.0416399,-2.2562,0.054903,0.00717293,-0.697823,-0.377506,-0.304139,-0.752859,0.469854,0.411359,-0.825719,-0.00339162,0.147667,-0.567191,0.0604629,-0.0190128,-0.697823,-0.0795,-0.492008,-0.752859,-0.467401,-0.331717,-0.825719,-0.0305245,-0.0820677,-0.567191,-0.488988,-0.281766,-2.2562,-0.0910014,-0.0981457
-0.808785,-0.0513505,-0.061683,-0.556251,-0.555082,-0.428406,-2.21852,0.143661,0.170327,-0.68651,-0.600643,-0.443501,-0.741462,-0.0714957,-0.082486,-0.556251,0.0810818,-0.0387972,-2.21852,0.215283,0.129902,-0.68651,0.00588859,-0.134554,-0.741462,-0.32706,-0.341649,-0.808785,-0.0810726,-0.0410905,-2.21852,0.0537313,0.00679386,-0.68651,-0.377271,-0.299386,-0.741462,0.427853,0.403556,-0.808785,-0.021052,0.142526,-0.556251,0.0376784,-0.0207475,-0.68651,-0.0626418,-0.485685,-0.741462,-0.47973,-0.326847,-0.808785,-0.0286253,-0.0805791,-0.556251,-0.487349,-0.276356,-2.21852,-0.0957299,-0.096573
-0.791851,-0.0580619,-0.0603347,-0.545311,-0.553765,-0.419681,-2.18085,0.14047,0.167354,-0.675197,-0.607805,-0.436041,-0.730064,-0.0510521,-0.0810391,-0.545311,0.073483,-0.0377692,-2.18085,0.196916,0.127801,-0.675197,0.00278056,-0.132108,-0.730064,-0.339352,-0.336644,-0.791851,-0.0739526,-0.040541,-2.18085,0.0525596,0.00641479,-0.675197,-0.377035,-0.294632,-0.730064,0.385852,0.395752,-0.791851,-0.0387124,0.137386,-0.545311,0.0148938,-0.0224823,-0.675197,-0.0457836,-0.479362,-0.730064,-0.49206,-0.321976,-0.791851,-0.0267261,-0.0790905,-0.545311,-0.485709,-0.270945,-2.18085,-0.100459,-0.0950004
-0.774917,-0.0647733,-0.0589864,-0.53437,-0.552448,-0.410957,-2.14317,0.137278,0.164381,-0.663884,-0.614968,-0.42858,-0.718667,-0.0306084,-0.0795922,-0.53437,0.0658842,-0.0367413,-2.14317,0.178549,0.1257,-0.663884,-0.00032746,-0.129661,-0.718667,-0.351644,-0.33164,-0.774917,-0.0668326,-0.0399915,-2.14317,0.0513878,0.00603573,-0.663884,-0.3768,-0.289879,-0.718667,0.343851,0.387948,-0.774917,-0.0563728,0.132246,-0.53437,-0.00789069,-0.024217,-0.663884,-0.0289254,-0.473038,-0.718667,-0.50439,-0.317106,-0.774917,-0.0248269,-0.0776019,-0.53437,-0.48407,-0.265535,-2.14317,-0.105187,-0.0934277
-0.757983,-0.0714846,-0.0576381,-0.52343,-0.550604,-0.402232,-2.1055,0.134503,0.161408,-0.652572,-0.616506,-0.42112,-0.70727,-0.0206541,-0.0781454,-0.52343,0.0585472,-0.0357134,-2.1055,0.160901,0.123598,-0.652572,-0.00526217,-0.127214,-0.70727,-0.358483,-0.326635,-0.757983,-0.0597125,-0.0394421,-2.1055,0.0496603,0.00565666,-0.652572,-0.373948,-0.285125,-0.70727,0.312501,0.380144,-0.757983,-0.0740332,0.127105,-0.52343,-0.0282813,-0.0259518,-0.652572,-0.0174509,-0.466715,-0.70727,-0.505651,-0.312235,-0.757983,-0.0229277,-0.0761133,-0.52343,-0.481436,-0.260125,-2.1055,-0.108897,-0.0918551
-0.741049,-0.078196,-0.0562897,-0.51249,-0.545875,-0.393507,-2.06782,0.132311,0.158435,-0.641259,-0.614113,-0.413659,-0.695873,-0.0141237,-0.0766985,-0.51249,0.0526405,-0.0346854,-2.06782,0.144336,0.121497,-0.641259,-0.0114736,-0.124767,-0.695873,-0.363482,-0.321631,-0.741049,-0.0525925,-0.0388926,-2.06782,0.0471749,0.0052776,-0.641259,-0.369267,-0.280371,-0.695873,0.284713,0.37234,-0.741049,-0.0916936,0.121965,-0.51249,-0.0355943,-0.0276865,-0.641259,-0.00973906,-0.460391,-0.695873,-0.503317,-0.307365,-0.741049,-0.0210285,-0.0746247,-0.51249,-0.473371,-0.254714,-2.06782,-0.111178,-0.0902824
-0.724115,-0.0849074,-0.0549414,-0.50155,-0.539153,-0.384782,-2.03015,0.130466,0.155462,-0.629946,-0.61172,-0.406199,-0.684476,-0.0115554,-0.0752517,-0.50155,0.047563,-0.0336575,-2.03015,0.128538,0.119395,-0.629946,-0.017685,-0.12232,-0.684476,-0.366278,-0.316626,-0.724115,-0.0454725,-0.0383432,-2.03015,0.0442648,0.00489853,-0.629946,-0.364585,-0.275618,-0.684476,0.261148,0.364536,-0.724115,-0.109354,0.116825,-0.50155,-0.0374332,-0.0294213,-0.629946,-0.00202725,-0.454068,-0.684476,-0.496846,-0.302495,-0.724115,-0.0191293,-0.0731361,-0.50155,-0.462687,-0.249304,-2.03015,-0.1126,-0.0887098
-0.707181,-0.0916188,-0.0535931,-0.490609,-0.529569,-0.376057,-1.99247,0.128622,0.152489,-0.618633,-0.609192,-0.398738,-0.673079,-0.0108839,-0.0738048,-0.490609,0.0436752,-0.0326296,-1.99247,0.11274,0.117294,-0.618633,-0.0239315,-0.119873,-0.673079,-0.368003,-0.311622,-0.707181,-0.0383525,-0.0377937,-1.99247,0.0413547,0.00451947,-0.618633,-0.359844,-0.270864,-0.673079,0.239627,0.356733,-0.707181,-0.127014,0.111684,-0.490609,-0.0314193,-0.031156,-0.618633,0.00554839,-0.447745,-0.673079,-0.4884,-0.297624,-0.707181,-0.0172301,-0.0716475,-0.490609,-0.448243,-0.243894,-1.99247,-0.114022,-0.0871371
-0.690247,-0.0983302,-0.0522448,-0.479669,-0.519986,-0.367332,-1.9548,0.127585,0.149516,-0.607321,-0.600909,-0.391278,-0.661682,-0.0114728,-0.0723579,-0.479669,0.0397873,-0.0316016,-1.9548,0.0993064,0.115193,-0.607321,-0.0316825,-0.117427,-0.661682,-0.368995,-0.306617,-0.690247,-0.0312324,-0.0372443,-1.9548,0.0376019,0.0041404,-0.607321,-0.352532,-0.266111,-0.661682,0.219493,0.348929,-0.690247,-0.144675,0.106544,-0.479669,-0.0254055,-0.0328908,-0.607321,0.00729102,-0.441421,-0.661682,-0.478648,-0.292754,-0.690247,-0.0153309,-0.0701589,-0.479669,-0.433799,-0.238483,-1.9548,-0.113426,-0.0855644
