time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,-0.3946,1,-0.452498,1,-0.412644,3.40431,0.103589,4.00305,-0.636384,3.40431,0.0916428,All
1.05006,-0.381434,1.05006,-0.436696,1.05006,-0.398813,3.57926,0.0991136,4.21992,-0.486967,3.57926,0.0884672,All
1.10263,-0.367609,1.10263,-0.420103,1.10263,-0.384289,3.7632,0.0944079,4.44853,-0.329455,3.7632,0.0851284,All
1.15782,-0.353091,1.15782,-0.402679,1.15782,-0.369039,3.9566,0.0895695,4.68952,-0.173886,3.9566,0.0814782,All
1.21,-0.339368,1.21,-0.386208,1.21,-0.354623,4.15993,0.0847171,4.94357,-0.0532489,4.15993,0.0773395,All
1.21578,-0.337848,1.21578,-0.384382,1.21578,-0.353025,4.17042,0.0844669,5.04252,-0.0125543,4.17042,0.0771261,All
1.27664,-0.321841,1.27664,-0.36517,1.27664,-0.33621,4.37371,0.0796155,5.21138,0.050048,4.37371,0.0729882,All
1.34055,-0.305032,1.34055,-0.344996,1.34055,-0.318553,4.59848,0.0742516,5.4937,0.131064,4.59848,0.0684131,All
1.40766,-0.287383,1.40766,-0.323813,1.40766,-0.300012,4.8348,0.0686121,5.79132,0.189777,4.8348,0.063603,All
1.42,-0.284137,1.42,-0.319917,1.42,-0.296602,4.93652,0.0661846,6.08199,0.228187,4.93652,0.0615325,All
1.47813,-0.268849,1.47813,-0.301568,1.47813,-0.280543,5.08326,0.0626827,6.10506,0.229758,5.08326,0.0585457,All
1.55212,-0.249388,1.55212,-0.278211,1.55212,-0.260099,5.34449,0.0568995,6.43579,0.247816,5.34449,0.05304,All
1.62982,-0.248222,1.62982,-0.278243,1.62982,-0.258908,5.61915,0.0509631,6.78444,0.247486,5.61915,0.0471911,All
1.63,-0.248249,1.63,-0.278282,1.63,-0.258937,5.70262,0.0491589,7.12146,0.234061,5.70262,0.0454135,All
1.71141,-0.260583,1.71141,-0.295593,1.71141,-0.271952,5.90792,0.0449149,7.15198,0.232088,5.90792,0.0410609,All
1.79708,-0.273562,1.79708,-0.313811,1.79708,-0.28565,6.21153,0.0391554,7.53943,0.20382,6.21153,0.0348217,All
1.84,-0.280065,1.84,-0.322938,1.84,-0.292512,6.46872,0.0342819,7.94788,0.170205,6.46872,0.0295387,All
1.88704,-0.287192,1.88704,-0.332942,1.88704,-0.300033,6.53075,0.0331066,8.16092,0.154021,6.53075,0.0282647,All
1.98151,-0.301503,1.98151,-0.35303,1.98151,-0.315137,6.86637,0.0269892,8.37844,0.140055,6.86637,0.0215163,All
2.05,-0.302996,2.05,-0.355706,2.05,-0.316854,7.21923,0.0213012,8.83234,0.117934,7.21923,0.0149639,All
2.0807,-0.302193,2.0807,-0.354935,2.0807,-0.316093,7.23483,0.0210721,9.20039,0.106152,7.23483,0.0146947,All
2.18486,-0.299466,2.18486,-0.352319,2.18486,-0.313511,7.59023,0.0158519,9.31082,0.10354,7.59023,0.00856108,All
2.26,-0.297499,2.26,-0.350432,2.26,-0.311649,7.9803,0.0103916,9.81522,0.096768,7.9803,0.00211089,All
2.29423,-0.296603,2.29423,-0.349572,2.29423,-0.3108,8.00093,0.0101275,10.2399,0.0950003,8.00093,0.00179564,All
2.40908,-0.293596,2.40908,-0.346687,2.40908,-0.307953,8.39041,0.00563729,10.347,0.0950828,8.39041,-0.00356878,All
2.47,-0.292001,2.47,-0.345157,2.47,-0.306443,8.76703,0.00184942,10.9075,0.0968508,8.76703,-0.00805568,All
2.52968,-0.290439,2.52968,-0.343658,2.52968,-0.304964,8.8216,0.00137901,11.2793,0.0982117,8.8216,-0.00860236,All
2.65631,-0.287124,2.65631,-0.340477,2.65631,-0.301825,9.27495,-0.00216003,11.4984,0.0986248,9.27495,-0.0126279,All
2.68,-0.286504,2.68,-0.339882,2.68,-0.301238,9.53314,-0.00376291,12.1213,0.0960434,9.53314,-0.0143303,All
2.78929,-0.283643,2.78929,-0.337137,2.78929,-0.298529,9.75159,-0.00494446,12.3188,0.0933529,9.75159,-0.0155055,All
2.89,-0.281006,2.89,-0.334607,2.89,-0.296032,10.2527,-0.00734559,12.778,0.0842961,10.2527,-0.0176725,All
2.92892,-0.279987,2.92892,-0.33363,2.92892,-0.295067,10.2992,-0.00756033,13.3583,0.0669548,10.2992,-0.0178581,All
3.07554,-0.276149,3.07554,-0.329947,3.07554,-0.291433,10.7796,-0.00981956,13.4702,0.0629298,10.7796,-0.0196572,All
3.1,-0.275509,3.1,-0.329332,3.1,-0.290827,11.0653,-0.0112977,14.1999,0.0311538,11.0653,-0.020818,All
3.2295,-0.272119,3.2295,-0.32608,3.2295,-0.287616,11.3336,-0.0129113,14.3977,0.0212911,11.3336,-0.0221161,All
3.31,-0.270011,3.31,-0.324058,3.31,-0.285621,11.8314,-0.0167263,14.9692,-0.00726484,11.8314,-0.0253788,All
3.39116,-0.267886,3.39116,-0.322019,3.39116,-0.283609,11.916,-0.0175238,15.4372,-0.0336873,11.916,-0.026095,All
3.52,-0.264514,3.52,-0.318783,3.52,-0.280415,12.5284,-0.0244491,15.7801,-0.0539023,12.5284,-0.0325599,All
3.56093,-0.263442,3.56093,-0.317755,3.56093,-0.279401,12.5975,-0.0253751,16.4767,-0.0955181,12.5975,-0.0334502,All
3.73,-0.246019,3.73,-0.296458,3.73,-0.261512,13.1723,-0.0351756,16.635,-0.105039,13.1723,-0.0431889,All
3.73918,-0.244965,3.73918,-0.295159,3.73918,-0.260427,13.3636,-0.0385117,17.5161,-0.154546,13.3636,-0.0465126,All
3.92637,-0.223478,3.92637,-0.268698,3.92637,-0.238305,13.8492,-0.0469751,17.5362,-0.155663,13.8492,-0.0549443,All
3.94,-0.221912,3.94,-0.26677,3.94,-0.236693,14.1298,-0.0525124,18.4862,-0.207828,14.1298,-0.0605351,All
4.12292,-0.207956,4.12292,-0.250201,4.12292,-0.222223,14.5609,-0.0620692,18.5556,-0.21094,14.5609,-0.0702892,All
4.15,-0.206398,4.15,-0.248419,4.15,-0.220597,14.8959,-0.0698475,19.4877,-0.249866,14.8959,-0.0782591,All
4.32931,-0.196086,4.32931,-0.236623,4.32931,-0.209832,15.3092,-0.0799816,19.5951,-0.253834,15.3092,-0.0886865,All
4.36,-0.194321,4.36,-0.234604,4.36,-0.20799,15.662,-0.0889302,20.5434,-0.283533,15.662,-0.0979167,All
4.54603,-0.183622,4.54603,-0.222365,4.54603,-0.196821,16.0959,-0.100387,20.6345,-0.286163,16.0959,-0.109764,All
4.57,-0.182243,4.57,-0.220788,4.57,-0.195382,16.4281,-0.109219,21.6563,-0.310696,16.4281,-0.118901,All
4.77361,-0.170533,4.77361,-0.207393,4.77361,-0.183159,16.9231,-0.122602,21.674,-0.311068,16.9231,-0.132757,All
4.78,-0.170166,4.78,-0.206972,4.78,-0.182775,17.1942,-0.130011,22.7135,-0.328627,17.1942,-0.140429,All
4.99,-0.158088,4.99,-0.193156,4.99,-0.170167,17.7928,-0.146292,22.8295,-0.330289,17.7928,-0.157271,All
5.01257,-0.15679,5.01257,-0.191671,5.01257,-0.168812,17.9603,-0.15084,23.7529,-0.343514,17.9603,-0.161974,All
5.2,-0.146011,5.2,-0.17934,5.2,-0.15756,18.7072,-0.170579,24.0663,-0.348001,18.7072,-0.182326,All
5.2635,-0.142359,5.2635,-0.175163,5.2635,-0.153748,18.7264,-0.17107,24.7924,-0.357737,18.7264,-0.182831,All
5.41,-0.133933,5.41,-0.165524,5.41,-0.144953,19.4925,-0.1907,25.37,-0.365396,19.4925,-0.203003,All
5.52699,-0.127205,5.52699,-0.157828,5.52699,-0.137929,19.6686,-0.195213,25.8319,-0.371549,19.6686,-0.20764,All
5.62,-0.123186,5.62,-0.153294,5.62,-0.133712,20.2586,-0.209744,26.7444,-0.386823,20.2586,-0.22252,All
5.80367,-0.119287,5.80367,-0.149154,5.80367,-0.12953,20.6794,-0.219693,26.8713,-0.389225,20.6794,-0.232672,All
5.83,-0.118728,5.83,-0.148561,5.83,-0.12893,21.0247,-0.227765,27.9108,-0.409414,21.0247,-0.240902,All
6.04,-0.114062,6.04,-0.143079,6.04,-0.123974,21.7421,-0.243824,28.1933,-0.416045,21.7421,-0.257222,All
6.0942,-0.112629,6.0942,-0.140843,6.0942,-0.122503,21.7908,-0.244874,28.9503,-0.433815,21.7908,-0.258287,All
6.25,-0.108511,6.25,-0.134416,6.25,-0.118275,22.5569,-0.26074,29.7206,-0.455285,22.5569,-0.274331,All
6.39927,-0.104565,6.39927,-0.128259,6.39927,-0.114225,22.8594,-0.266806,29.9897,-0.462919,22.8594,-0.280453,All
6.46,-0.10296,6.46,-0.125753,6.46,-0.112577,23.323,-0.276101,31.0292,-0.492403,23.323,-0.289833,All
6.67,-0.0974086,6.67,-0.117091,6.67,-0.106878,24.0342,-0.289197,31.3307,-0.501803,24.0342,-0.302986,All
6.71961,-0.0960971,6.71961,-0.115044,6.71961,-0.105532,24.0891,-0.290154,32.0687,-0.526157,24.0891,-0.303945,All
6.88,-0.0918574,6.88,-0.108428,6.88,-0.101179,24.8552,-0.303129,33.028,-0.559013,24.8552,-0.316918,All
7.056,-0.0872052,7.056,-0.101168,7.056,-0.0964035,25.2693,-0.309474,33.1081,-0.561908,25.2693,-0.32323,All
7.09,-0.0863063,7.09,-0.0997652,7.09,-0.0954807,25.6213,-0.314866,34.1476,-0.599885,25.6213,-0.328594,All
7.3,-0.0807552,7.3,-0.0911024,7.3,-0.0897821,26.3874,-0.325583,34.8173,-0.625368,26.3874,-0.339209,All
7.40922,-0.0778682,7.40922,-0.0865971,7.40922,-0.0868184,26.5679,-0.327906,35.1871,-0.639627,26.5679,-0.341499,All
7.51,-0.075204,7.51,-0.0824397,7.51,-0.0840834,27.1535,-0.335054,36.2265,-0.68081,27.1535,-0.348529,All
7.72,-0.0651175,7.72,-0.0655089,7.72,-0.0739504,27.9196,-0.343262,36.7035,-0.700213,27.9196,-0.356546,All
7.78012,-0.0615332,7.78012,-0.059392,7.78012,-0.0703684,27.9333,-0.343404,37.266,-0.723654,27.9333,-0.356685,All
7.93,-0.0525972,7.93,-0.0441418,7.93,-0.061438,28.6857,-0.351179,38.3055,-0.766968,28.6857,-0.364265,All
8.14,-0.0375314,8.14,-0.0185264,8.14,-0.0464063,29.3688,-0.357501,38.6918,-0.783067,29.3688,-0.370393,All
8.16959,-0.0352294,8.16959,-0.0146181,8.16959,-0.0441109,29.4518,-0.358269,39.3449,-0.810282,29.4518,-0.371138,All
8.35,-0.021927,8.35,0.00686183,8.35,-0.0307649,30.2179,-0.365254,40.3844,-0.853597,30.2179,-0.37794,All
8.56,-0.00713034,8.56,0.0296638,8.56,-0.0158385,30.8781,-0.371277,40.7879,-0.87041,30.8781,-0.383822,All
8.57855,-0.00582301,8.57855,0.0316785,8.57855,-0.0145197,30.984,-0.372244,41.4239,-0.896911,30.984,-0.384766,All
8.77,0.00766632,8.77,0.0524658,8.77,-0.000912025,31.7501,-0.379233,42.4633,-0.933725,31.7501,-0.391591,All
8.98,0.022463,8.98,0.0752679,8.98,0.0140144,32.4649,-0.385754,42.9976,-0.952523,32.4649,-0.397959,All
