Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression
-1.56158,-0.197915,-0.0273919,-0.536449,-0.18287,-0.24036,-0.597934,0.00280237,0.0350729,-0.747289,0.197356,-0.0819491,-0.536449,-0.462641,-0.317428,-0.597934,0.256697,-0.28,-0.747289,-0.229685,-0.27185,-1.56158,-0.0747874,-0.112353,-0.597934,-0.235396,-0.00258618,-0.747289,0.106833,0.0441589,-1.56158,-0.0344058,-0.0274904,-0.536449,0.0868006,0.0233301
-1.52827,-0.158682,-0.0267977,-0.522958,-0.124939,-0.234282,-0.587564,0.000317223,0.0344992,-0.736767,0.192605,-0.0806369,-0.522958,-0.530308,-0.309139,-0.587564,0.22306,-0.275142,-0.736767,-0.243004,-0.268046,-1.52827,-0.0412529,-0.110003,-0.587564,-0.224144,-0.00256617,-0.736767,0.0969743,0.0438747,-1.52827,-0.0513554,-0.0264008,-0.522958,0.0552131,0.0233459
-1.49496,-0.119448,-0.0262035,-0.509466,-0.0865953,-0.228205,-0.577194,-0.00216792,0.0339254,-0.726245,0.185148,-0.0793247,-0.509466,-0.566922,-0.300849,-0.577194,0.189422,-0.270284,-0.726245,-0.255198,-0.264241,-1.49496,-0.00771841,-0.107653,-0.577194,-0.212892,-0.00254615,-0.726245,0.0875215,0.0435905,-1.49496,-0.068305,-0.0253112,-0.509466,0.0307685,0.0233618
-1.46165,-0.0914258,-0.0256093,-0.495974,-0.0482519,-0.222127,-0.566824,-0.00465306,0.0333517,-0.715723,0.17769,-0.0780125,-0.495974,-0.603537,-0.292559,-0.566824,0.155785,-0.265426,-0.715723,-0.267392,-0.260436,-1.46165,0.00806549,-0.105303,-0.566824,-0.20164,-0.00252614,-0.715723,0.0780686,0.0433064,-1.46165,-0.0755748,-0.0242216,-0.495974,0.0063239,0.0233776
-1.42834,-0.0663796,-0.025015,-0.482482,-0.0206835,-0.21605,-0.556454,-0.0071382,0.0327779,-0.705201,0.165333,-0.0767003,-0.482482,-0.623145,-0.284269,-0.556454,0.122148,-0.260568,-0.705201,-0.277463,-0.256631,-1.42834,0.0191369,-0.102953,-0.556454,-0.190388,-0.00250613,-0.705201,0.0693899,0.0430222,-1.42834,-0.0802748,-0.023132,-0.482482,-0.0140581,0.0233934
-1.39503,-0.0413334,-0.0244208,-0.46899,-0.0148132,-0.209972,-0.546084,-0.00962334,0.0322042,-0.694679,0.146685,-0.0753881,-0.46899,-0.608567,-0.27598,-0.546084,0.0885106,-0.25571,-0.694679,-0.284717,-0.252826,-1.39503,0.0302084,-0.100603,-0.546084,-0.179137,-0.00248612,-0.694679,0.0617464,0.042738,-1.39503,-0.0849748,-0.0220424,-0.46899,-0.0261512,0.0234093
-1.36171,-0.0203861,-0.0238266,-0.455498,-0.0224342,-0.203895,-0.535714,-0.0121085,0.0316305,-0.684157,0.124604,-0.0740759,-0.455498,-0.572889,-0.26769,-0.535714,0.0548733,-0.250852,-0.684157,-0.290321,-0.249021,-1.36171,0.0354437,-0.0982525,-0.535714,-0.167885,-0.00246611,-0.684157,0.0547195,0.0424538,-1.36171,-0.0865701,-0.0209528,-0.455498,-0.0328132,0.0234251
-1.3284,-0.00757173,-0.0232324,-0.442007,-0.0303311,-0.197817,-0.525344,-0.0145936,0.0310567,-0.673635,0.0998924,-0.0727637,-0.442007,-0.536783,-0.2594,-0.525344,0.021236,-0.245994,-0.673635,-0.294606,-0.245217,-1.3284,0.0290991,-0.0959024,-0.525344,-0.156633,-0.00244609,-0.673635,0.0481898,0.0421696,-1.3284,-0.0820051,-0.0198632,-0.442007,-0.0393576,0.0234409
-1.29509,0.00524259,-0.0226382,-0.428515,-0.0555419,-0.191739,-0.514974,-0.0170788,0.030483,-0.663113,0.0720007,-0.0714515,-0.428515,-0.474052,-0.251111,-0.514974,-0.0124013,-0.241137,-0.663113,-0.297217,-0.241412,-1.29509,0.0227545,-0.0935523,-0.514974,-0.145381,-0.00242608,-0.663113,0.0422977,0.0418855,-1.29509,-0.0774401,-0.0187736,-0.428515,-0.0381256,0.0234568
-1.26178,0.0120178,-0.022044,-0.415023,-0.082896,-0.185662,-0.504604,-0.0195639,0.0299092,-0.652591,0.0419452,-0.0701394,-0.415023,-0.408069,-0.242821,-0.504604,-0.0460386,-0.236279,-0.652591,-0.298351,-0.237607,-1.26178,0.00916255,-0.0912022,-0.504604,-0.134129,-0.00240607,-0.652591,0.0369939,0.0416013,-1.26178,-0.0691984,-0.017684,-0.415023,-0.0358546,0.0234726
-1.22847,0.0173714,-0.0214498,-0.401531,-0.11029,-0.179584,-0.494234,-0.0220491,0.0293355,-0.642069,0.00761921,-0.0688272,-0.401531,-0.342028,-0.234531,-0.494234,-0.0796758,-0.231421,-0.642069,-0.291477,-0.233802,-1.22847,-0.00602136,-0.0888521,-0.494234,-0.122877,-0.00238606,-0.642069,0.035178,0.0413171,-1.22847,-0.0601671,-0.0165944,-0.401531,-0.0335601,0.0234884
-1.19516,0.0190803,-0.0208556,-0.388039,-0.145084,-0.173507,-0.483864,-0.0245342,0.0287617,-0.631547,-0.0267067,-0.067515,-0.388039,-0.265196,-0.226241,-0.483864,-0.113313,-0.226563,-0.631547,-0.284603,-0.229997,-1.19516,-0.0246548,-0.086502,-0.483864,-0.111625,-0.00236604,-0.631547,0.0333622,0.0410329,-1.19516,-0.0495309,-0.0155048,-0.388039,-0.0268955,0.0235043
-1.16184,0.0177132,-0.0202614,-0.374547,-0.181029,-0.167429,-0.473494,-0.0270193,0.028188,-0.621025,-0.0610327,-0.0662028,-0.374547,-0.187099,-0.217952,-0.473494,-0.14695,-0.221705,-0.621025,-0.277729,-0.226193,-1.16184,-0.0451147,-0.0841519,-0.473494,-0.100373,-0.00234603,-0.621025,0.0315464,0.0407487,-1.16184,-0.038261,-0.0144152,-0.374547,-0.0188175,0.0235201
-1.12853,0.0146346,-0.0196672,-0.361055,-0.216204,-0.161352,-0.463124,-0.0295045,0.0276142,-0.610503,-0.0953586,-0.0648906,-0.361055,-0.111202,-0.209662,-0.463124,-0.180588,-0.216847,-0.610503,-0.270855,-0.222388,-1.12853,-0.0662244,-0.0818018,-0.463124,-0.0891212,-0.00232602,-0.610503,0.0297305,0.0404646,-1.12853,-0.026882,-0.0133257,-0.361055,-0.00927956,0.0235359
-1.09522,0.0115559,-0.019073,-0.347564,-0.251379,-0.155274,-0.452754,-0.0319896,0.0270405,-0.599981,-0.129685,-0.0635784,-0.347564,-0.0353062,-0.201372,-0.452754,-0.214225,-0.211989,-0.599981,-0.26398,-0.218583,-1.09522,-0.0873341,-0.0794517,-0.452754,-0.0778693,-0.00230601,-0.599981,0.0279147,0.0401804,-1.09522,-0.015503,-0.0122361,-0.347564,0.000258401,0.0235518
