pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.96666,0.0218147,-4.32303,0.00402678,-1.99571,0.0234782,All
-1.44141,0.109074,-4.056,0,-1.50766,0.117391,All
-0.916149,0.523553,-3.78897,0,-1.01962,0.446085,All
-0.390891,0.392665,-3.52194,0.0120803,-0.531579,0.422607,All
0.134366,0.523553,-3.25491,0.00805355,-0.0435364,0.516519,All
0.659623,0.239962,-2.98788,0.00402678,0.444506,0.328694,All
1.18488,0.0872588,-2.72085,0.0161071,0.932548,0.117391,All
1.71014,0.0654441,-2.45382,0.0201339,1.42059,0.0704345,All
2.2354,0.0872588,-2.18679,0.0161071,1.90863,0.117391,All
2.76065,0.0436294,-1.91976,0.0402678,2.39668,0.0939126,All
,,-1.65273,0.104696,,,All
,,-1.3857,0.153017,,,All
,,-1.11867,0.225499,,,All
,,-0.851641,0.330196,,,All
,,-0.584611,0.293955,,,All
,,-0.317582,0.342276,,,All
,,-0.0505519,0.467106,,,All
,,0.216478,0.358383,,,All
,,0.483508,0.450999,,,All
,,0.750537,0.370463,,,All
,,1.01757,0.26174,,,All
,,1.2846,0.120803,,,All
,,1.55163,0.116776,,,All
,,1.81866,0.0644284,,,All
,,2.08569,0.0281874,,,All
,,2.35272,0.0201339,,,All
,,2.61975,0.0161071,,,All
,,2.88678,0,,,All
,,3.15381,0.00805355,,,All
,,3.42083,0.00402678,,,All
,,3.68786,0.00805355,,,All
