pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4.91847,0.00104167,-4,0,All
-2.21956,0.0104167,-3.63595,0.00208333,-2.23973,0.0104167,All
-1.65815,0.0208333,-3.5316,0.003125,-1.58482,0.0208333,All
-1.56446,0.03125,-3.47122,0.00416667,-1.53241,0.03125,All
-1.48899,0.0416667,-3.37104,0.00520833,-1.52428,0.0416667,All
-1.36505,0.0520833,-3.30542,0.00625,-1.37092,0.0520833,All
-1.26787,0.0625,-3.15533,0.00729167,-1.28109,0.0625,All
-1.17751,0.0729167,-2.80805,0.00833333,-1.25093,0.0729167,All
-1.12881,0.0833333,-2.78058,0.009375,-1.17946,0.0833333,All
-1.12355,0.09375,-2.59533,0.0104167,-1.10739,0.09375,All
-0.982078,0.104167,-2.52267,0.0114583,-1.02264,0.104167,All
-0.961523,0.114583,-2.30345,0.0125,-1.00574,0.114583,All
-0.957459,0.125,-2.29082,0.0135417,-0.996881,0.125,All
-0.948745,0.135417,-2.25989,0.0145833,-0.987917,0.135417,All
-0.937348,0.145833,-2.25643,0.015625,-0.933022,0.145833,All
-0.883343,0.15625,-2.22013,0.0166667,-0.91878,0.15625,All
-0.877664,0.166667,-2.20123,0.0177083,-0.912039,0.166667,All
-0.850377,0.177083,-2.14108,0.01875,-0.906272,0.177083,All
-0.836372,0.1875,-2.09679,0.0197917,-0.902886,0.1875,All
-0.830767,0.197917,-2.07858,0.0208333,-0.885836,0.197917,All
-0.825108,0.208333,-2.0159,0.021875,-0.830918,0.208333,All
-0.81668,0.21875,-1.96627,0.0229167,-0.816105,0.21875,All
-0.791415,0.229167,-1.93353,0.0239583,-0.815488,0.229167,All
-0.786334,0.239583,-1.91794,0.025,-0.79927,0.239583,All
-0.777097,0.25,-1.91086,0.0260417,-0.775677,0.25,All
-0.729554,0.260417,-1.90549,0.0270833,-0.771828,0.260417,All
-0.715385,0.270833,-1.90286,0.028125,-0.757357,0.270833,All
-0.70005,0.28125,-1.87952,0.0291667,-0.743687,0.28125,All
-0.699537,0.291667,-1.87909,0.0302083,-0.732729,0.291667,All
-0.689113,0.302083,-1.84299,0.03125,-0.723505,0.302083,All
-0.684196,0.3125,-1.84105,0.0322917,-0.722721,0.3125,All
-0.634234,0.322917,-1.83392,0.0333333,-0.71237,0.322917,All
-0.62786,0.333333,-1.83089,0.034375,-0.676496,0.333333,All
-0.626404,0.34375,-1.82549,0.0354167,-0.639195,0.34375,All
-0.622865,0.354167,-1.80921,0.0364583,-0.62825,0.354167,All
-0.602831,0.364583,-1.78965,0.0375,-0.623694,0.364583,All
-0.573484,0.375,-1.77555,0.0385417,-0.605161,0.375,All
-0.543746,0.385417,-1.77015,0.0395833,-0.570935,0.385417,All
-0.465114,0.395833,-1.75338,0.040625,-0.509046,0.395833,All
-0.444741,0.40625,-1.74973,0.0416667,-0.475228,0.40625,All
-0.438454,0.416667,-1.73435,0.0427083,-0.474957,0.416667,All
-0.364271,0.427083,-1.72418,0.04375,-0.469508,0.427083,All
-0.348064,0.4375,-1.71812,0.0447917,-0.448696,0.4375,All
-0.309612,0.447917,-1.71699,0.0458333,-0.401839,0.447917,All
-0.221549,0.458333,-1.71111,0.046875,-0.274093,0.458333,All
-0.202167,0.46875,-1.69897,0.0479167,-0.236908,0.46875,All
-0.191503,0.479167,-1.66109,0.0489583,-0.224422,0.479167,All
-0.15968,0.489583,-1.65825,0.05,-0.166445,0.489583,All
-0.119869,0.5,-1.65498,0.0510417,-0.161087,0.5,All
-0.112993,0.510417,-1.64238,0.0520833,-0.147768,0.510417,All
-0.0555976,0.520833,-1.63702,0.053125,-0.140487,0.520833,All
-0.0459534,0.53125,-1.59602,0.0541667,-0.12887,0.53125,All
-0.0426964,0.541667,-1.59487,0.0552083,-0.121558,0.541667,All
-0.0385711,0.552083,-1.58633,0.05625,-0.119261,0.552083,All
-0.0195366,0.5625,-1.57885,0.0572917,-0.0960434,0.5625,All
0.00401995,0.572917,-1.57076,0.0583333,-0.0517177,0.572917,All
0.0632894,0.583333,-1.56977,0.059375,-0.0388321,0.583333,All
0.0637632,0.59375,-1.55524,0.0604167,-0.0101003,0.59375,All
