pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-3.28074,0.020288,-5.72764,0.0401915,-2.60966,0.0238946,All
-2.71595,0,-5.4601,0,-2.13012,0.0238946,All
-2.15117,0.020288,-5.19256,0,-1.65058,0.0477891,All
-1.58639,0.0608641,-4.92503,0,-1.17104,0.143367,All
-1.02161,0.20288,-4.65749,0,-0.691505,0.430102,All
-0.456825,0.588353,-4.38995,0,-0.211968,0.692942,All
0.107958,0.669506,-4.12242,0,0.26757,0.52568,All
0.67274,0.284033,-3.85488,0,0.747107,0.310629,All
1.23752,0.0811522,-3.58734,0,1.22664,0.0477891,All
1.8023,0.020288,-3.31981,0,1.70618,0.0477891,All
,,-3.05227,0,,,All
,,-2.78473,0.0160766,,,All
,,-2.5172,0.0241149,,,All
,,-2.24966,0,,,All
,,-1.98212,0.0361723,,,All
,,-1.71459,0.0763638,,,All
,,-1.44705,0.0401915,,,All
,,-1.17951,0.100479,,,All
,,-0.911978,0.172823,,,All
,,-0.644441,0.357704,,,All
,,-0.376905,0.75158,,,All
,,-0.109368,0.787753,,,All
,,0.158169,0.498374,,,All
,,0.425705,0.289378,,,All
,,0.693242,0.196938,,,All
,,0.960779,0.108517,,,All
,,1.22832,0.0442106,,,All
,,1.49585,0.196938,,,All
,,1.76339,0.0683255,,,All
,,2.03093,0.0241149,,,All
,,2.29846,0.028134,,,All
