simulations, -2LL
1000,594.484
2000,592.186
3000,592.001
4000,592.69
5000,593.308
6000,593.74
7000,594.176
8000,594.236
9000,594.383
10000,594.287
11000,594.386
12000,594.498
13000,594.673
14000,594.725
15000,594.729
16000,594.815
17000,594.955
18000,595.03
19000,595.065
20000,595.099
21000,595.137
22000,595.199
23000,595.216
24000,595.181
25000,595.166
26000,595.238
27000,595.289
28000,595.31
29000,595.268
30000,595.308
