simulations, -2LL
1000,567.34
2000,567.534
3000,567.497
4000,567.773
5000,567.937
6000,567.922
7000,567.967
8000,567.975
9000,567.697
10000,567.666
11000,567.607
12000,567.638
13000,567.701
14000,567.76
15000,567.755
16000,567.783
17000,567.774
18000,567.808
19000,567.809
20000,567.801
21000,567.811
22000,567.845
23000,567.85
24000,567.8
25000,567.801
26000,567.8
27000,567.843
28000,567.824
29000,567.834
30000,567.834
