simulations, -2LL
1000,589.941
2000,589.446
3000,589.485
4000,589.342
5000,589.511
6000,589.479
7000,589.514
8000,589.675
9000,589.61
10000,589.695
11000,589.583
12000,589.628
13000,589.566
14000,589.468
15000,589.428
16000,589.432
17000,589.46
18000,589.414
19000,589.487
20000,589.461
21000,589.38
22000,589.34
23000,589.339
24000,589.389
25000,589.381
26000,589.373
27000,589.412
28000,589.415
29000,589.41
30000,589.39
