simulations,OFV
500,1032.42
1000,1031.9
1500,1031.46
2000,1031.67
2500,1032.76
3000,1032.99
3500,1032.59
4000,1032.66
4500,1033.05
5000,1033.08
5500,1033.17
6000,1033.26
6500,1033.19
7000,1033.17
7500,1033.34
8000,1033.49
8500,1033.5
9000,1033.32
9500,1033.15
10000,1032.89
10500,1032.35
11000,1032.52
11500,1032.52
12000,1032.4
12500,1032.46
13000,1032.07
13500,1032.13
14000,1032.18
14500,1030.75
15000,1030.81
15500,1030.88
16000,1030.88
16500,1030.84
17000,1030.87
17500,1030.92
18000,1030.94
18500,1031.08
19000,1031.1
19500,1031.13
20000,1031.11
20500,1031.08
21000,1030.91
21500,1030.95
22000,1030.01
22500,1030.03
23000,1030
23500,1029.98
24000,1029.99
24500,1030.03
25000,1030.13
25500,1030.14
26000,1030.12
26500,1030.11
27000,1030.14
27500,1030.18
28000,1030.25
28500,1030.29
29000,1030.36
29500,1030.43
30000,1030.5
