parameter,value,se_lin,rse_lin
Cl_pop,5.17488844674489,0.349095481747451,6.74595182756141
V1_pop,20.0560609173145,1.73533276616675,8.65241072671769
Q_pop,6.63103015142559,1.2306818261449,18.5594364380973
V2_pop,23.5424864471594,3.40746548173171,14.4736856464999
omega_Cl,0.250969267715389,0.0479482690687262,19.1052352764968
omega_V1,0.297948888402096,0.0650109001233273,21.8194806740114
omega_Q,0.607062529408351,0.145249227871849,23.926567830403
omega_V2,0.404778732607319,0.128910580371866,31.8471722912687
corr_V2_V1,0.998057603781256,0.134181760491715,13.4442901875955
a1,0.303370560003328,0.0222432661562576,7.33204505935365
a2,0.0623449621038072,0.00621977453637399,9.97638674640268
