iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1632.45,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1608.68,1,4.45287,34.6103,13.1447,58.0147,0.974679,0.974679,0.974679,0.974679,0.974679,0.974679
3,1586.53,1,4.18135,32.9399,13.238,78.3354,0.95,0.95,0.95,0.989078,0.95,0.95
4,1577.53,1,3.89112,32.7587,14.1221,84.4746,0.925945,0.925945,0.925945,0.964034,0.925945,0.925945
5,1567.39,1,4.16115,34.1678,12.1357,80.3462,0.9025,0.9025,0.939048,0.939624,0.9025,0.9025
6,1552.63,1,4.26413,27.8645,8.62639,70.2672,0.879648,0.879648,0.986472,0.915832,0.879648,0.879648
7,1539.51,1,4.13746,30.8941,8.49871,72.289,0.857375,0.857375,0.993656,0.892643,0.857375,0.857375
8,1522.27,1,4.03726,28.6258,8.35012,85.9524,0.835666,0.835666,0.968496,0.873345,0.835666,0.835666
9,1532.39,1,4.04242,27.6204,7.24068,92.9564,0.814506,0.814506,1.00638,0.910549,0.814506,0.814506
10,1511.9,1,3.32239,30.3112,7.66262,119.391,0.793882,0.793882,0.980902,0.887493,0.793882,0.793882
11,1495.56,1,3.66525,28.5058,6.52877,141.624,0.773781,0.773781,0.956065,0.865021,0.773781,0.773781
12,1477.71,1,3.7333,30.7866,6.81638,120.123,0.754188,0.754188,0.931857,0.843118,0.754188,0.754188
13,1482.54,1,3.46011,28.7567,8.3558,149.193,0.735092,0.735092,0.961826,0.82177,0.735092,0.735092
14,1468.44,1,3.35388,33.5692,6.53882,144.397,0.716479,0.716479,0.971258,0.811237,0.716479,0.716479
15,1449.75,1,3.40425,31.4776,6.78197,146.713,0.698337,0.698337,0.976756,0.790696,0.698337,0.698337
16,1444.39,1,3.69223,32.7021,6.67579,143.091,0.680655,0.680655,0.952024,0.770675,0.680655,0.680655
17,1423.2,1,3.55527,26.0081,6.03852,152.828,0.66342,0.66342,0.927918,0.751161,0.66342,0.66342
18,1414.64,1,3.5684,24.0406,6.6499,133.31,0.646622,0.646622,0.904423,0.732142,0.646622,0.646622
19,1405.64,1,3.5127,27.0992,5.71101,157.315,0.630249,0.630249,0.881522,0.793628,0.630249,0.630249
20,1388.82,1,3.64604,28.6537,5.95061,152.378,0.614291,0.614291,0.859201,0.773533,0.614291,0.614291
21,1375.97,1,3.79831,28.751,6.99901,127.288,0.598737,0.598737,0.837446,0.753947,0.598737,0.598737
22,1366,1,4.00674,27.8417,6.17118,129.345,0.583577,0.583577,0.816241,0.734856,0.583577,0.583577
23,1361.51,1,3.8182,26.0001,6.49457,125.249,0.5688,0.5688,0.795574,0.716249,0.5688,0.5688
24,1354.99,1,3.78041,29.0657,5.89893,129.724,0.554398,0.554398,0.775429,0.734192,0.554398,0.554398
25,1336.48,1,4.15341,28.2221,5.4153,123.508,0.54036,0.54036,0.755795,0.715602,0.54036,0.54036
26,1323.49,1,3.84173,27.1316,5.50029,136.7,0.526678,0.526678,0.736658,0.697483,0.526678,0.526678
27,1312.03,1,3.81139,26.2593,5.55523,143.353,0.513342,0.513342,0.718005,0.679822,0.513342,0.513342
28,1297.64,1,3.82087,27.9893,5.20412,136.101,0.500344,0.500344,0.699825,0.662608,0.500344,0.500344
29,1296.51,1,3.75733,27.169,5.11215,137.605,0.487675,0.487675,0.682105,0.645831,0.487675,0.487675
30,1278.95,1,3.70809,29.8651,4.8293,151.886,0.475327,0.475327,0.664834,0.68624,0.475327,0.475327
31,1282.04,1,3.67581,27.8537,3.74115,139.864,0.463291,0.463291,0.657198,0.68993,0.463291,0.463291
32,1259.62,1,3.67228,28.2087,4.23807,163.329,0.45156,0.45156,0.640557,0.67246,0.45156,0.45156
33,1246.23,1,3.6983,27.5621,4.0515,165.903,0.440127,0.440127,0.624338,0.655433,0.440127,0.440127
34,1236.68,1,3.77372,26.9557,3.99384,144.083,0.428982,0.428982,0.638412,0.638837,0.428982,0.428982
35,1223.04,1,3.64017,26.4032,4.36189,157.098,0.41812,0.41812,0.622247,0.622662,0.41812,0.41812
36,1220.11,1,3.57964,25.5396,4.97616,154.399,0.407533,0.407533,0.606491,0.606895,0.407533,0.407533
37,1211.95,1,3.68757,25.8438,4.63617,152.27,0.397214,0.405152,0.630199,0.591529,0.397214,0.397214
38,1194.37,1,3.74704,26.2633,4.36124,136.238,0.387157,0.394893,0.614242,0.595707,0.387157,0.387157
39,1191.43,1,3.72851,27.1249,4.44182,133.364,0.377354,0.384894,0.598689,0.580623,0.377354,0.377354
40,1177.94,1,3.91749,27.7368,4.45133,131.743,0.367799,0.375148,0.58353,0.565921,0.367799,0.367799
41,1173.52,1,3.89346,26.5446,4.45922,129.719,0.358486,0.365649,0.609235,0.551592,0.358486,0.358486
42,1156.59,1,3.87954,25.9436,4.4055,134.363,0.349409,0.356391,0.593809,0.537625,0.349409,0.349409
43,1148.04,1,4.00223,25.682,4.05859,113.542,0.340562,0.347367,0.578773,0.524012,0.340562,0.340562
44,1135.11,1,4.07519,26.3856,4.47841,114.665,0.331938,0.338571,0.564119,0.510744,0.331938,0.331938
45,1135.01,1,3.9628,25.5918,4.78896,120.917,0.323534,0.329998,0.549835,0.559916,0.323534,0.323534
46,1116.48,1,3.97159,25.781,4.38232,121.69,0.315341,0.321643,0.535913,0.545738,0.315341,0.315341
47,1102.07,1,4.02885,25.1531,4.44932,114.676,0.307357,0.313499,0.522343,0.53192,0.307357,0.307357
48,1099.36,1,3.93477,24.8591,4.20782,120.498,0.299574,0.305561,0.531297,0.518452,0.299574,0.299574
49,1085.59,1,3.91918,26.0034,4.21311,119.009,0.314333,0.297824,0.517844,0.505324,0.291989,0.291989
50,1087.2,1,4.05744,25.8822,3.94585,103.899,0.306374,0.301528,0.504732,0.492529,0.284596,0.284596
51,1081.22,1,4.16092,27.831,3.48631,97.1316,0.298616,0.293893,0.496673,0.480058,0.27739,0.27739
