iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1507.32,1,7.8892,3.05437,20.5065,21.6974,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1494.02,1,4.56668,5.77756,24.3854,25.0481,0.974679,0.974679,0.349415,0.998761,1.46202,1.47439,1.46202,1.16962
3,1484.99,1,4.88009,5.36414,21.1933,22.7001,0.95,0.95,0.474948,0.998761,1.425,1.63171,1.425,1.14
4,1472.94,1,4.55013,7.6764,21.0239,22.6618,0.925945,0.925945,0.540183,0.998761,1.38892,1.5904,1.38892,1.11113
5,1459.94,1,4.33325,5.53787,27.7892,28.1026,0.9025,0.9025,0.658255,0.998761,1.35375,1.55013,1.35375,1.083
6,1455.05,1,4.26423,5.67935,33.6282,32.651,0.879648,0.879648,0.804213,0.998761,1.31947,1.51431,1.31947,1.05558
7,1447.67,1,4.50443,6.37834,35.5423,33.808,0.857375,0.857375,0.989788,0.998761,1.28606,1.47889,1.28606,1.02885
8,1426.83,1,4.78904,6.3907,31.7457,30.4946,0.835666,0.835666,0.585939,0.998761,1.2535,1.53847,1.2535,1.0028
9,1414.11,1,4.89637,5.80524,35.7007,33.7457,0.814506,0.814506,0.553572,0.998761,1.22176,1.51525,1.22176,0.977407
10,1396.3,1,5.31382,7.84033,34.4774,32.9683,0.793882,0.793882,0.260509,0.998761,1.19082,1.47689,1.19082,0.952659
11,1393.87,1,5.28829,6.78997,37.1004,34.7752,0.773781,0.773781,0.621295,0.998761,1.16067,1.43949,1.16067,0.928537
12,1377.24,1,5.36142,7.36807,30.9584,30.105,0.754188,0.754188,0.63344,0.998761,1.13128,1.40304,1.13128,0.905026
13,1370.43,1,5.22605,10.7315,32.6132,31.0813,0.735092,0.735092,0.74066,0.998761,1.10264,1.36751,1.10264,0.88211
14,1359.78,1,4.94905,10.1186,29.9069,28.791,0.716479,0.716479,0.698158,0.998761,1.07472,1.41422,1.07472,0.859775
15,1345.51,1,5.14152,9.77004,31.6952,30.2172,0.698337,0.698337,0.768427,0.998761,1.04751,1.45308,1.04751,0.838005
16,1341.07,1,5.07646,11.5933,28.8287,27.9479,0.680655,0.680655,0.753396,0.998761,1.02098,1.49803,1.02098,0.816786
17,1326.36,1,5.07379,10.276,26.7731,26.5051,0.66342,0.66342,0.583078,0.998761,0.995131,1.55385,0.995131,0.796105
18,1318.19,1,5.25301,11.5015,28.9696,28.1449,0.646622,0.646622,0.427179,0.998761,0.969933,1.67791,0.969933,0.775947
19,1302.8,1,5.06863,11.0792,26.9535,26.544,0.630249,0.630249,0.466824,0.998761,0.945374,1.8425,0.945374,0.756299
20,1290.69,1,5.2503,9.08935,25.1407,25.0422,0.614291,0.614291,0.43494,0.998761,0.921437,1.79585,0.921437,0.737149
21,1283.76,1,5.36708,10.8596,24.3223,24.5394,0.598737,0.598737,0.271559,0.998761,0.898105,1.75038,0.898105,0.718484
22,1266.95,1,5.17497,6.72825,27.5665,27.2328,0.583577,0.583577,0.200035,0.998761,0.875365,1.70605,0.875365,0.700292
23,1256.45,1,5.11048,5.01379,26.775,26.8439,0.5688,0.5688,0.469318,0.998761,0.8532,1.66286,0.8532,0.68256
24,1243.55,1,5.30484,4.93879,26.5709,26.4718,0.554398,0.554398,0.511262,0.998761,0.831597,1.63343,0.831597,0.665277
25,1239.74,1,5.26356,4.92886,26.555,26.4769,0.54036,0.54036,0.509275,0.998761,0.81054,1.59207,0.81054,0.648432
26,1231.41,1,5.35645,5.99029,28.1304,27.8678,0.526678,0.526678,0.26542,0.998761,0.790017,1.60034,0.790017,0.632013
27,1227.61,1,5.42208,7.20033,30.549,29.6033,0.513342,0.513342,0.427643,0.998761,0.770013,1.78345,0.770013,0.61601
28,1206.2,1,5.34993,7.91459,28.6857,27.9193,0.500344,0.500344,0.425893,0.998761,0.750516,1.73829,0.750516,0.600413
29,1195.84,1,5.4382,6.42744,28.0148,27.1555,0.487675,0.487675,0.447793,0.998761,0.731512,1.84223,0.731512,0.58521
30,1179.43,1,5.41921,7.26782,26.3063,25.8667,0.475327,0.475327,0.432096,0.998761,0.71299,1.79558,0.71299,0.570392
31,1174.46,1,5.43888,4.66201,27.759,26.778,0.463291,0.463291,0.40495,0.998761,0.694937,1.75011,0.694937,0.555949
32,1163.41,1,5.26897,3.74462,26.2919,25.5814,0.45156,0.45156,0.562788,0.998761,0.677341,1.7058,0.677341,0.541873
33,1153.43,1,5.13586,4.04184,24.8931,24.5082,0.440127,0.440127,0.59364,0.998761,0.66019,1.66261,0.66019,0.528152
34,1141.33,1,5.15108,4.59844,24.911,24.4517,0.428982,0.428982,0.773761,0.998761,0.643474,1.62051,0.643474,0.514779
35,1133.01,1,5.28511,5.63859,24.5226,24.0543,0.41812,0.41812,0.594134,0.998761,0.627181,1.57948,0.627181,0.501744
36,1122.82,1,5.27931,6.8812,25.9761,25.2613,0.407533,0.407533,0.632641,0.998761,0.6113,1.53948,0.6113,0.48904
37,1120.28,1,5.34745,6.19259,25.8778,25.1669,0.397214,0.397214,0.46381,0.998761,0.595821,1.5005,0.595821,0.476657
38,1103.65,1,5.43089,5.77888,25.7075,25.0883,0.387157,0.387157,0.519532,0.998761,0.580735,1.46251,0.580735,0.464588
39,1083.33,1,5.52398,6.21508,25.7044,25.1617,0.377354,0.377354,0.589258,0.998761,0.56603,1.42548,0.56603,0.452824
40,1076.09,1,5.44896,6.57156,25.1441,24.7703,0.367799,0.367799,0.432493,0.998761,0.551698,1.38938,0.551698,0.441359
41,1068.42,1,5.47077,6.12562,24.7058,24.4735,0.358486,0.358486,0.402817,0.998761,0.537729,1.3542,0.537729,0.430183
42,1053.88,1,5.36848,6.60532,24.5084,24.3926,0.349409,0.349409,0.541387,0.998761,0.524113,1.31992,0.524113,0.419291
43,1048.91,1,5.36957,8.53589,24.3804,24.2427,0.340562,0.340562,0.488659,0.998761,0.510842,1.28649,0.510842,0.408674
